t,timestamp,ip,rtt_ms,reachable,loss_pct_last10
0.009,1778981039.144653,10.10.10.1,,0,100.0
0.009,1778981039.144653,10.10.10.2,,0,100.0
0.009,1778981039.144653,10.10.10.3,,0,100.0
11.105,1778981050.240164,10.10.10.1,,0,100.0
11.105,1778981050.240164,10.10.10.2,,0,100.0
11.105,1778981050.240164,10.10.10.3,,0,100.0
22.187,1778981061.321914,10.10.10.1,,0,100.0
22.187,1778981061.321914,10.10.10.2,,0,100.0
22.187,1778981061.321914,10.10.10.3,,0,100.0
33.3,1778981072.435002,10.10.10.1,,0,100.0
33.3,1778981072.435002,10.10.10.2,,0,100.0
33.3,1778981072.435002,10.10.10.3,,0,100.0
44.397,1778981083.532173,10.10.10.1,,0,100.0
44.397,1778981083.532173,10.10.10.2,,0,100.0
44.397,1778981083.532173,10.10.10.3,,0,100.0
55.492,1778981094.627262,10.10.10.1,,0,100.0
55.492,1778981094.627262,10.10.10.2,,0,100.0
55.492,1778981094.627262,10.10.10.3,,0,100.0
66.6,1778981105.735524,10.10.10.1,,0,100.0
66.6,1778981105.735524,10.10.10.2,,0,100.0
66.6,1778981105.735524,10.10.10.3,,0,100.0
77.683,1778981116.818072,10.10.10.1,,0,100.0
77.683,1778981116.818072,10.10.10.2,,0,100.0
77.683,1778981116.818072,10.10.10.3,,0,100.0
88.779,1778981127.914622,10.10.10.1,,0,100.0
88.779,1778981127.914622,10.10.10.2,,0,100.0
88.779,1778981127.914622,10.10.10.3,,0,100.0
