t,timestamp,phase,lockdown_active,mitigated_drop_count,dropped_unknown_count,dropped_overrate_count,dropped_unknown_destination_count,trusted_source_count,source_seen_count_total,mitigated_source_count,rate_limited_ports_count,escalated_ports_count
0.003,1778981039.137914,NORMAL,False,0,0,0,0,0,0,0,0,0
1.06,1778981040.195581,NORMAL,False,0,0,0,0,0,0,0,0,0
2.079,1778981041.214224,NORMAL,False,0,0,0,0,0,0,0,0,0
3.106,1778981042.241493,NORMAL,False,0,0,0,0,0,0,0,0,0
4.125,1778981043.259812,NORMAL,False,0,0,0,0,0,0,0,0,0
5.15,1778981044.285705,NORMAL,False,0,0,0,0,0,0,0,0,0
6.169,1778981045.303952,NORMAL,False,0,0,0,0,0,0,0,0,0
7.186,1778981046.321111,NORMAL,False,0,0,0,0,0,0,0,0,0
8.203,1778981047.338248,NORMAL,False,0,0,0,0,0,0,0,0,0
9.221,1778981048.356264,NORMAL,False,0,0,0,0,0,0,0,0,0
10.239,1778981049.374065,NORMAL,False,0,0,0,0,0,0,0,0,0
11.257,1778981050.392207,NORMAL,False,0,0,0,0,0,0,0,0,0
12.283,1778981051.418268,NORMAL,False,0,0,0,0,0,0,0,0,0
13.302,1778981052.437179,NORMAL,False,0,0,0,0,0,0,0,0,0
14.328,1778981053.463691,NORMAL,False,0,0,0,0,0,0,0,0,0
15.346,1778981054.481364,NORMAL,False,0,0,0,0,0,0,0,0,0
16.381,1778981055.516765,NORMAL,False,0,0,0,0,0,0,0,0,0
17.4,1778981056.535607,NORMAL,False,0,0,0,0,0,0,0,0,0
18.418,1778981057.552826,NORMAL,False,0,0,0,0,0,0,0,0,0
19.435,1778981058.570043,METERING,False,185,184,1,0,0,0,1,3,0
20.451,1778981059.586268,METERING,False,453,452,1,0,0,0,1,3,0
21.471,1778981060.606685,METERING,False,752,751,1,0,0,0,1,3,0
22.495,1778981061.630088,METERING,False,1058,1057,1,0,0,0,1,3,0
23.525,1778981062.659806,METERING,False,1280,1279,1,0,0,0,1,3,0
24.546,1778981063.681533,METERING,False,1398,1397,1,0,0,0,1,3,0
25.575,1778981064.710043,METERING,False,1513,1512,1,0,0,0,1,3,0
26.594,1778981065.729299,METERING,False,1715,1714,1,0,0,0,1,3,0
27.624,1778981066.759483,LOCKDOWN,True,1913,1912,1,0,0,0,1,3,3
28.642,1778981067.777499,LOCKDOWN,True,2192,2191,1,0,0,0,1,3,3
29.66,1778981068.795024,LOCKDOWN,True,2471,2470,1,0,0,0,1,3,3
30.676,1778981069.811468,LOCKDOWN,True,2750,2749,1,0,0,0,1,3,3
31.693,1778981070.828279,LOCKDOWN,True,3020,3019,1,0,0,0,1,3,3
32.712,1778981071.847387,LOCKDOWN,True,3200,3199,1,0,0,0,1,3,3
33.728,1778981072.863653,LOCKDOWN,True,3317,3316,1,0,0,0,1,3,3
34.752,1778981073.8876,LOCKDOWN,True,3461,3460,1,0,0,0,1,3,3
35.772,1778981074.907651,LOCKDOWN,True,3707,3706,1,0,0,0,1,3,3
36.8,1778981075.934955,LOCKDOWN,True,3829,3828,1,0,0,0,1,3,3
37.82,1778981076.955079,LOCKDOWN,True,3983,3982,1,0,0,0,1,3,3
38.848,1778981077.983472,LOCKDOWN,True,4262,4261,1,0,0,0,1,3,3
39.868,1778981079.002831,LOCKDOWN,True,4415,4414,1,0,0,0,1,3,3
40.887,1778981080.02195,LOCKDOWN,True,4532,4531,1,0,0,0,1,3,3
41.904,1778981081.039486,LOCKDOWN,True,4723,4722,1,0,0,0,1,3,3
42.924,1778981082.059486,LOCKDOWN,True,4892,4891,1,0,0,0,1,3,3
43.941,1778981083.076612,LOCKDOWN,True,5171,5170,1,0,0,0,1,3,3
44.966,1778981084.10085,LOCKDOWN,True,5387,5386,1,0,0,0,1,3,3
45.994,1778981085.129657,LOCKDOWN,True,5639,5638,1,0,0,0,1,3,3
47.015,1778981086.150305,LOCKDOWN,True,5828,5827,1,0,0,0,1,3,3
48.04,1778981087.175473,LOCKDOWN,True,5942,5941,1,0,0,0,1,3,3
49.059,1778981088.194433,LOCKDOWN,True,6133,6132,1,0,0,0,1,3,3
50.091,1778981089.226024,LOCKDOWN,True,6392,6391,1,0,0,0,1,3,3
51.112,1778981090.247461,LOCKDOWN,True,6580,6579,1,0,0,0,1,3,3
52.132,1778981091.267513,LOCKDOWN,True,6710,6709,1,0,0,0,1,3,3
53.15,1778981092.284902,LOCKDOWN,True,6899,6898,1,0,0,0,1,3,3
54.167,1778981093.302139,LOCKDOWN,True,7023,7022,1,0,0,0,1,3,3
55.187,1778981094.322292,LOCKDOWN,True,7151,7150,1,0,0,0,1,3,3
56.208,1778981095.343632,LOCKDOWN,True,7328,7327,1,0,0,0,1,3,3
57.235,1778981096.370728,LOCKDOWN,True,7475,7474,1,0,0,0,1,3,3
58.252,1778981097.387623,LOCKDOWN,True,7754,7753,1,0,0,0,1,3,3
59.283,1778981098.418672,LOCKDOWN,True,8024,8023,1,0,0,0,1,3,3
60.305,1778981099.440303,LOCKDOWN,True,8222,8221,1,0,0,0,1,3,3
61.336,1778981100.471154,LOCKDOWN,True,8447,8446,1,0,0,0,1,3,3
62.356,1778981101.491651,LOCKDOWN,True,8555,8554,1,0,0,0,1,3,3
63.374,1778981102.509117,LOCKDOWN,True,8654,8653,1,0,0,0,1,3,3
64.395,1778981103.529952,LOCKDOWN,True,8663,8662,1,0,0,0,1,3,3
65.413,1778981104.548463,LOCKDOWN,True,8663,8662,1,0,0,0,1,3,3
66.431,1778981105.566077,LOCKDOWN,True,8663,8662,1,0,0,0,1,3,3
67.462,1778981106.596992,LOCKDOWN,True,8663,8662,1,0,0,0,1,3,3
68.488,1778981107.623464,LOCKDOWN,True,8663,8662,1,0,0,0,1,3,3
69.507,1778981108.642753,METERING,False,8663,8662,1,0,0,0,1,2,2
70.535,1778981109.670733,METERING,False,8663,8662,1,0,0,0,1,2,2
71.553,1778981110.688387,METERING,False,8663,8662,1,0,0,0,1,2,2
72.58,1778981111.715363,METERING,False,8663,8662,1,0,0,0,1,2,2
73.598,1778981112.733547,METERING,False,8663,8662,1,0,0,0,1,2,2
74.616,1778981113.751397,METERING,False,8663,8662,1,0,0,0,1,2,2
75.633,1778981114.768758,NORMAL,False,8663,8662,1,0,0,0,1,2,2
76.653,1778981115.788085,NORMAL,False,8663,8662,1,0,0,0,1,2,2
77.671,1778981116.806329,NORMAL,False,8663,8662,1,0,0,0,1,2,2
78.723,1778981117.858107,NORMAL,False,8663,8662,1,0,0,0,1,2,2
79.744,1778981118.879581,NORMAL,False,8663,8662,1,0,0,0,1,2,2
80.773,1778981119.908071,NORMAL,False,8663,8662,1,0,0,0,1,2,2
81.79,1778981120.925774,NORMAL,False,8663,8662,1,0,0,0,1,2,2
82.817,1778981121.952459,NORMAL,False,8663,8662,1,0,0,0,1,2,2
83.835,1778981122.970569,NORMAL,False,8663,8662,1,0,0,0,1,2,2
84.853,1778981123.988538,NORMAL,False,8663,8662,1,0,0,0,1,2,2
85.87,1778981125.005683,NORMAL,False,8663,8662,1,0,0,0,1,2,2
86.891,1778981126.026244,NORMAL,False,8663,8662,1,0,0,0,1,2,2
87.908,1778981127.043409,NORMAL,False,8663,8662,1,0,0,0,1,2,2
88.926,1778981128.06146,NORMAL,False,8663,8662,1,0,0,0,1,2,2
89.953,1778981129.087854,NORMAL,False,8663,8662,1,0,0,0,1,2,2
