PING 10.10.10.3 (10.10.10.3) 256(284) bytes of data.
264 bytes from 10.10.10.3: icmp_seq=58 ttl=64 time=8.29 ms
264 bytes from 10.10.10.3: icmp_seq=59 ttl=64 time=11.6 ms
264 bytes from 10.10.10.3: icmp_seq=60 ttl=64 time=11.3 ms
264 bytes from 10.10.10.3: icmp_seq=61 ttl=64 time=6.51 ms
264 bytes from 10.10.10.3: icmp_seq=62 ttl=64 time=9.76 ms
264 bytes from 10.10.10.3: icmp_seq=63 ttl=64 time=12.7 ms
264 bytes from 10.10.10.3: icmp_seq=64 ttl=64 time=9.88 ms
264 bytes from 10.10.10.3: icmp_seq=65 ttl=64 time=10.9 ms
264 bytes from 10.10.10.3: icmp_seq=66 ttl=64 time=8.90 ms
264 bytes from 10.10.10.3: icmp_seq=67 ttl=64 time=7.12 ms
264 bytes from 10.10.10.3: icmp_seq=68 ttl=64 time=9.69 ms
264 bytes from 10.10.10.3: icmp_seq=69 ttl=64 time=10.2 ms
264 bytes from 10.10.10.3: icmp_seq=70 ttl=64 time=10.9 ms
264 bytes from 10.10.10.3: icmp_seq=71 ttl=64 time=9.48 ms
264 bytes from 10.10.10.3: icmp_seq=72 ttl=64 time=9.63 ms
264 bytes from 10.10.10.3: icmp_seq=73 ttl=64 time=9.70 ms
264 bytes from 10.10.10.3: icmp_seq=74 ttl=64 time=9.71 ms
264 bytes from 10.10.10.3: icmp_seq=75 ttl=64 time=9.81 ms
264 bytes from 10.10.10.3: icmp_seq=76 ttl=64 time=9.58 ms
264 bytes from 10.10.10.3: icmp_seq=77 ttl=64 time=6.97 ms
264 bytes from 10.10.10.3: icmp_seq=78 ttl=64 time=10.8 ms
264 bytes from 10.10.10.3: icmp_seq=79 ttl=64 time=6.71 ms
264 bytes from 10.10.10.3: icmp_seq=80 ttl=64 time=8.35 ms
264 bytes from 10.10.10.3: icmp_seq=81 ttl=64 time=11.9 ms
264 bytes from 10.10.10.3: icmp_seq=82 ttl=64 time=9.65 ms
264 bytes from 10.10.10.3: icmp_seq=83 ttl=64 time=11.9 ms
264 bytes from 10.10.10.3: icmp_seq=84 ttl=64 time=10.3 ms
264 bytes from 10.10.10.3: icmp_seq=85 ttl=64 time=10.4 ms
264 bytes from 10.10.10.3: icmp_seq=86 ttl=64 time=12.3 ms
264 bytes from 10.10.10.3: icmp_seq=87 ttl=64 time=12.0 ms
264 bytes from 10.10.10.3: icmp_seq=88 ttl=64 time=12.3 ms
264 bytes from 10.10.10.3: icmp_seq=89 ttl=64 time=11.1 ms
264 bytes from 10.10.10.3: icmp_seq=90 ttl=64 time=11.7 ms
264 bytes from 10.10.10.3: icmp_seq=91 ttl=64 time=11.8 ms
264 bytes from 10.10.10.3: icmp_seq=92 ttl=64 time=12.5 ms
264 bytes from 10.10.10.3: icmp_seq=93 ttl=64 time=14.2 ms
264 bytes from 10.10.10.3: icmp_seq=94 ttl=64 time=9.68 ms
264 bytes from 10.10.10.3: icmp_seq=95 ttl=64 time=9.10 ms
264 bytes from 10.10.10.3: icmp_seq=96 ttl=64 time=13.2 ms
264 bytes from 10.10.10.3: icmp_seq=97 ttl=64 time=11.7 ms
264 bytes from 10.10.10.3: icmp_seq=98 ttl=64 time=11.7 ms
264 bytes from 10.10.10.3: icmp_seq=99 ttl=64 time=11.6 ms
264 bytes from 10.10.10.3: icmp_seq=100 ttl=64 time=12.1 ms
264 bytes from 10.10.10.3: icmp_seq=101 ttl=64 time=9.80 ms
264 bytes from 10.10.10.3: icmp_seq=102 ttl=64 time=10.7 ms
264 bytes from 10.10.10.3: icmp_seq=103 ttl=64 time=8.04 ms
264 bytes from 10.10.10.3: icmp_seq=104 ttl=64 time=9.24 ms
264 bytes from 10.10.10.3: icmp_seq=105 ttl=64 time=9.86 ms
264 bytes from 10.10.10.3: icmp_seq=106 ttl=64 time=11.9 ms
264 bytes from 10.10.10.3: icmp_seq=107 ttl=64 time=8.23 ms
264 bytes from 10.10.10.3: icmp_seq=108 ttl=64 time=9.46 ms
264 bytes from 10.10.10.3: icmp_seq=109 ttl=64 time=13.2 ms
264 bytes from 10.10.10.3: icmp_seq=110 ttl=64 time=14.7 ms
264 bytes from 10.10.10.3: icmp_seq=111 ttl=64 time=10.3 ms
264 bytes from 10.10.10.3: icmp_seq=112 ttl=64 time=11.3 ms
264 bytes from 10.10.10.3: icmp_seq=113 ttl=64 time=11.4 ms
264 bytes from 10.10.10.3: icmp_seq=114 ttl=64 time=12.0 ms
264 bytes from 10.10.10.3: icmp_seq=115 ttl=64 time=11.0 ms
264 bytes from 10.10.10.3: icmp_seq=116 ttl=64 time=8.74 ms
264 bytes from 10.10.10.3: icmp_seq=117 ttl=64 time=10.2 ms
264 bytes from 10.10.10.3: icmp_seq=118 ttl=64 time=10.7 ms
264 bytes from 10.10.10.3: icmp_seq=119 ttl=64 time=8.89 ms
264 bytes from 10.10.10.3: icmp_seq=120 ttl=64 time=9.51 ms
264 bytes from 10.10.10.3: icmp_seq=121 ttl=64 time=13.1 ms
264 bytes from 10.10.10.3: icmp_seq=122 ttl=64 time=10.1 ms
264 bytes from 10.10.10.3: icmp_seq=123 ttl=64 time=8.70 ms
264 bytes from 10.10.10.3: icmp_seq=124 ttl=64 time=10.9 ms
264 bytes from 10.10.10.3: icmp_seq=125 ttl=64 time=7.58 ms
264 bytes from 10.10.10.3: icmp_seq=126 ttl=64 time=12.1 ms
264 bytes from 10.10.10.3: icmp_seq=127 ttl=64 time=8.46 ms
264 bytes from 10.10.10.3: icmp_seq=128 ttl=64 time=11.5 ms
264 bytes from 10.10.10.3: icmp_seq=129 ttl=64 time=13.8 ms
264 bytes from 10.10.10.3: icmp_seq=130 ttl=64 time=9.10 ms
264 bytes from 10.10.10.3: icmp_seq=131 ttl=64 time=9.72 ms
264 bytes from 10.10.10.3: icmp_seq=132 ttl=64 time=9.45 ms
264 bytes from 10.10.10.3: icmp_seq=133 ttl=64 time=10.2 ms
264 bytes from 10.10.10.3: icmp_seq=134 ttl=64 time=12.0 ms
264 bytes from 10.10.10.3: icmp_seq=135 ttl=64 time=11.5 ms
264 bytes from 10.10.10.3: icmp_seq=136 ttl=64 time=9.31 ms
264 bytes from 10.10.10.3: icmp_seq=137 ttl=64 time=12.1 ms
264 bytes from 10.10.10.3: icmp_seq=138 ttl=64 time=13.1 ms
264 bytes from 10.10.10.3: icmp_seq=139 ttl=64 time=13.0 ms
264 bytes from 10.10.10.3: icmp_seq=140 ttl=64 time=12.0 ms
264 bytes from 10.10.10.3: icmp_seq=141 ttl=64 time=12.1 ms
264 bytes from 10.10.10.3: icmp_seq=142 ttl=64 time=9.59 ms
264 bytes from 10.10.10.3: icmp_seq=143 ttl=64 time=12.0 ms
264 bytes from 10.10.10.3: icmp_seq=144 ttl=64 time=8.23 ms
264 bytes from 10.10.10.3: icmp_seq=145 ttl=64 time=5.76 ms
264 bytes from 10.10.10.3: icmp_seq=146 ttl=64 time=9.29 ms
264 bytes from 10.10.10.3: icmp_seq=147 ttl=64 time=11.7 ms
264 bytes from 10.10.10.3: icmp_seq=148 ttl=64 time=8.56 ms
264 bytes from 10.10.10.3: icmp_seq=149 ttl=64 time=8.44 ms
264 bytes from 10.10.10.3: icmp_seq=150 ttl=64 time=13.0 ms
264 bytes from 10.10.10.3: icmp_seq=151 ttl=64 time=13.1 ms
264 bytes from 10.10.10.3: icmp_seq=152 ttl=64 time=9.05 ms
264 bytes from 10.10.10.3: icmp_seq=153 ttl=64 time=9.24 ms
264 bytes from 10.10.10.3: icmp_seq=154 ttl=64 time=5.53 ms
264 bytes from 10.10.10.3: icmp_seq=155 ttl=64 time=9.59 ms
264 bytes from 10.10.10.3: icmp_seq=156 ttl=64 time=11.5 ms
264 bytes from 10.10.10.3: icmp_seq=157 ttl=64 time=10.1 ms
264 bytes from 10.10.10.3: icmp_seq=158 ttl=64 time=10.5 ms
264 bytes from 10.10.10.3: icmp_seq=159 ttl=64 time=8.62 ms
264 bytes from 10.10.10.3: icmp_seq=160 ttl=64 time=9.23 ms
264 bytes from 10.10.10.3: icmp_seq=161 ttl=64 time=9.76 ms
264 bytes from 10.10.10.3: icmp_seq=162 ttl=64 time=11.7 ms
264 bytes from 10.10.10.3: icmp_seq=163 ttl=64 time=10.1 ms
264 bytes from 10.10.10.3: icmp_seq=164 ttl=64 time=10.7 ms
264 bytes from 10.10.10.3: icmp_seq=165 ttl=64 time=10.4 ms
264 bytes from 10.10.10.3: icmp_seq=166 ttl=64 time=14.0 ms
264 bytes from 10.10.10.3: icmp_seq=167 ttl=64 time=9.35 ms
264 bytes from 10.10.10.3: icmp_seq=168 ttl=64 time=10.3 ms
264 bytes from 10.10.10.3: icmp_seq=169 ttl=64 time=6.62 ms
264 bytes from 10.10.10.3: icmp_seq=170 ttl=64 time=10.9 ms
264 bytes from 10.10.10.3: icmp_seq=171 ttl=64 time=9.06 ms
264 bytes from 10.10.10.3: icmp_seq=172 ttl=64 time=8.20 ms
264 bytes from 10.10.10.3: icmp_seq=173 ttl=64 time=9.24 ms
264 bytes from 10.10.10.3: icmp_seq=174 ttl=64 time=13.2 ms
264 bytes from 10.10.10.3: icmp_seq=175 ttl=64 time=7.99 ms
264 bytes from 10.10.10.3: icmp_seq=176 ttl=64 time=10.3 ms
264 bytes from 10.10.10.3: icmp_seq=177 ttl=64 time=9.45 ms
264 bytes from 10.10.10.3: icmp_seq=178 ttl=64 time=7.22 ms
264 bytes from 10.10.10.3: icmp_seq=179 ttl=64 time=7.75 ms
264 bytes from 10.10.10.3: icmp_seq=180 ttl=64 time=10.0 ms

--- 10.10.10.3 ping statistics ---
180 packets transmitted, 180 received, 0% packet loss, time 89686ms
rtt min/avg/max/mdev = 1.228/9.492/14.705/2.388 ms
