PING 10.10.10.3 (10.10.10.3) 256(284) bytes of data.
264 bytes from 10.10.10.3: icmp_seq=1 ttl=64 time=1.22 ms
264 bytes from 10.10.10.3: icmp_seq=2 ttl=64 time=4.31 ms
264 bytes from 10.10.10.3: icmp_seq=3 ttl=64 time=4.49 ms
264 bytes from 10.10.10.3: icmp_seq=4 ttl=64 time=4.72 ms
264 bytes from 10.10.10.3: icmp_seq=5 ttl=64 time=4.88 ms
264 bytes from 10.10.10.3: icmp_seq=6 ttl=64 time=5.58 ms
264 bytes from 10.10.10.3: icmp_seq=7 ttl=64 time=7.75 ms
264 bytes from 10.10.10.3: icmp_seq=8 ttl=64 time=6.35 ms
264 bytes from 10.10.10.3: icmp_seq=9 ttl=64 time=6.70 ms
264 bytes from 10.10.10.3: icmp_seq=10 ttl=64 time=6.78 ms
264 bytes from 10.10.10.3: icmp_seq=11 ttl=64 time=7.75 ms
264 bytes from 10.10.10.3: icmp_seq=12 ttl=64 time=7.61 ms
264 bytes from 10.10.10.3: icmp_seq=13 ttl=64 time=8.88 ms
264 bytes from 10.10.10.3: icmp_seq=14 ttl=64 time=4.44 ms
264 bytes from 10.10.10.3: icmp_seq=15 ttl=64 time=5.91 ms
264 bytes from 10.10.10.3: icmp_seq=16 ttl=64 time=6.79 ms
264 bytes from 10.10.10.3: icmp_seq=17 ttl=64 time=7.63 ms
264 bytes from 10.10.10.3: icmp_seq=18 ttl=64 time=7.85 ms
264 bytes from 10.10.10.3: icmp_seq=19 ttl=64 time=7.63 ms
264 bytes from 10.10.10.3: icmp_seq=20 ttl=64 time=7.73 ms
264 bytes from 10.10.10.3: icmp_seq=21 ttl=64 time=7.83 ms
264 bytes from 10.10.10.3: icmp_seq=22 ttl=64 time=7.82 ms
264 bytes from 10.10.10.3: icmp_seq=23 ttl=64 time=8.83 ms
264 bytes from 10.10.10.3: icmp_seq=24 ttl=64 time=4.16 ms
264 bytes from 10.10.10.3: icmp_seq=25 ttl=64 time=4.73 ms
264 bytes from 10.10.10.3: icmp_seq=26 ttl=64 time=4.63 ms
264 bytes from 10.10.10.3: icmp_seq=27 ttl=64 time=4.87 ms
264 bytes from 10.10.10.3: icmp_seq=28 ttl=64 time=5.60 ms
264 bytes from 10.10.10.3: icmp_seq=29 ttl=64 time=5.87 ms
264 bytes from 10.10.10.3: icmp_seq=30 ttl=64 time=5.76 ms
264 bytes from 10.10.10.3: icmp_seq=31 ttl=64 time=6.72 ms
264 bytes from 10.10.10.3: icmp_seq=32 ttl=64 time=6.71 ms
264 bytes from 10.10.10.3: icmp_seq=33 ttl=64 time=6.72 ms
264 bytes from 10.10.10.3: icmp_seq=34 ttl=64 time=6.73 ms
264 bytes from 10.10.10.3: icmp_seq=35 ttl=64 time=6.79 ms
264 bytes from 10.10.10.3: icmp_seq=36 ttl=64 time=8.51 ms
264 bytes from 10.10.10.3: icmp_seq=37 ttl=64 time=8.91 ms
264 bytes from 10.10.10.3: icmp_seq=38 ttl=64 time=9.92 ms
264 bytes from 10.10.10.3: icmp_seq=39 ttl=64 time=8.19 ms
264 bytes from 10.10.10.3: icmp_seq=40 ttl=64 time=13.9 ms
264 bytes from 10.10.10.3: icmp_seq=41 ttl=64 time=9.59 ms
264 bytes from 10.10.10.3: icmp_seq=42 ttl=64 time=9.71 ms
264 bytes from 10.10.10.3: icmp_seq=43 ttl=64 time=9.86 ms
264 bytes from 10.10.10.3: icmp_seq=44 ttl=64 time=7.09 ms
264 bytes from 10.10.10.3: icmp_seq=45 ttl=64 time=10.8 ms
264 bytes from 10.10.10.3: icmp_seq=46 ttl=64 time=11.7 ms
264 bytes from 10.10.10.3: icmp_seq=47 ttl=64 time=11.7 ms
264 bytes from 10.10.10.3: icmp_seq=48 ttl=64 time=9.23 ms
264 bytes from 10.10.10.3: icmp_seq=49 ttl=64 time=9.91 ms
264 bytes from 10.10.10.3: icmp_seq=50 ttl=64 time=10.4 ms
264 bytes from 10.10.10.3: icmp_seq=51 ttl=64 time=10.9 ms
264 bytes from 10.10.10.3: icmp_seq=52 ttl=64 time=13.3 ms
264 bytes from 10.10.10.3: icmp_seq=53 ttl=64 time=8.51 ms
264 bytes from 10.10.10.3: icmp_seq=54 ttl=64 time=8.55 ms
264 bytes from 10.10.10.3: icmp_seq=55 ttl=64 time=8.97 ms
264 bytes from 10.10.10.3: icmp_seq=56 ttl=64 time=7.70 ms
264 bytes from 10.10.10.3: icmp_seq=57 ttl=64 time=10.3 ms
