t,timestamp,iface,rx_pps,tx_pps,total_pps,rx_packets,tx_packets,rx_mbps,tx_mbps,total_mbps,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors
0.002,1778935376.44284,eth0,2400.174,5200.3769,7600.5509,178930,167553,0.9985,6.3813,7.3797,352696585,21665019,0,0,0,0
1.083,1778935377.523721,eth0,37.0068,38.8572,75.864,178970,167595,0.0462,0.0601,0.1062,352702825,21673133,0,0,0,0
2.108,1778935378.548073,eth0,20.5008,23.4295,43.9302,178991,167619,0.028,0.0239,0.0519,352706409,21676189,0,0,0,0
3.126,1778935379.566429,eth0,9.8197,15.7116,25.5313,179001,167635,0.0071,0.017,0.024,352707309,21678349,0,0,0,0
4.143,1778935380.583533,eth0,9.8318,15.7309,25.5628,179011,167651,0.0066,0.0174,0.0239,352708144,21680556,0,0,0,0
5.173,1778935381.61307,eth0,18.4549,22.3401,40.795,179030,167674,0.0112,0.0227,0.0338,352709580,21683474,0,0,0,0
6.239,1778935382.679261,eth0,8.4413,13.1309,21.5721,179039,167688,0.0059,0.0139,0.0198,352710364,21685326,0,0,0,0
7.26,1778935383.700422,eth0,9.7928,15.6684,25.4612,179049,167704,0.007,0.0169,0.0239,352711252,21687486,0,0,0,0
8.278,1778935384.718675,eth0,8.8387,14.7311,23.5698,179058,167719,0.0059,0.0165,0.0224,352712004,21689580,0,0,0,0
9.296,1778935385.736692,eth0,10.8053,15.7168,26.5221,179069,167735,0.0068,0.017,0.0238,352712868,21691748,0,0,0,0
10.327,1778935386.766954,eth0,16.5007,22.3244,38.8251,179086,167758,0.0098,0.0201,0.03,352714136,21694338,0,0,0,0
11.369,1778935387.809144,eth0,9.5952,13.4332,23.0284,179096,167772,0.0061,0.0165,0.0226,352714928,21696486,0,0,0,0
12.387,1778935388.826876,eth0,8.8432,14.7387,23.5818,179105,167787,0.0059,0.0165,0.0224,352715680,21698580,0,0,0,0
13.404,1778935389.844205,eth0,10.8126,16.7104,27.5231,179116,167804,0.0067,0.0173,0.024,352716532,21700782,0,0,0,0
14.422,1778935390.862017,eth0,10.8075,15.72,26.5275,179127,167820,0.0068,0.017,0.0238,352717396,21702950,0,0,0,0
15.446,1778935391.885948,eth0,17.5793,24.4157,41.995,179145,167845,0.0102,0.0273,0.0374,352718696,21706440,0,0,0,0
16.543,1778935392.983736,eth0,25.5058,29.1495,54.6554,179173,167877,0.0343,0.0402,0.0744,352723396,21711955,0,0,0,0
17.566,1778935394.006621,eth0,8.7986,14.6644,23.4631,179182,167892,0.0059,0.0164,0.0223,352724148,21714049,0,0,0,0
18.59,1778935395.030626,eth0,8.789,14.6484,23.4374,179191,167907,0.0059,0.0164,0.0222,352724900,21716143,0,0,0,0
19.608,1778935396.048381,eth0,11.7907,16.7034,28.4941,179203,167924,0.0071,0.0175,0.0246,352725804,21718365,0,0,0,0
20.645,1778935397.085233,eth0,662.5826,647.1513,1309.7338,179890,168595,1.0603,0.5342,1.5945,352863228,21787595,0,0,0,0
21.754,1778935398.194824,eth0,315.4315,328.0487,643.4802,180240,168959,0.4983,0.2672,0.7656,352932348,21824659,0,0,0,0
22.774,1778935399.214656,eth0,368.6883,396.1438,764.8321,180616,169363,0.5845,0.3192,0.9036,353006854,21865347,0,0,0,0
23.794,1778935400.234031,eth0,314.8987,377.6822,692.5809,180937,169748,0.5135,0.2978,0.8112,353072280,21903289,0,0,0,0
24.811,1778935401.25146,eth0,545.4927,592.6704,1138.1631,181492,170351,0.8681,0.4723,1.3404,353182684,21963351,0,0,0,0
25.833,1778935402.273612,eth0,335.5665,366.873,702.4396,181835,170726,0.5396,0.2961,0.8356,353251624,22001181,0,0,0,0
26.915,1778935403.354909,eth0,332.0086,349.5801,681.5888,182194,171104,0.5112,0.2791,0.7902,353320714,22038901,0,0,0,0
27.933,1778935404.373659,eth0,342.5769,361.2272,703.804,182543,171472,0.5305,0.2899,0.8204,353388276,22075813,0,0,0,0
28.955,1778935405.395297,eth0,329.8625,369.9941,699.8566,182880,171850,0.5216,0.2967,0.8183,353454886,22113705,0,0,0,0
29.975,1778935406.414985,eth0,339.3194,363.8367,703.156,183226,172221,0.5195,0.2893,0.8088,353521102,22150575,0,0,0,0
31.003,1778935407.442855,eth0,355.1031,412.5034,767.6065,183591,172645,0.5782,0.3265,0.9048,353595396,22192531,0,0,0,0
32.057,1778935408.497474,eth0,312.9094,368.8538,681.7632,183921,173034,0.5219,0.2948,0.8166,353664192,22231389,0,0,0,0
33.083,1778935409.52349,eth0,331.3788,379.1364,710.5152,184261,173423,0.5337,0.3036,0.8374,353732646,22270327,0,0,0,0
34.106,1778935410.546365,eth0,319.687,368.5688,688.2558,184588,173800,0.5247,0.2942,0.8189,353799736,22307941,0,0,0,0
35.131,1778935411.571481,eth0,313.1354,358.0084,671.1437,184909,174167,0.5053,0.285,0.7903,353864482,22344467,0,0,0,0
36.153,1778935412.59371,eth0,338.4759,402.0624,740.5383,185255,174578,0.5551,0.319,0.8741,353935408,22385233,0,0,0,0
37.21,1778935413.65071,eth0,328.2878,380.3219,708.6096,185602,174980,0.5326,0.3024,0.835,354005780,22425189,0,0,0,0
38.23,1778935414.670784,eth0,331.3485,396.0497,727.3983,185940,175384,0.5509,0.316,0.8669,354076024,22465477,0,0,0,0
39.251,1778935415.691449,eth0,466.3626,535.9251,1002.2878,186416,175931,0.7559,0.4219,1.1777,354172460,22519299,0,0,0,0
40.273,1778935416.712945,eth0,585.4157,713.659,1299.0747,187014,176660,0.9898,0.562,1.5518,354298846,22591063,0,0,0,0
41.347,1778935417.787562,eth0,334.0725,383.3924,717.465,187373,177072,0.5463,0.3318,0.8781,354372230,22635627,0,0,0,0
42.379,1778935418.819177,eth0,332.4883,374.1705,706.6588,187716,177458,0.5379,0.2995,0.8374,354441596,22674243,0,0,0,0
43.402,1778935419.842601,eth0,522.7549,618.5119,1141.2668,188251,178091,0.8709,0.4869,1.3578,354553012,22736525,0,0,0,0
44.431,1778935420.871013,eth0,314.0766,374.3638,688.4405,188574,178476,0.5054,0.2957,0.8011,354617980,22774535,0,0,0,0
45.448,1778935421.888605,eth0,302.6753,352.7937,655.469,188882,178835,0.5029,0.2825,0.7854,354681954,22810469,0,0,0,0
46.467,1778935422.907105,eth0,328.9148,363.279,692.1939,189217,179205,0.5094,0.2876,0.797,354746804,22847089,0,0,0,0
47.495,1778935423.935463,eth0,291.7273,329.6518,621.3791,189517,179544,0.4658,0.2632,0.7291,354806686,22880927,0,0,0,0
48.519,1778935424.959034,eth0,274.5291,313.608,588.1372,189798,179865,0.4535,0.2551,0.7085,354864706,22913561,0,0,0,0
49.535,1778935425.975494,eth0,315.8018,339.4132,655.215,190119,180210,0.4812,0.2698,0.751,354925850,22947835,0,0,0,0
50.553,1778935426.993824,eth0,283.7979,318.1679,601.9658,190408,180534,0.4604,0.2565,0.7169,354984456,22980483,0,0,0,0
51.571,1778935428.010878,eth0,303.8189,356.9134,660.7323,190717,180897,0.4949,0.2831,0.778,355047376,23016469,0,0,0,0
52.609,1778935429.04932,eth0,310.0799,354.3771,664.457,191039,181265,0.5043,0.2824,0.7867,355112838,23053129,0,0,0,0
53.632,1778935430.072798,eth0,313.6363,352.7187,666.355,191360,181626,0.4898,0.2796,0.7694,355175500,23088899,0,0,0,0
54.655,1778935431.095021,eth0,306.1954,345.3258,651.5212,191673,181979,0.4912,0.2746,0.7658,355238270,23123981,0,0,0,0
55.677,1778935432.117687,eth0,308.0184,339.3091,647.3275,191988,182326,0.481,0.2698,0.7508,355299758,23158467,0,0,0,0
56.707,1778935433.147199,eth0,323.4545,349.6805,673.135,192321,182686,0.4938,0.2782,0.772,355363310,23194267,0,0,0,0
57.734,1778935434.174402,eth0,294.0023,330.0225,624.0248,192623,183025,0.4711,0.2642,0.7352,355423794,23228185,0,0,0,0
58.754,1778935435.193876,eth0,315.8491,354.1042,669.9533,192945,183386,0.4975,0.2801,0.7775,355487188,23263875,0,0,0,0
59.772,1778935436.21281,eth0,314.0536,339.5704,653.624,193265,183732,0.4751,0.27,0.7452,355547706,23298265,0,0,0,0
60.791,1778935437.231222,eth0,294.5763,323.052,617.6283,193565,184061,0.4719,0.2593,0.7311,355607774,23331271,0,0,0,0
61.817,1778935438.257434,eth0,321.571,363.4727,685.0437,193895,184434,0.5068,0.2883,0.7951,355672788,23368249,0,0,0,0
62.867,1778935439.307425,eth0,308.574,351.4315,660.0056,194219,184803,0.4834,0.2786,0.762,355736231,23404818,0,0,0,0
63.888,1778935440.32867,eth0,222.2777,247.7368,470.0145,194446,185056,0.3605,0.2155,0.576,355782252,23432332,0,0,0,0
64.907,1778935441.347157,eth0,169.8598,146.2954,316.1552,194619,185205,0.239,0.1215,0.3605,355812679,23447801,0,0,0,0
65.926,1778935442.366562,eth0,37.2767,41.2005,78.4772,194657,185247,0.044,0.049,0.093,355818284,23454049,0,0,0,0
66.946,1778935443.386436,eth0,15.6882,22.5518,38.24,194673,185270,0.0117,0.023,0.0347,355819780,23456975,0,0,0,0
67.971,1778935444.411663,eth0,10.7293,15.6063,26.3356,194684,185286,0.0089,0.0152,0.0241,355820920,23458927,0,0,0,0
68.988,1778935445.428768,eth0,15.7309,19.6637,35.3946,194700,185306,0.0111,0.0192,0.0303,355822336,23461367,0,0,0,0
70.006,1778935446.445885,eth0,15.7307,20.6466,36.3773,194716,185327,0.0108,0.0194,0.0302,355823708,23463829,0,0,0,0
71.023,1778935447.46294,eth0,14.7485,22.6143,37.3628,194731,185350,0.0106,0.0229,0.0335,355825056,23466743,0,0,0,0
72.042,1778935448.482072,eth0,14.7184,20.6058,35.3242,194746,185371,0.0113,0.0203,0.0316,355826500,23469329,0,0,0,0
73.067,1778935449.507817,eth0,14.6235,20.4729,35.0964,194761,185392,0.0103,0.0204,0.0308,355827824,23471951,0,0,0,0
74.088,1778935450.528602,eth0,15.6742,19.5928,35.267,194777,185412,0.0111,0.0191,0.0302,355829240,23474391,0,0,0,0
