t,mbps
40.0,26.2
41.0,21.0
42.0,24.1
43.0,25.2
44.0,21.0
45.0,22.0
46.0,21.0
47.0,22.0
48.0,24.1
49.0,21.0
50.0,22.0
51.0,28.3
52.0,23.1
53.0,27.3
54.0,25.2
55.0,23.1
56.0,19.9
57.0,18.9
58.0,15.7
59.0,13.6
60.0,19.9
61.0,18.9
62.0,18.9
63.0,22.0
64.0,19.9
65.0,21.0
66.0,16.8
67.0,19.9
68.0,18.9
69.0,17.8
70.0,15.7
71.0,11.5
72.0,12.6
73.0,12.6
74.0,28.3
75.0,20.6
