t,timestamp,packet_in_total,packet_in_rate,packet_in_threshold,controller_cpu_percent,connected_switches,known_hosts,learned_mac_entries,learned_flow_install_count,packet_out_count,mitigation_enabled,mitigation_active,attack_detected,manual_mitigation,mitigated_drop_count
0.002,1778935376.44284,0,0.0,100,1.02,4,6,16,0,0,False,False,False,False,0
1.083,1778935377.523721,0,0.0,100,0.98,4,6,16,0,0,False,False,False,False,0
2.108,1778935378.548073,0,0.0,100,0.96,4,6,16,0,0,False,False,False,False,0
3.126,1778935379.566429,0,0.0,100,0.96,4,6,16,0,0,False,False,False,False,0
4.143,1778935380.583533,0,0.0,100,0.94,4,6,16,0,0,False,False,False,False,0
5.173,1778935381.61307,0,0.0,100,1.0,4,6,16,0,0,False,False,False,False,0
6.239,1778935382.679261,0,0.0,100,1.0,4,6,16,0,0,False,False,False,False,0
7.26,1778935383.700422,0,0.0,100,0.98,4,6,16,0,0,False,False,False,False,0
8.278,1778935384.718675,0,0.0,100,0.95,4,6,16,0,0,False,False,False,False,0
9.296,1778935385.736692,0,0.0,100,0.98,4,6,16,0,0,False,False,False,False,0
10.327,1778935386.766954,0,0.0,100,1.01,4,6,16,0,0,False,False,False,False,0
11.369,1778935387.809144,0,0.0,100,0.99,4,6,16,0,0,False,False,False,False,0
12.387,1778935388.826876,0,0.0,100,0.96,4,6,16,0,0,False,False,False,False,0
13.404,1778935389.844205,0,0.0,100,0.93,4,6,16,0,0,False,False,False,False,0
14.422,1778935390.862017,0,0.0,100,0.96,4,6,16,0,0,False,False,False,False,0
15.446,1778935391.885948,0,0.0,100,0.98,4,6,16,0,0,False,False,False,False,0
16.543,1778935392.983736,0,0.0,100,0.95,4,6,16,0,0,False,False,False,False,0
17.566,1778935394.006621,0,0.0,100,0.96,4,6,16,0,0,False,False,False,False,0
18.59,1778935395.030626,0,0.0,100,0.94,4,6,16,0,0,False,False,False,False,0
19.608,1778935396.048381,0,0.0,100,0.95,4,6,16,0,0,False,False,False,False,0
20.645,1778935397.085233,573,191.0,100,22.02,4,6,16,0,573,False,False,True,False,0
21.754,1778935398.194824,887,295.67,100,27.48,4,6,16,0,887,False,False,True,False,0
22.774,1778935399.214656,1211,381.33,100,31.82,4,6,16,0,1211,False,False,True,False,0
23.794,1778935400.234031,1497,295.0,100,32.31,4,6,16,0,1497,False,False,True,False,0
24.811,1778935401.25146,1972,355.33,100,39.59,4,6,16,0,1972,False,False,True,False,0
25.833,1778935402.273612,2267,342.0,100,38.22,4,6,16,0,2267,False,False,True,False,0
26.915,1778935403.354909,2565,345.0,100,37.87,4,6,16,0,2565,False,False,True,False,0
27.933,1778935404.373659,2852,280.67,100,37.76,4,6,16,0,2852,False,False,True,False,0
28.955,1778935405.395297,3143,283.33,100,37.18,4,6,16,0,3143,False,False,True,False,0
29.975,1778935406.414985,3426,281.0,100,36.68,4,6,16,0,3426,False,False,True,False,0
31.003,1778935407.442855,3738,286.33,100,36.43,4,6,16,0,3738,False,False,True,False,0
32.057,1778935408.497474,4040,289.67,100,36.25,4,6,16,0,4040,False,False,True,False,0
33.083,1778935409.52349,4341,295.67,100,36.75,4,6,16,0,4341,False,False,True,False,0
34.106,1778935410.546365,4631,288.33,100,36.68,4,6,16,0,4631,False,False,True,False,0
35.131,1778935411.571481,4915,284.67,100,36.41,4,6,16,0,4915,False,False,True,False,0
36.153,1778935412.59371,5216,283.33,100,36.14,4,6,16,0,5216,False,False,True,False,0
37.21,1778935413.65071,5530,289.67,100,36.86,4,6,16,0,5530,False,False,True,False,0
38.23,1778935414.670784,5839,300.0,100,37.24,4,6,16,0,5839,False,False,True,False,0
39.251,1778935415.691449,6254,336.33,100,40.88,4,6,16,0,6254,False,False,True,False,0
40.273,1778935416.712945,6808,417.0,100,45.99,4,6,16,0,6808,False,False,True,False,0
41.347,1778935417.787562,7105,413.33,100,42.42,4,6,16,0,7105,False,False,True,False,0
42.379,1778935418.819177,7397,350.67,100,40.34,4,6,16,0,7397,False,False,True,False,0
43.402,1778935419.842601,7875,344.0,100,43.89,4,6,16,0,7875,False,False,True,False,0
44.431,1778935420.871013,8170,346.33,100,40.69,4,6,16,0,8170,False,False,True,False,0
45.448,1778935421.888605,8448,343.0,100,38.8,4,6,16,0,8448,False,False,True,False,0
46.467,1778935422.907105,8718,270.33,100,37.59,4,6,16,0,8718,False,False,True,False,0
47.495,1778935423.935463,8979,261.67,100,36.61,4,6,16,0,8979,False,False,True,False,0
48.519,1778935424.959034,9232,255.0,100,35.6,4,6,16,0,9232,False,False,True,False,0
49.535,1778935425.975494,9490,252.67,100,34.8,4,6,16,0,9490,False,False,True,False,0
50.553,1778935426.993824,9744,249.67,100,34.01,4,6,16,0,9744,False,False,True,False,0
51.571,1778935428.010878,10012,254.67,100,33.77,4,6,16,0,10012,False,False,True,False,0
52.609,1778935429.04932,10292,262.0,100,34.21,4,6,16,0,10292,False,False,True,False,0
53.632,1778935430.072798,10563,265.33,100,34.32,4,6,16,0,10563,False,False,True,False,0
54.655,1778935431.095021,10828,264.67,100,34.2,4,6,16,0,10828,False,False,True,False,0
55.677,1778935432.117687,11086,259.0,100,33.59,4,6,16,0,11086,False,False,True,False,0
56.707,1778935433.147199,11361,259.33,100,33.84,4,6,16,0,11361,False,False,True,False,0
57.734,1778935434.174402,11623,258.67,100,33.95,4,6,16,0,11623,False,False,True,False,0
58.754,1778935435.193876,11892,262.33,100,34.16,4,6,16,0,11892,False,False,True,False,0
59.772,1778935436.21281,12150,258.67,100,34.02,4,6,16,0,12150,False,False,True,False,0
60.791,1778935437.231222,12402,254.33,100,33.71,4,6,16,0,12402,False,False,True,False,0
61.817,1778935438.257434,12680,256.33,100,33.98,4,6,16,0,12680,False,False,True,False,0
62.867,1778935439.307425,12953,260.0,100,34.22,4,6,16,0,12953,False,False,True,False,0
63.888,1778935440.32867,13141,236.67,100,31.19,4,6,16,0,13141,False,False,True,False,0
64.907,1778935441.347157,13246,182.33,100,27.16,4,6,16,0,13246,False,False,True,False,0
65.926,1778935442.366562,13246,91.33,100,19.96,4,6,16,0,13246,False,False,True,False,0
66.946,1778935443.386436,13246,32.0,100,14.88,4,6,16,0,13246,False,False,True,False,0
67.971,1778935444.411663,13246,0.0,100,11.26,4,6,16,0,13246,False,False,True,False,0
68.988,1778935445.428768,13246,0.0,100,8.61,4,6,16,0,13246,False,False,True,False,0
70.006,1778935446.445885,13246,0.0,100,6.64,4,6,16,0,13246,False,False,True,False,0
71.023,1778935447.46294,13246,0.0,100,4.91,4,6,16,0,13246,False,False,False,False,0
72.042,1778935448.482072,13246,0.0,100,3.73,4,6,16,0,13246,False,False,False,False,0
73.067,1778935449.507817,13246,0.0,100,2.93,4,6,16,0,13246,False,False,False,False,0
74.088,1778935450.528602,13246,0.0,100,2.37,4,6,16,0,13246,False,False,False,False,0
