t,timestamp,ip,rtt_ms,reachable,loss_pct_last10
0.009,1778991954.094184,10.10.10.1,,0,100.0
0.009,1778991954.094184,10.10.10.2,,0,100.0
0.009,1778991954.094184,10.10.10.3,,0,100.0
11.13,1778991965.214653,10.10.10.1,,0,100.0
11.13,1778991965.214653,10.10.10.2,,0,100.0
11.13,1778991965.214653,10.10.10.3,,0,100.0
22.213,1778991976.29811,10.10.10.1,,0,100.0
22.213,1778991976.29811,10.10.10.2,,0,100.0
22.213,1778991976.29811,10.10.10.3,,0,100.0
33.343,1778991987.427858,10.10.10.1,,0,100.0
33.343,1778991987.427858,10.10.10.2,,0,100.0
33.343,1778991987.427858,10.10.10.3,,0,100.0
44.447,1778991998.531799,10.10.10.1,,0,100.0
44.447,1778991998.531799,10.10.10.2,,0,100.0
44.447,1778991998.531799,10.10.10.3,,0,100.0
55.541,1778992009.626369,10.10.10.1,,0,100.0
55.541,1778992009.626369,10.10.10.2,,0,100.0
55.541,1778992009.626369,10.10.10.3,,0,100.0
66.637,1778992020.72211,10.10.10.1,,0,100.0
66.637,1778992020.72211,10.10.10.2,,0,100.0
66.637,1778992020.72211,10.10.10.3,,0,100.0
77.722,1778992031.807047,10.10.10.1,,0,100.0
77.722,1778992031.807047,10.10.10.2,,0,100.0
77.722,1778992031.807047,10.10.10.3,,0,100.0
88.806,1778992042.890738,10.10.10.1,,0,100.0
88.806,1778992042.890738,10.10.10.2,,0,100.0
88.806,1778992042.890738,10.10.10.3,,0,100.0
