t,timestamp,packet_in_total,packet_in_rate,packet_in_threshold,controller_cpu_percent,connected_switches,known_hosts,learned_mac_entries,learned_flow_install_count,packet_out_count,mitigation_enabled,mitigation_active,attack_detected,manual_mitigation,mitigated_drop_count
0.002,1778991954.087361,0,0.0,300,0.73,4,3,8,0,0,True,False,False,False,0
1.059,1778991955.14363,0,0.0,300,0.77,4,3,8,0,0,True,False,False,False,0
2.079,1778991956.164129,0,0.0,300,0.81,4,3,8,0,0,True,False,False,False,0
3.111,1778991957.196134,0,0.0,300,0.9,4,3,8,0,0,True,False,False,False,0
4.131,1778991958.215636,0,0.0,300,0.93,4,3,8,0,0,True,False,False,False,0
5.158,1778991959.242424,0,0.0,300,0.95,4,3,8,0,0,True,False,False,False,0
6.175,1778991960.259868,0,0.0,300,0.92,4,3,8,0,0,True,False,False,False,0
7.193,1778991961.277488,0,0.0,300,0.96,4,3,8,0,0,True,False,False,False,0
8.21,1778991962.29489,0,0.0,300,0.96,4,3,8,0,0,True,False,False,False,0
9.228,1778991963.313262,0,0.0,300,0.96,4,3,8,0,0,True,False,False,False,0
10.245,1778991964.330304,0,0.0,300,0.93,4,3,8,0,0,True,False,False,False,0
11.263,1778991965.348287,0,0.0,300,0.94,4,3,8,0,0,True,False,False,False,0
12.289,1778991966.374227,0,0.0,300,0.96,4,3,8,0,0,True,False,False,False,0
13.307,1778991967.391977,0,0.0,300,0.97,4,3,8,0,0,True,False,False,False,0
14.334,1778991968.418469,0,0.0,300,0.99,4,3,8,0,0,True,False,False,False,0
15.353,1778991969.437588,0,0.0,300,0.99,4,3,8,0,0,True,False,False,False,0
16.392,1778991970.477343,0,0.0,300,0.97,4,3,8,0,0,True,False,False,False,0
17.41,1778991971.494649,0,0.0,300,0.96,4,3,8,0,0,True,False,False,False,0
18.428,1778991972.512433,0,0.0,300,0.98,4,3,8,0,0,True,False,False,False,0
19.446,1778991973.53114,0,0.0,300,0.98,4,3,8,0,0,True,False,False,False,0
20.463,1778991974.547467,290,96.67,300,13.71,4,4,11,0,290,True,False,False,False,0
21.483,1778991975.567487,589,196.33,300,22.82,4,4,11,0,589,True,False,False,False,0
22.504,1778991976.588857,899,299.33,300,29.31,4,4,11,0,899,True,False,False,False,0
23.538,1778991977.622708,1186,291.0,300,32.31,4,4,11,0,1186,True,False,False,False,0
24.559,1778991978.643598,1483,290.33,300,33.63,4,4,11,0,1483,True,False,False,False,0
25.59,1778991979.675405,1768,282.33,300,34.85,4,4,11,0,1768,True,False,False,False,0
26.613,1778991980.697502,2109,300.0,300,37.06,4,3,8,0,2092,True,True,True,False,17
27.643,1778991981.727509,2211,234.0,300,29.71,4,3,8,0,2092,True,True,True,False,119
28.66,1778991982.744677,2305,172.0,300,24.47,4,3,8,0,2092,True,True,True,False,213
29.678,1778991983.763139,2401,95.33,300,21.18,4,3,8,0,2092,True,True,True,False,309
30.697,1778991984.781968,2500,94.67,300,18.83,4,3,8,0,2092,True,True,True,False,408
31.717,1778991985.801419,2596,95.0,300,17.11,4,3,8,0,2092,True,True,True,False,504
32.734,1778991986.818724,2694,95.67,300,15.53,4,3,8,0,2092,True,True,True,False,602
33.753,1778991987.837679,2791,94.67,300,14.56,4,3,8,0,2092,True,True,True,False,699
34.778,1778991988.862679,2925,107.33,300,14.99,4,3,8,0,2092,True,True,True,False,833
35.797,1778991989.882002,3027,108.33,300,14.71,4,3,8,0,2092,True,True,True,False,935
36.827,1778991990.91152,3130,110.0,300,14.56,4,3,8,0,2092,True,True,True,False,1038
37.846,1778991991.931375,3232,100.0,300,14.56,4,3,8,0,2092,True,True,False,False,1140
38.873,1778991992.958292,3334,100.0,300,14.41,4,3,8,0,2092,True,True,False,False,1242
39.892,1778991993.977214,3436,100.0,300,14.34,4,3,8,0,2092,True,True,False,False,1344
40.911,1778991994.995492,3538,100.0,300,14.12,4,3,8,0,2092,True,True,False,False,1446
41.93,1778991996.014835,3640,100.0,300,13.95,4,3,8,0,2092,True,True,False,False,1548
42.95,1778991997.035288,3742,100.0,300,13.89,4,3,8,0,2092,True,True,False,False,1649
43.969,1778991998.053646,3835,97.0,300,13.36,4,3,8,0,2092,True,True,False,False,1742
44.988,1778991999.073349,3946,100.0,300,13.54,4,3,8,0,2092,True,True,False,False,1853
46.018,1778992000.103289,4049,100.0,300,13.8,4,3,8,0,2092,True,True,False,False,1956
