t,timestamp,packet_in_total,packet_in_rate,packet_in_threshold,controller_cpu_percent,connected_switches,known_hosts,learned_mac_entries,learned_flow_install_count,packet_out_count,mitigation_enabled,mitigation_active,attack_detected,manual_mitigation,mitigated_drop_count
0.003,1778980843.573716,0,0.0,100,0.94,4,6,18,0,0,True,False,False,False,0
1.06,1778980844.630986,0,0.0,100,0.98,4,6,18,0,0,True,False,False,False,0
2.078,1778980845.64916,0,0.0,100,0.96,4,6,18,0,0,True,False,False,False,0
3.106,1778980846.676957,0,0.0,100,0.95,4,6,18,0,0,True,False,False,False,0
4.124,1778980847.694786,0,0.0,100,0.93,4,6,18,0,0,True,False,False,False,0
5.151,1778980848.721837,0,0.0,100,1.0,4,6,18,0,0,True,False,False,False,0
6.168,1778980849.739206,0,0.0,100,0.97,4,6,18,0,0,True,False,False,False,0
7.185,1778980850.756487,0,0.0,100,1.23,4,6,18,0,0,True,False,False,False,0
8.204,1778980851.775104,0,0.0,100,1.15,4,6,18,0,0,True,False,False,False,0
9.222,1778980852.792718,0,0.0,100,1.07,4,6,18,0,0,True,False,False,False,0
10.239,1778980853.809772,0,0.0,100,1.09,4,6,18,0,0,True,False,False,False,0
11.256,1778980854.827009,0,0.0,100,1.03,4,6,18,0,0,True,False,False,False,0
12.283,1778980855.853822,0,0.0,100,1.01,4,6,18,0,0,True,False,False,False,0
13.302,1778980856.872818,0,0.0,100,0.98,4,6,18,0,0,True,False,False,False,0
14.328,1778980857.899276,0,0.0,100,0.96,4,6,18,0,0,True,False,False,False,0
15.346,1778980858.917108,0,0.0,100,1.02,4,6,18,0,0,True,False,False,False,0
16.386,1778980859.957406,0,0.0,100,1.0,4,6,18,0,0,True,False,False,False,0
17.404,1778980860.97513,0,0.0,100,1.28,4,6,18,0,0,True,False,False,False,0
18.421,1778980861.992645,0,0.0,100,1.16,4,6,18,0,0,True,False,False,False,0
19.439,1778980863.010652,90,30.0,100,4.35,4,6,18,0,90,True,False,False,False,0
20.458,1778980864.029289,509,169.67,100,19.64,4,5,15,0,474,True,True,True,False,35
21.479,1778980865.050375,698,232.67,100,20.51,4,5,15,0,474,True,True,True,False,224
22.502,1778980866.073302,876,249.67,100,20.59,4,5,15,0,474,True,True,True,False,402
23.532,1778980867.103463,1244,238.67,100,25.8,4,5,15,0,474,True,True,True,False,770
24.554,1778980868.124986,1629,306.67,100,28.84,4,5,15,0,474,True,True,True,False,1155
25.596,1778980869.167452,1998,370.0,100,30.22,4,5,15,0,474,True,True,True,False,1524
26.612,1778980870.18366,2263,328.33,100,29.38,4,5,15,0,474,True,True,True,False,1789
27.645,1778980871.216314,2508,282.0,100,28.28,4,5,15,0,474,True,True,True,False,2034
28.662,1778980872.233588,2847,275.67,100,29.77,4,5,15,0,474,True,True,True,False,2373
29.685,1778980873.25624,2988,240.0,100,25.59,4,5,15,0,474,True,True,True,False,2514
30.707,1778980874.27825,3228,233.33,100,24.86,4,5,15,0,474,True,True,True,False,2754
31.725,1778980875.29633,3468,200.33,100,24.42,4,5,15,0,474,True,True,True,False,2994
32.743,1778980876.313745,3769,250.33,100,25.69,4,5,15,0,474,True,True,True,False,3295
33.76,1778980877.331656,3918,230.0,100,23.15,4,5,15,0,474,True,True,True,False,3444
34.784,1778980878.35551,4248,250.67,100,25.71,4,5,15,0,474,True,True,True,False,3774
35.803,1778980879.373875,4548,255.0,100,26.83,4,5,15,0,474,True,True,True,False,4074
36.827,1778980880.398553,4806,289.33,100,27.05,4,5,15,0,474,True,True,True,False,4332
37.855,1778980881.426206,5091,275.0,100,27.42,4,5,15,0,474,True,True,True,False,4617
38.884,1778980882.455672,5238,229.67,100,24.13,4,5,15,0,474,True,True,True,False,4764
39.902,1778980883.473046,5370,183.0,100,21.89,4,5,15,0,474,True,True,True,False,4896
40.923,1778980884.493907,5508,134.0,100,20.43,4,5,15,0,474,True,True,True,False,5034
41.94,1778980885.510894,5778,180.0,100,22.89,4,5,15,0,474,True,True,True,False,5304
42.959,1778980886.530254,6108,240.67,100,26.01,4,5,15,0,474,True,True,True,False,5634
43.976,1778980887.54747,6285,259.0,100,24.12,4,5,15,0,474,True,True,True,False,5811
44.998,1778980888.568902,6498,230.0,100,23.38,4,5,15,0,474,True,True,True,False,6024
46.023,1778980889.594322,6651,171.0,100,21.47,4,5,15,0,474,True,True,True,False,6177
47.044,1778980890.615036,6978,230.0,100,24.82,4,5,15,0,474,True,True,True,False,6504
48.073,1778980891.643939,7128,202.0,100,22.84,4,5,15,0,474,True,True,True,False,6654
49.091,1778980892.662286,7360,229.33,100,23.28,4,5,15,0,474,True,True,True,False,6886
50.129,1778980893.700178,7488,162.0,100,21.15,4,5,15,0,474,True,True,True,False,7014
51.148,1778980894.718976,7728,199.0,100,22.18,4,5,15,0,474,True,True,True,False,7254
52.165,1778980895.736404,8058,229.0,100,24.94,4,5,15,0,474,True,True,True,False,7584
53.183,1778980896.754022,8191,234.33,100,22.16,4,5,15,0,474,True,True,True,False,7717
54.205,1778980897.775725,8448,233.0,100,23.46,4,5,15,0,474,True,True,True,False,7974
55.222,1778980898.793044,8763,231.0,100,25.58,4,5,15,0,474,True,True,True,False,8289
56.243,1778980899.81413,9018,270.0,100,25.74,4,5,15,0,474,True,True,True,False,8544
57.268,1778980900.838805,9248,261.0,100,25.4,4,5,15,0,474,True,True,True,False,8774
58.299,1778980901.87044,9558,260.0,100,26.8,4,5,15,0,474,True,True,True,False,9084
59.328,1778980902.899193,9688,213.33,100,23.45,4,5,15,0,474,True,True,True,False,9214
60.348,1778980903.919616,9956,227.33,100,24.74,4,5,15,0,474,True,True,True,False,9482
61.387,1778980904.958662,10282,236.33,100,26.52,4,5,15,0,474,True,True,True,False,9808
62.411,1778980905.982201,10548,280.0,100,26.3,4,5,15,0,474,True,True,True,False,10074
63.43,1778980907.000945,10668,228.67,100,22.79,4,5,15,0,474,True,True,True,False,10194
64.449,1778980908.019935,10728,140.0,100,18.43,4,5,15,0,474,True,True,True,False,10254
65.466,1778980909.037222,10728,56.67,100,13.8,4,5,15,0,474,True,True,True,False,10254
66.483,1778980910.054678,10728,18.67,100,10.49,4,5,15,0,474,True,True,True,False,10254
67.5,1778980911.071671,10728,0.0,100,8.47,4,5,15,0,474,True,True,True,False,10254
68.525,1778980912.096514,10728,0.0,100,6.51,4,5,15,0,474,True,True,True,False,10254
69.543,1778980913.11382,10728,0.0,100,4.97,4,5,15,0,474,True,True,True,False,10254
70.568,1778980914.138735,10728,0.0,100,3.75,4,5,15,0,474,True,True,False,False,10254
71.588,1778980915.159465,10728,0.0,100,2.95,4,5,15,0,474,True,True,False,False,10254
72.615,1778980916.186207,10728,0.0,100,2.4,4,5,15,0,474,True,True,False,False,10254
