t,timestamp,phase,lockdown_active,mitigated_drop_count,dropped_unknown_count,dropped_overrate_count,dropped_unknown_destination_count,trusted_source_count,source_seen_count_total,mitigated_source_count,rate_limited_ports_count,escalated_ports_count
0.003,1778980843.573716,NORMAL,False,0,0,0,0,0,0,0,0,0
1.06,1778980844.630986,NORMAL,False,0,0,0,0,0,0,0,0,0
2.078,1778980845.64916,NORMAL,False,0,0,0,0,0,0,0,0,0
3.106,1778980846.676957,NORMAL,False,0,0,0,0,0,0,0,0,0
4.124,1778980847.694786,NORMAL,False,0,0,0,0,0,0,0,0,0
5.151,1778980848.721837,NORMAL,False,0,0,0,0,0,0,0,0,0
6.168,1778980849.739206,NORMAL,False,0,0,0,0,0,0,0,0,0
7.185,1778980850.756487,NORMAL,False,0,0,0,0,0,0,0,0,0
8.204,1778980851.775104,NORMAL,False,0,0,0,0,0,0,0,0,0
9.222,1778980852.792718,NORMAL,False,0,0,0,0,0,0,0,0,0
10.239,1778980853.809772,NORMAL,False,0,0,0,0,0,0,0,0,0
11.256,1778980854.827009,NORMAL,False,0,0,0,0,0,0,0,0,0
12.283,1778980855.853822,NORMAL,False,0,0,0,0,0,0,0,0,0
13.302,1778980856.872818,NORMAL,False,0,0,0,0,0,0,0,0,0
14.328,1778980857.899276,NORMAL,False,0,0,0,0,0,0,0,0,0
15.346,1778980858.917108,NORMAL,False,0,0,0,0,0,0,0,0,0
16.386,1778980859.957406,NORMAL,False,0,0,0,0,0,0,0,0,0
17.404,1778980860.97513,NORMAL,False,0,0,0,0,0,0,0,0,0
18.421,1778980861.992645,NORMAL,False,0,0,0,0,0,0,0,0,0
19.439,1778980863.010652,NORMAL,False,0,0,0,0,1,90,0,0,0
20.458,1778980864.029289,METERING,False,39,38,1,0,0,0,1,3,0
21.479,1778980865.050375,METERING,False,229,228,1,0,0,0,1,3,0
22.502,1778980866.073302,METERING,False,407,406,1,0,0,0,1,3,0
23.532,1778980867.103463,METERING,False,774,773,1,0,0,0,1,3,0
24.554,1778980868.124986,METERING,False,1164,1163,1,0,0,0,1,3,0
25.596,1778980869.167452,METERING,False,1524,1523,1,0,0,0,1,3,0
26.612,1778980870.18366,METERING,False,1791,1790,1,0,0,0,1,3,0
27.645,1778980871.216314,METERING,False,2034,2033,1,0,0,0,1,3,0
28.662,1778980872.233588,LOCKDOWN,True,2379,2378,1,0,0,0,1,3,3
29.685,1778980873.25624,LOCKDOWN,True,2518,2517,1,0,0,0,1,3,3
30.707,1778980874.27825,LOCKDOWN,True,2754,2753,1,0,0,0,1,3,3
31.725,1778980875.29633,LOCKDOWN,True,2994,2993,1,0,0,0,1,3,3
32.743,1778980876.313745,LOCKDOWN,True,3296,3295,1,0,0,0,1,3,3
33.76,1778980877.331656,LOCKDOWN,True,3444,3443,1,0,0,0,1,3,3
