t,timestamp,iface,rx_pps,tx_pps,total_pps,rx_packets,tx_packets,rx_mbps,tx_mbps,total_mbps,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors
0.003,1778981137.050009,eth0,2172.4105,4034.4767,6206.8872,1148381,1115951,0.9037,5.2336,6.1374,619634427,123208037,0,0,0,0
1.059,1778981138.105575,eth0,34.1049,37.8944,71.9993,1148417,1115991,0.045,0.0599,0.1049,619640363,123215939,0,0,0,0
2.079,1778981139.125661,eth0,21.5668,27.4487,49.0155,1148439,1116019,0.0286,0.0279,0.0564,619644007,123219491,0,0,0,0
3.105,1778981140.151413,eth0,12.6736,15.5983,28.272,1148452,1116035,0.008,0.0153,0.0233,619645031,123221459,0,0,0,0
4.122,1778981141.168917,eth0,11.7936,19.6559,31.4495,1148464,1116055,0.0066,0.0208,0.0274,619645871,123224107,0,0,0,0
5.149,1778981142.195647,eth0,9.7397,14.6095,24.3491,1148474,1116070,0.0065,0.0145,0.021,619646703,123225969,0,0,0,0
6.168,1778981143.214957,eth0,8.8295,14.7158,23.5453,1148483,1116085,0.0058,0.0163,0.0221,619647447,123228047,0,0,0,0
7.187,1778981144.233389,eth0,10.8009,15.7104,26.5113,1148494,1116101,0.0068,0.0169,0.0237,619648311,123230199,0,0,0,0
8.204,1778981145.250524,eth0,13.7641,17.6968,31.4609,1148508,1116119,0.008,0.0179,0.0259,619649327,123232479,0,0,0,0
9.221,1778981146.268181,eth0,8.8438,14.7397,23.5836,1148517,1116134,0.0059,0.0163,0.0222,619650079,123234557,0,0,0,0
10.238,1778981147.28519,eth0,11.7993,17.699,29.4983,1148529,1116152,0.0077,0.0183,0.0259,619651054,123236880,0,0,0,0
11.256,1778981148.302631,eth0,10.8114,17.6914,28.5029,1148540,1116170,0.0068,0.0193,0.0261,619651918,123239340,0,0,0,0
12.281,1778981149.327841,eth0,11.7049,15.6066,27.3115,1148552,1116186,0.0073,0.0158,0.0231,619652850,123241364,0,0,0,0
13.299,1778981150.345995,eth0,13.7504,20.6256,34.3759,1148566,1116207,0.0092,0.0214,0.0306,619654018,123244086,0,0,0,0
14.325,1778981151.371905,eth0,8.7727,13.6464,22.4191,1148575,1116221,0.0066,0.0141,0.0207,619654870,123245890,0,0,0,0
15.345,1778981152.391639,eth0,10.7871,20.5936,31.3807,1148586,1116242,0.0067,0.0243,0.031,619655726,123248988,0,0,0,0
16.385,1778981153.431573,eth0,29.8096,32.6944,62.504,1148617,1116276,0.0375,0.044,0.0815,619660605,123254706,0,0,0,0
17.402,1778981154.449037,eth0,12.7769,17.691,30.4679,1148630,1116294,0.0076,0.018,0.0256,619661577,123256994,0,0,0,0
18.419,1778981155.46603,eth0,53.0977,37.365,90.4627,1148684,1116332,0.0806,0.0329,0.1135,619671821,123261174,0,0,0,0
19.46,1778981156.506425,eth0,477.7035,521.9175,999.621,1149181,1116875,0.857,0.4126,1.2696,619783267,123314836,0,0,0,0
20.487,1778981157.533821,eth0,192.7201,185.9068,378.6269,1149379,1117066,0.4504,0.1066,0.557,619841107,123328530,0,0,0,0
21.505,1778981158.551469,eth0,226.0114,193.5837,419.5951,1149609,1117263,0.7297,0.1107,0.8403,619933923,123342608,0,0,0,0
22.528,1778981159.575168,eth0,302.8235,228.5829,531.4064,1149919,1117497,1.0528,0.1294,1.1823,620068647,123359172,0,0,0,0
23.562,1778981160.608605,eth0,239.9759,179.9819,419.9578,1150167,1117683,0.8918,0.1036,0.9953,620183843,123372552,0,0,0,0
24.581,1778981161.627522,eth0,225.7299,110.9021,336.632,1150397,1117796,0.9051,0.0674,0.9725,620299115,123381138,0,0,0,0
25.604,1778981162.65086,eth0,145.6019,95.765,241.367,1150546,1117894,0.2697,0.0592,0.3289,620333617,123388707,0,0,0,0
26.621,1778981163.667631,eth0,161.2949,104.2516,265.5464,1150710,1118000,0.4492,0.0639,0.5131,620390709,123396823,0,0,0,0
27.647,1778981164.694225,eth0,186.0522,107.1505,293.2027,1150901,1118110,0.8525,0.0678,0.9202,620500101,123405521,0,0,0,0
28.669,1778981165.715509,eth0,129.2491,89.1035,218.3526,1151033,1118201,0.3955,0.0692,0.4647,620550591,123414357,0,0,0,0
29.687,1778981166.733981,eth0,120.7691,106.0412,226.8103,1151156,1118309,0.3529,0.0665,0.4194,620595515,123422828,0,0,0,0
30.705,1778981167.751475,eth0,123.8337,98.2807,222.1144,1151282,1118409,0.3692,0.0604,0.4295,620642471,123430504,0,0,0,0
31.728,1778981168.775115,eth0,119.1825,87.9215,207.104,1151404,1118499,0.2553,0.0551,0.3104,620675133,123437556,0,0,0,0
32.747,1778981169.793544,eth0,167.9057,96.2266,264.1323,1151575,1118597,0.3966,0.0611,0.4577,620725619,123445336,0,0,0,0
33.769,1778981170.815626,eth0,154.5864,106.6451,261.2315,1151733,1118706,0.5776,0.0652,0.6428,620799415,123453666,0,0,0,0
34.796,1778981171.843007,eth0,192.7232,116.8019,309.5251,1151931,1118826,0.8449,0.0701,0.915,620907915,123462674,0,0,0,0
35.816,1778981172.862772,eth0,150.0345,114.7323,264.7668,1152084,1118943,0.5448,0.0695,0.6142,620977355,123471528,0,0,0,0
36.841,1778981173.887465,eth0,173.7105,102.4697,276.1802,1152262,1119048,0.6214,0.0627,0.684,621056943,123479554,0,0,0,0
37.866,1778981174.912757,eth0,212.6223,115.0891,327.7115,1152480,1119166,0.6751,0.0696,0.7447,621143463,123488474,0,0,0,0
38.897,1778981175.943466,eth0,200.8328,115.4546,316.2873,1152687,1119285,0.7456,0.071,0.8166,621239527,123497624,0,0,0,0
39.915,1778981176.96159,eth0,131.6146,92.3267,223.9413,1152821,1119379,0.4737,0.0573,0.531,621299819,123504916,0,0,0,0
40.932,1778981177.978904,eth0,158.2599,120.9067,279.1666,1152982,1119502,0.4288,0.1129,0.5417,621354345,123519273,0,0,0,0
