t,timestamp,ip,rtt_ms,reachable,loss_pct_last10
0.01,1778981137.05675,10.10.10.1,,0,100.0
0.01,1778981137.05675,10.10.10.2,,0,100.0
0.01,1778981137.05675,10.10.10.3,,0,100.0
11.106,1778981148.152592,10.10.10.1,,0,100.0
11.106,1778981148.152592,10.10.10.2,,0,100.0
11.106,1778981148.152592,10.10.10.3,,0,100.0
22.188,1778981159.234799,10.10.10.1,,0,100.0
22.188,1778981159.234799,10.10.10.2,,0,100.0
22.188,1778981159.234799,10.10.10.3,,0,100.0
33.294,1778981170.34117,10.10.10.1,,0,100.0
33.294,1778981170.34117,10.10.10.2,,0,100.0
33.294,1778981170.34117,10.10.10.3,,0,100.0
44.393,1778981181.440244,10.10.10.1,,0,100.0
44.393,1778981181.440244,10.10.10.2,,0,100.0
44.393,1778981181.440244,10.10.10.3,,0,100.0
55.49,1778981192.537091,10.10.10.1,,0,100.0
55.49,1778981192.537091,10.10.10.2,,0,100.0
55.49,1778981192.537091,10.10.10.3,,0,100.0
66.608,1778981203.65478,10.10.10.1,,0,100.0
66.608,1778981203.65478,10.10.10.2,,0,100.0
66.608,1778981203.65478,10.10.10.3,,0,100.0
77.692,1778981214.73843,10.10.10.1,,0,100.0
77.692,1778981214.73843,10.10.10.2,,0,100.0
77.692,1778981214.73843,10.10.10.3,,0,100.0
88.776,1778981225.8227,10.10.10.1,,0,100.0
88.776,1778981225.8227,10.10.10.2,,0,100.0
88.776,1778981225.8227,10.10.10.3,,0,100.0
