PING 10.10.10.3 (10.10.10.3) 64(92) bytes of data.
72 bytes from 10.10.10.3: icmp_seq=1 ttl=64 time=1.06 ms
72 bytes from 10.10.10.3: icmp_seq=2 ttl=64 time=5.49 ms
72 bytes from 10.10.10.3: icmp_seq=3 ttl=64 time=4.82 ms
72 bytes from 10.10.10.3: icmp_seq=4 ttl=64 time=5.72 ms
72 bytes from 10.10.10.3: icmp_seq=5 ttl=64 time=5.81 ms
72 bytes from 10.10.10.3: icmp_seq=6 ttl=64 time=5.79 ms
72 bytes from 10.10.10.3: icmp_seq=7 ttl=64 time=5.79 ms
72 bytes from 10.10.10.3: icmp_seq=8 ttl=64 time=5.67 ms
72 bytes from 10.10.10.3: icmp_seq=9 ttl=64 time=7.56 ms
72 bytes from 10.10.10.3: icmp_seq=10 ttl=64 time=7.48 ms
72 bytes from 10.10.10.3: icmp_seq=11 ttl=64 time=8.10 ms
72 bytes from 10.10.10.3: icmp_seq=12 ttl=64 time=8.46 ms
72 bytes from 10.10.10.3: icmp_seq=13 ttl=64 time=3.59 ms
72 bytes from 10.10.10.3: icmp_seq=14 ttl=64 time=4.62 ms
72 bytes from 10.10.10.3: icmp_seq=15 ttl=64 time=4.76 ms
72 bytes from 10.10.10.3: icmp_seq=16 ttl=64 time=4.95 ms
72 bytes from 10.10.10.3: icmp_seq=17 ttl=64 time=5.59 ms
72 bytes from 10.10.10.3: icmp_seq=18 ttl=64 time=5.75 ms
72 bytes from 10.10.10.3: icmp_seq=19 ttl=64 time=5.99 ms
72 bytes from 10.10.10.3: icmp_seq=20 ttl=64 time=6.75 ms
72 bytes from 10.10.10.3: icmp_seq=21 ttl=64 time=7.11 ms
72 bytes from 10.10.10.3: icmp_seq=22 ttl=64 time=7.72 ms
72 bytes from 10.10.10.3: icmp_seq=23 ttl=64 time=7.85 ms
72 bytes from 10.10.10.3: icmp_seq=24 ttl=64 time=7.70 ms
72 bytes from 10.10.10.3: icmp_seq=25 ttl=64 time=7.82 ms
72 bytes from 10.10.10.3: icmp_seq=26 ttl=64 time=8.19 ms
72 bytes from 10.10.10.3: icmp_seq=27 ttl=64 time=8.25 ms
72 bytes from 10.10.10.3: icmp_seq=28 ttl=64 time=8.68 ms
72 bytes from 10.10.10.3: icmp_seq=29 ttl=64 time=8.65 ms
72 bytes from 10.10.10.3: icmp_seq=30 ttl=64 time=8.87 ms
72 bytes from 10.10.10.3: icmp_seq=31 ttl=64 time=8.80 ms
72 bytes from 10.10.10.3: icmp_seq=32 ttl=64 time=8.04 ms
72 bytes from 10.10.10.3: icmp_seq=33 ttl=64 time=8.71 ms
72 bytes from 10.10.10.3: icmp_seq=34 ttl=64 time=8.62 ms
72 bytes from 10.10.10.3: icmp_seq=35 ttl=64 time=8.97 ms
72 bytes from 10.10.10.3: icmp_seq=36 ttl=64 time=4.60 ms
72 bytes from 10.10.10.3: icmp_seq=37 ttl=64 time=5.08 ms
72 bytes from 10.10.10.3: icmp_seq=38 ttl=64 time=5.76 ms
72 bytes from 10.10.10.3: icmp_seq=39 ttl=64 time=7.95 ms
72 bytes from 10.10.10.3: icmp_seq=40 ttl=64 time=6.13 ms
72 bytes from 10.10.10.3: icmp_seq=41 ttl=64 time=9.19 ms
72 bytes from 10.10.10.3: icmp_seq=42 ttl=64 time=4.91 ms
72 bytes from 10.10.10.3: icmp_seq=43 ttl=64 time=5.39 ms
