PING 10.10.10.3 (10.10.10.3) 64(92) bytes of data.
72 bytes from 10.10.10.3: icmp_seq=44 ttl=64 time=5.92 ms
72 bytes from 10.10.10.3: icmp_seq=45 ttl=64 time=6.80 ms
72 bytes from 10.10.10.3: icmp_seq=46 ttl=64 time=6.71 ms
72 bytes from 10.10.10.3: icmp_seq=47 ttl=64 time=6.87 ms
72 bytes from 10.10.10.3: icmp_seq=48 ttl=64 time=6.93 ms
72 bytes from 10.10.10.3: icmp_seq=49 ttl=64 time=6.92 ms
72 bytes from 10.10.10.3: icmp_seq=50 ttl=64 time=6.91 ms
72 bytes from 10.10.10.3: icmp_seq=51 ttl=64 time=7.80 ms
72 bytes from 10.10.10.3: icmp_seq=52 ttl=64 time=7.81 ms
72 bytes from 10.10.10.3: icmp_seq=53 ttl=64 time=7.79 ms
72 bytes from 10.10.10.3: icmp_seq=54 ttl=64 time=8.15 ms
72 bytes from 10.10.10.3: icmp_seq=55 ttl=64 time=8.84 ms
72 bytes from 10.10.10.3: icmp_seq=56 ttl=64 time=8.99 ms
72 bytes from 10.10.10.3: icmp_seq=57 ttl=64 time=4.30 ms
72 bytes from 10.10.10.3: icmp_seq=58 ttl=64 time=6.66 ms
72 bytes from 10.10.10.3: icmp_seq=59 ttl=64 time=4.88 ms
72 bytes from 10.10.10.3: icmp_seq=60 ttl=64 time=4.81 ms
72 bytes from 10.10.10.3: icmp_seq=61 ttl=64 time=4.86 ms
72 bytes from 10.10.10.3: icmp_seq=62 ttl=64 time=5.47 ms
72 bytes from 10.10.10.3: icmp_seq=63 ttl=64 time=6.55 ms
72 bytes from 10.10.10.3: icmp_seq=64 ttl=64 time=6.79 ms
72 bytes from 10.10.10.3: icmp_seq=65 ttl=64 time=7.87 ms
72 bytes from 10.10.10.3: icmp_seq=66 ttl=64 time=8.49 ms
72 bytes from 10.10.10.3: icmp_seq=67 ttl=64 time=4.58 ms
72 bytes from 10.10.10.3: icmp_seq=68 ttl=64 time=4.64 ms
72 bytes from 10.10.10.3: icmp_seq=69 ttl=64 time=4.60 ms
72 bytes from 10.10.10.3: icmp_seq=70 ttl=64 time=4.86 ms
72 bytes from 10.10.10.3: icmp_seq=71 ttl=64 time=4.88 ms
72 bytes from 10.10.10.3: icmp_seq=72 ttl=64 time=4.80 ms
72 bytes from 10.10.10.3: icmp_seq=73 ttl=64 time=4.81 ms
72 bytes from 10.10.10.3: icmp_seq=74 ttl=64 time=5.09 ms
72 bytes from 10.10.10.3: icmp_seq=75 ttl=64 time=5.73 ms
72 bytes from 10.10.10.3: icmp_seq=76 ttl=64 time=5.52 ms
72 bytes from 10.10.10.3: icmp_seq=77 ttl=64 time=5.89 ms
72 bytes from 10.10.10.3: icmp_seq=78 ttl=64 time=6.49 ms
72 bytes from 10.10.10.3: icmp_seq=79 ttl=64 time=7.10 ms
72 bytes from 10.10.10.3: icmp_seq=80 ttl=64 time=13.4 ms
72 bytes from 10.10.10.3: icmp_seq=81 ttl=64 time=9.02 ms
72 bytes from 10.10.10.3: icmp_seq=82 ttl=64 time=9.39 ms
72 bytes from 10.10.10.3: icmp_seq=83 ttl=64 time=8.86 ms
72 bytes from 10.10.10.3: icmp_seq=84 ttl=64 time=9.68 ms
72 bytes from 10.10.10.3: icmp_seq=85 ttl=64 time=10.5 ms
72 bytes from 10.10.10.3: icmp_seq=86 ttl=64 time=10.3 ms
72 bytes from 10.10.10.3: icmp_seq=87 ttl=64 time=10.3 ms
72 bytes from 10.10.10.3: icmp_seq=88 ttl=64 time=9.98 ms
72 bytes from 10.10.10.3: icmp_seq=89 ttl=64 time=9.50 ms
72 bytes from 10.10.10.3: icmp_seq=90 ttl=64 time=8.62 ms
72 bytes from 10.10.10.3: icmp_seq=91 ttl=64 time=11.7 ms
72 bytes from 10.10.10.3: icmp_seq=92 ttl=64 time=9.79 ms
72 bytes from 10.10.10.3: icmp_seq=93 ttl=64 time=9.53 ms
72 bytes from 10.10.10.3: icmp_seq=94 ttl=64 time=8.79 ms
72 bytes from 10.10.10.3: icmp_seq=95 ttl=64 time=9.00 ms
72 bytes from 10.10.10.3: icmp_seq=96 ttl=64 time=9.86 ms
72 bytes from 10.10.10.3: icmp_seq=97 ttl=64 time=9.62 ms
72 bytes from 10.10.10.3: icmp_seq=98 ttl=64 time=10.3 ms
72 bytes from 10.10.10.3: icmp_seq=99 ttl=64 time=11.0 ms
72 bytes from 10.10.10.3: icmp_seq=100 ttl=64 time=12.0 ms
72 bytes from 10.10.10.3: icmp_seq=101 ttl=64 time=12.6 ms
72 bytes from 10.10.10.3: icmp_seq=102 ttl=64 time=10.3 ms
72 bytes from 10.10.10.3: icmp_seq=103 ttl=64 time=10.9 ms
72 bytes from 10.10.10.3: icmp_seq=104 ttl=64 time=8.24 ms
72 bytes from 10.10.10.3: icmp_seq=105 ttl=64 time=9.36 ms
72 bytes from 10.10.10.3: icmp_seq=106 ttl=64 time=9.56 ms
72 bytes from 10.10.10.3: icmp_seq=107 ttl=64 time=8.47 ms
72 bytes from 10.10.10.3: icmp_seq=108 ttl=64 time=10.0 ms
72 bytes from 10.10.10.3: icmp_seq=109 ttl=64 time=10.2 ms
72 bytes from 10.10.10.3: icmp_seq=110 ttl=64 time=10.5 ms
72 bytes from 10.10.10.3: icmp_seq=111 ttl=64 time=11.2 ms
72 bytes from 10.10.10.3: icmp_seq=112 ttl=64 time=11.4 ms
72 bytes from 10.10.10.3: icmp_seq=113 ttl=64 time=12.2 ms
72 bytes from 10.10.10.3: icmp_seq=114 ttl=64 time=12.0 ms
72 bytes from 10.10.10.3: icmp_seq=115 ttl=64 time=8.75 ms
72 bytes from 10.10.10.3: icmp_seq=116 ttl=64 time=9.17 ms
72 bytes from 10.10.10.3: icmp_seq=117 ttl=64 time=6.25 ms
72 bytes from 10.10.10.3: icmp_seq=118 ttl=64 time=11.3 ms
72 bytes from 10.10.10.3: icmp_seq=119 ttl=64 time=8.26 ms
72 bytes from 10.10.10.3: icmp_seq=120 ttl=64 time=7.71 ms
72 bytes from 10.10.10.3: icmp_seq=121 ttl=64 time=5.20 ms
72 bytes from 10.10.10.3: icmp_seq=122 ttl=64 time=8.15 ms
72 bytes from 10.10.10.3: icmp_seq=123 ttl=64 time=10.7 ms
72 bytes from 10.10.10.3: icmp_seq=124 ttl=64 time=13.3 ms
72 bytes from 10.10.10.3: icmp_seq=125 ttl=64 time=13.6 ms
72 bytes from 10.10.10.3: icmp_seq=126 ttl=64 time=13.9 ms
72 bytes from 10.10.10.3: icmp_seq=127 ttl=64 time=11.8 ms
72 bytes from 10.10.10.3: icmp_seq=128 ttl=64 time=8.91 ms
72 bytes from 10.10.10.3: icmp_seq=129 ttl=64 time=10.2 ms
72 bytes from 10.10.10.3: icmp_seq=130 ttl=64 time=12.1 ms
72 bytes from 10.10.10.3: icmp_seq=131 ttl=64 time=11.2 ms
72 bytes from 10.10.10.3: icmp_seq=132 ttl=64 time=9.89 ms
72 bytes from 10.10.10.3: icmp_seq=133 ttl=64 time=11.1 ms
72 bytes from 10.10.10.3: icmp_seq=134 ttl=64 time=9.85 ms
72 bytes from 10.10.10.3: icmp_seq=135 ttl=64 time=11.1 ms
72 bytes from 10.10.10.3: icmp_seq=136 ttl=64 time=10.5 ms
72 bytes from 10.10.10.3: icmp_seq=137 ttl=64 time=10.4 ms
72 bytes from 10.10.10.3: icmp_seq=138 ttl=64 time=11.1 ms
72 bytes from 10.10.10.3: icmp_seq=139 ttl=64 time=10.7 ms
72 bytes from 10.10.10.3: icmp_seq=140 ttl=64 time=11.3 ms
72 bytes from 10.10.10.3: icmp_seq=141 ttl=64 time=12.1 ms
72 bytes from 10.10.10.3: icmp_seq=142 ttl=64 time=9.80 ms
72 bytes from 10.10.10.3: icmp_seq=143 ttl=64 time=8.10 ms
72 bytes from 10.10.10.3: icmp_seq=144 ttl=64 time=12.9 ms
72 bytes from 10.10.10.3: icmp_seq=145 ttl=64 time=11.6 ms
72 bytes from 10.10.10.3: icmp_seq=146 ttl=64 time=9.18 ms
72 bytes from 10.10.10.3: icmp_seq=147 ttl=64 time=9.90 ms
72 bytes from 10.10.10.3: icmp_seq=148 ttl=64 time=6.91 ms
72 bytes from 10.10.10.3: icmp_seq=149 ttl=64 time=9.53 ms
72 bytes from 10.10.10.3: icmp_seq=150 ttl=64 time=11.4 ms
72 bytes from 10.10.10.3: icmp_seq=151 ttl=64 time=12.2 ms
72 bytes from 10.10.10.3: icmp_seq=152 ttl=64 time=9.24 ms
72 bytes from 10.10.10.3: icmp_seq=153 ttl=64 time=7.38 ms
72 bytes from 10.10.10.3: icmp_seq=154 ttl=64 time=6.23 ms
72 bytes from 10.10.10.3: icmp_seq=155 ttl=64 time=10.6 ms
72 bytes from 10.10.10.3: icmp_seq=156 ttl=64 time=8.92 ms
72 bytes from 10.10.10.3: icmp_seq=157 ttl=64 time=8.23 ms
72 bytes from 10.10.10.3: icmp_seq=158 ttl=64 time=10.2 ms
72 bytes from 10.10.10.3: icmp_seq=159 ttl=64 time=10.4 ms
72 bytes from 10.10.10.3: icmp_seq=160 ttl=64 time=5.99 ms
72 bytes from 10.10.10.3: icmp_seq=161 ttl=64 time=11.8 ms
72 bytes from 10.10.10.3: icmp_seq=162 ttl=64 time=11.7 ms
72 bytes from 10.10.10.3: icmp_seq=163 ttl=64 time=15.1 ms
72 bytes from 10.10.10.3: icmp_seq=164 ttl=64 time=15.3 ms
72 bytes from 10.10.10.3: icmp_seq=165 ttl=64 time=16.2 ms
72 bytes from 10.10.10.3: icmp_seq=166 ttl=64 time=14.3 ms
72 bytes from 10.10.10.3: icmp_seq=167 ttl=64 time=14.1 ms
72 bytes from 10.10.10.3: icmp_seq=168 ttl=64 time=12.4 ms
72 bytes from 10.10.10.3: icmp_seq=169 ttl=64 time=15.2 ms
72 bytes from 10.10.10.3: icmp_seq=170 ttl=64 time=15.4 ms
72 bytes from 10.10.10.3: icmp_seq=171 ttl=64 time=16.2 ms
72 bytes from 10.10.10.3: icmp_seq=172 ttl=64 time=16.5 ms
72 bytes from 10.10.10.3: icmp_seq=173 ttl=64 time=14.6 ms
72 bytes from 10.10.10.3: icmp_seq=174 ttl=64 time=14.4 ms
72 bytes from 10.10.10.3: icmp_seq=175 ttl=64 time=15.1 ms
72 bytes from 10.10.10.3: icmp_seq=176 ttl=64 time=14.0 ms
72 bytes from 10.10.10.3: icmp_seq=177 ttl=64 time=13.6 ms
72 bytes from 10.10.10.3: icmp_seq=178 ttl=64 time=15.5 ms
72 bytes from 10.10.10.3: icmp_seq=179 ttl=64 time=15.3 ms
72 bytes from 10.10.10.3: icmp_seq=180 ttl=64 time=14.1 ms

--- 10.10.10.3 ping statistics ---
180 packets transmitted, 180 received, 0% packet loss, time 89695ms
rtt min/avg/max/mdev = 1.065/9.014/16.508/3.074 ms
