t,timestamp,iface,rx_pps,tx_pps,total_pps,rx_packets,tx_packets,rx_mbps,tx_mbps,total_mbps,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors
0.003,1778981528.139846,eth0,2397.887,5195.4218,7593.3088,1186546,1148433,0.9975,6.324,7.3215,632654958,125973465,0,0,0,0
1.058,1778981529.195423,eth0,34.1046,37.894,71.9985,1186582,1148473,0.045,0.0599,0.1049,632660894,125981367,0,0,0,0
2.076,1778981530.213338,eth0,20.6304,26.5248,47.1552,1186603,1148500,0.0282,0.0269,0.0551,632664486,125984789,0,0,0,0
3.106,1778981531.243461,eth0,11.6491,14.5614,26.2105,1186615,1148515,0.0074,0.0151,0.0225,632665442,125986731,0,0,0,0
4.124,1778981532.261657,eth0,10.8034,18.6604,29.4639,1186626,1148534,0.0066,0.0203,0.0269,632666282,125989321,0,0,0,0
5.15,1778981533.287647,eth0,7.7973,12.6707,20.468,1186634,1148547,0.0053,0.0136,0.0189,632666966,125991059,0,0,0,0
6.168,1778981534.305664,eth0,8.8407,14.7345,23.5752,1186643,1148562,0.0058,0.0163,0.0222,632667710,125993137,0,0,0,0
7.186,1778981535.323733,eth0,10.8048,15.716,26.5208,1186654,1148578,0.0068,0.0169,0.0237,632668574,125995289,0,0,0,0
8.204,1778981536.34154,eth0,12.7726,16.7026,29.4751,1186667,1148595,0.0077,0.0175,0.0252,632669550,125997515,0,0,0,0
9.221,1778981537.35861,eth0,8.8489,14.7482,23.5972,1186676,1148610,0.0059,0.0163,0.0223,632670302,125999593,0,0,0,0
10.239,1778981538.37589,eth0,9.8301,15.7282,25.5583,1186686,1148626,0.0062,0.0167,0.0229,632671086,126001717,0,0,0,0
11.258,1778981539.394998,eth0,12.7563,20.6063,33.3625,1186699,1148647,0.0084,0.0211,0.0295,632672154,126004407,0,0,0,0
12.284,1778981540.421348,eth0,9.7433,13.6406,23.3838,1186709,1148661,0.0067,0.0141,0.0209,632673018,126006219,0,0,0,0
13.302,1778981541.438919,eth0,12.7755,18.6719,31.4474,1186722,1148680,0.0077,0.0199,0.0276,632673994,126008753,0,0,0,0
14.326,1778981542.463507,eth0,8.784,13.664,22.448,1186731,1148694,0.0059,0.0146,0.0205,632674746,126010621,0,0,0,0
15.344,1778981543.481721,eth0,11.7853,21.6065,33.3918,1186743,1148716,0.0071,0.0254,0.0325,632675654,126013849,0,0,0,0
16.389,1778981544.525981,eth0,25.8556,29.6861,55.5417,1186770,1148747,0.0354,0.0414,0.0768,632680270,126019258,0,0,0,0
17.407,1778981545.543964,eth0,10.8057,15.7174,26.523,1186781,1148763,0.0068,0.0169,0.0237,632681134,126021410,0,0,0,0
18.424,1778981546.56181,eth0,13.7545,17.6844,31.439,1186795,1148781,0.0082,0.0181,0.0263,632682178,126023718,0,0,0,0
19.442,1778981547.579046,eth0,448.2738,473.8332,922.107,1187251,1149263,0.9387,0.4038,1.3425,632801544,126075062,0,0,0,0
20.495,1778981548.632138,eth0,234.5472,196.5638,431.111,1187498,1149470,0.4253,0.1492,0.5746,632857532,126094708,0,0,0,0
21.513,1778981549.650246,eth0,302.5221,158.1366,460.6587,1187806,1149631,0.8548,0.092,0.9468,632966312,126106422,0,0,0,0
22.539,1778981550.676362,eth0,291.39,198.8079,490.1979,1188105,1149835,0.9187,0.1137,1.0324,633084144,126121006,0,0,0,0
23.565,1778981551.702031,eth0,177.4452,179.3951,356.8403,1188287,1150019,0.5772,0.1032,0.6805,633158152,126134238,0,0,0,0
24.586,1778981552.72365,eth0,130.1854,133.122,263.3074,1188420,1150155,0.432,0.0792,0.5112,633213316,126144358,0,0,0,0
25.629,1778981553.76594,eth0,158.3054,128.5632,286.8685,1188585,1150289,0.4861,0.0762,0.5623,633276644,126154290,0,0,0,0
26.647,1778981554.784121,eth0,182.6787,189.5538,372.2325,1188771,1150482,0.3454,0.1089,0.4543,633320600,126168148,0,0,0,0
27.67,1778981555.807477,eth0,165.1429,168.0744,333.2173,1188940,1150654,0.5361,0.0972,0.6333,633389172,126180588,0,0,0,0
28.69,1778981556.827488,eth0,144.1161,114.7047,258.8208,1189087,1150771,0.5049,0.0765,0.5814,633453552,126190342,0,0,0,0
29.712,1778981557.849552,eth0,148.7186,151.6539,300.3725,1189239,1150926,0.4952,0.0886,0.5838,633516820,126201660,0,0,0,0
30.734,1778981558.871003,eth0,173.2828,175.2408,348.5237,1189416,1151105,0.551,0.101,0.652,633587168,126214562,0,0,0,0
31.751,1778981559.888337,eth0,195.6093,192.6604,388.2697,1189615,1151301,0.49,0.1103,0.6003,633649480,126228586,0,0,0,0
32.768,1778981560.905425,eth0,278.2454,250.7158,528.9611,1189898,1151556,0.7065,0.1429,0.8494,633739304,126246752,0,0,0,0
33.785,1778981561.922757,eth0,260.4853,230.9964,491.4817,1190163,1151791,0.9127,0.1308,1.0435,633855368,126263382,0,0,0,0
34.81,1778981562.947193,eth0,186.444,187.4202,373.8642,1190354,1151983,0.6108,0.1075,0.7183,633933584,126277142,0,0,0,0
35.826,1778981563.963654,eth0,185.9394,181.0203,366.9597,1190543,1152167,0.5861,0.1043,0.6904,634008056,126290394,0,0,0,0
36.858,1778981564.995489,eth0,127.9274,128.8965,256.8239,1190675,1152300,0.4109,0.0765,0.4874,634061052,126300260,0,0,0,0
37.88,1778981566.017143,eth0,182.0577,151.7147,333.7724,1190861,1152455,0.3927,0.0891,0.4818,634111204,126311634,0,0,0,0
38.905,1778981567.04237,eth0,184.3494,183.374,367.7234,1191050,1152643,0.392,0.1053,0.4973,634161436,126325130,0,0,0,0
39.927,1778981568.064789,eth0,204.4173,194.6366,399.0539,1191259,1152842,0.7231,0.1113,0.8344,634253848,126339352,0,0,0,0
40.946,1778981569.083467,eth0,302.3524,282.7191,585.0715,1191567,1153130,0.9069,0.1934,1.1002,634369324,126363974,0,0,0,0
41.97,1778981570.107797,eth0,172.796,167.9148,340.7108,1191744,1153302,0.5557,0.097,0.6527,634440476,126376390,0,0,0,0
42.99,1778981571.127463,eth0,153.972,121.6085,275.5804,1191901,1153426,0.3213,0.0729,0.3943,634481432,126385686,0,0,0,0
44.009,1778981572.14628,eth0,173.7308,176.6754,350.4062,1192078,1153606,0.4911,0.1018,0.5929,634543972,126398654,0,0,0,0
45.026,1778981573.163642,eth0,195.604,195.604,391.2081,1192277,1153805,0.4921,0.1121,0.6042,634606552,126412908,0,0,0,0
46.054,1778981574.191466,eth0,217.9361,179.9918,397.9279,1192501,1153990,0.7219,0.1035,0.8254,634699296,126426206,0,0,0,0
47.092,1778981575.229374,eth0,302.5316,250.5039,553.0355,1192815,1154250,1.0558,0.141,1.1967,634836272,126444494,0,0,0,0
48.117,1778981576.254533,eth0,340.4351,239.9629,580.398,1193164,1154496,1.0859,0.1371,1.223,634975428,126462058,0,0,0,0
49.134,1778981577.271704,eth0,229.0667,196.6237,425.6904,1193397,1154696,0.7358,0.1126,0.8484,635068980,126476378,0,0,0,0
50.165,1778981578.302187,eth0,154.2966,158.1783,312.4749,1193556,1154859,0.4755,0.092,0.5675,635130228,126488224,0,0,0,0
51.189,1778981579.326698,eth0,334.7938,306.4876,641.2813,1193899,1155173,1.0092,0.1703,1.1795,635259472,126510036,0,0,0,0
52.207,1778981580.344112,eth0,161.193,148.4155,309.6086,1194063,1155324,0.4834,0.087,0.5704,635320944,126521106,0,0,0,0
53.224,1778981581.361617,eth0,156.2645,112.0387,268.3032,1194222,1155438,0.4171,0.0678,0.4848,635373988,126529726,0,0,0,0
54.241,1778981582.378769,eth0,202.5263,112.0777,314.604,1194428,1155552,0.4791,0.0677,0.5469,635434908,126538338,0,0,0,0
55.258,1778981583.395468,eth0,275.4013,258.6805,534.0817,1194708,1155815,0.9193,0.1462,1.0656,635551743,126556923,0,0,0,0
56.285,1778981584.422776,eth0,196.6303,165.4809,362.1112,1194910,1155985,0.5125,0.0961,0.6086,635617555,126569263,0,0,0,0
57.31,1778981585.447365,eth0,193.2482,177.6322,370.8804,1195108,1156167,0.5449,0.1024,0.6473,635687339,126582379,0,0,0,0
58.332,1778981586.469281,eth0,144.826,86.1128,230.9388,1195256,1156255,0.3948,0.0543,0.4491,635737771,126589315,0,0,0,0
59.368,1778981587.505267,eth0,175.6781,101.3527,277.0308,1195438,1156360,0.4786,0.0634,0.542,635799753,126597525,0,0,0,0
60.386,1778981588.523663,eth0,164.9654,167.9112,332.8765,1195606,1156531,0.4243,0.0975,0.5218,635853767,126609931,0,0,0,0
61.411,1778981589.548426,eth0,139.5445,139.5445,279.089,1195749,1156674,0.4101,0.0821,0.4922,635906303,126620445,0,0,0,0
62.428,1778981590.565634,eth0,247.7368,221.1936,468.9304,1196001,1156899,0.6661,0.1254,0.7915,635990999,126636387,0,0,0,0
63.454,1778981591.591151,eth0,228.1775,148.2179,376.3954,1196235,1157051,0.7427,0.1077,0.8505,636086207,126650198,0,0,0,0
64.472,1778981592.608873,eth0,11.791,17.6866,29.4776,1196247,1157069,0.0094,0.0179,0.0273,636087399,126652474,0,0,0,0
65.489,1778981593.625991,eth0,12.7812,18.6802,31.4614,1196260,1157088,0.0106,0.0184,0.029,636088743,126654816,0,0,0,0
66.506,1778981594.643254,eth0,11.7964,17.6945,29.4909,1196272,1157106,0.0094,0.0179,0.0273,636089935,126657092,0,0,0,0
67.524,1778981595.660939,eth0,17.6872,22.6003,40.2875,1196290,1157129,0.012,0.0209,0.0329,636091463,126659754,0,0,0,0
68.549,1778981596.686767,eth0,12.6727,18.5216,31.1943,1196303,1157148,0.0096,0.0182,0.0278,636092699,126662084,0,0,0,0
69.568,1778981597.705092,eth0,12.7661,20.6221,33.3882,1196316,1157169,0.0098,0.0213,0.0311,636093943,126664798,0,0,0,0
70.595,1778981598.732013,eth0,15.5806,23.3708,38.9514,1196332,1157193,0.0109,0.0234,0.0343,636095343,126667806,0,0,0,0
71.616,1778981599.753663,eth0,11.7457,18.5974,30.3431,1196344,1157212,0.0093,0.0186,0.0279,636096535,126670180,0,0,0,0
72.643,1778981600.780386,eth0,17.5315,22.4014,39.9329,1196362,1157235,0.0119,0.0215,0.0334,636098063,126672934,0,0,0,0
73.661,1778981601.798606,eth0,11.7853,17.6779,29.4632,1196374,1157253,0.0094,0.0179,0.0272,636099255,126675210,0,0,0,0
74.678,1778981602.815768,eth0,12.7807,19.6626,32.4432,1196387,1157273,0.0098,0.0201,0.0299,636100499,126677762,0,0,0,0
75.697,1778981603.834268,eth0,14.7275,19.6367,34.3643,1196402,1157293,0.0106,0.0189,0.0294,636101843,126680166,0,0,0,0
76.714,1778981604.851794,eth0,14.7416,23.5866,38.3283,1196417,1157317,0.0106,0.0245,0.0351,636103191,126683286,0,0,0,0
77.734,1778981605.871144,eth0,17.6583,22.5634,40.2217,1196435,1157340,0.0117,0.0219,0.0336,636104687,126686072,0,0,0,0
78.759,1778981606.896434,eth0,11.704,16.5807,28.2847,1196447,1157357,0.0093,0.0161,0.0254,636105879,126688138,0,0,0,0
