t,timestamp,ip,rtt_ms,reachable,loss_pct_last10
0.009,1778992150.014612,10.10.10.1,,0,100.0
0.009,1778992150.014612,10.10.10.2,,0,100.0
0.009,1778992150.014612,10.10.10.3,,0,100.0
11.127,1778992161.132286,10.10.10.1,,0,100.0
11.127,1778992161.132286,10.10.10.2,,0,100.0
11.127,1778992161.132286,10.10.10.3,,0,100.0
22.21,1778992172.214751,10.10.10.1,,0,100.0
22.21,1778992172.214751,10.10.10.2,,0,100.0
22.21,1778992172.214751,10.10.10.3,,0,100.0
33.305,1778992183.310489,10.10.10.1,,0,100.0
33.305,1778992183.310489,10.10.10.2,,0,100.0
33.305,1778992183.310489,10.10.10.3,,0,100.0
44.411,1778992194.415863,10.10.10.1,,0,100.0
44.411,1778992194.415863,10.10.10.2,,0,100.0
44.411,1778992194.415863,10.10.10.3,,0,100.0
55.512,1778992205.517393,10.10.10.1,,0,100.0
55.512,1778992205.517393,10.10.10.2,,0,100.0
55.512,1778992205.517393,10.10.10.3,,0,100.0
66.61,1778992216.615284,10.10.10.1,,0,100.0
66.61,1778992216.615284,10.10.10.2,,0,100.0
66.61,1778992216.615284,10.10.10.3,,0,100.0
77.694,1778992227.698769,10.10.10.1,,0,100.0
77.694,1778992227.698769,10.10.10.2,,0,100.0
77.694,1778992227.698769,10.10.10.3,,0,100.0
88.791,1778992238.796147,10.10.10.1,,0,100.0
88.791,1778992238.796147,10.10.10.2,,0,100.0
88.791,1778992238.796147,10.10.10.3,,0,100.0
