t,timestamp,iface,rx_pps,tx_pps,total_pps,rx_packets,tx_packets,rx_mbps,tx_mbps,total_mbps,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors
0.003,1778992150.00773,eth0,2323.4996,4646.9992,6970.4988,1403090,1342070,0.9666,5.8242,6.7908,708378086,146396315,0,0,0,0
1.061,1778992151.066544,eth0,48.1671,55.7228,103.8899,1403141,1342129,0.0622,0.0724,0.1346,708386320,146405902,0,0,0,0
2.081,1778992152.086155,eth0,21.5769,27.4615,49.0383,1403163,1342157,0.0284,0.0277,0.0561,708389936,146409434,0,0,0,0
3.118,1778992153.123489,eth0,11.5681,15.4241,26.9923,1403175,1342173,0.0072,0.0148,0.022,708390872,146411354,0,0,0,0
4.136,1778992154.141377,eth0,13.754,18.6661,32.4201,1403189,1342192,0.0079,0.0199,0.0278,708391872,146413888,0,0,0,0
5.162,1778992155.167498,eth0,9.7454,14.6182,24.3636,1403199,1342207,0.0066,0.0151,0.0217,708392724,146415822,0,0,0,0
6.18,1778992156.185109,eth0,9.8269,15.7231,25.55,1403209,1342223,0.0062,0.0168,0.0229,708393508,146417954,0,0,0,0
7.197,1778992157.202161,eth0,9.8323,15.7318,25.5641,1403219,1342239,0.0063,0.0168,0.0231,708394312,146420086,0,0,0,0
8.214,1778992158.21915,eth0,15.7327,20.6492,36.3819,1403235,1342260,0.0168,0.0273,0.0441,708396442,146423561,0,0,0,0
9.232,1778992159.23725,eth0,16.6978,21.6089,38.3066,1403252,1342282,0.0172,0.0331,0.0503,708398626,146427777,0,0,0,0
10.249,1778992160.254286,eth0,12.7822,20.6482,33.4305,1403265,1342303,0.0089,0.026,0.0349,708399754,146431087,0,0,0,0
11.267,1778992161.271954,eth0,11.7917,19.6528,31.4444,1403277,1342323,0.0075,0.0216,0.0292,708400714,146433836,0,0,0,0
12.293,1778992162.29817,eth0,8.7701,14.6168,23.3869,1403286,1342338,0.0059,0.0162,0.0221,708401466,146435914,0,0,0,0
13.312,1778992163.31733,eth0,15.6992,20.6052,36.3044,1403302,1342359,0.0089,0.0176,0.0265,708402606,146438156,0,0,0,0
14.338,1778992164.343357,eth0,8.7717,12.6702,21.4419,1403311,1342372,0.0059,0.0162,0.0221,708403358,146440234,0,0,0,0
15.356,1778992165.361645,eth0,9.8204,16.6947,26.5151,1403321,1342389,0.0062,0.0175,0.0237,708404150,146442464,0,0,0,0
16.382,1778992166.387348,eth0,29.2482,36.0728,65.321,1403351,1342426,0.0372,0.0504,0.0876,708408922,146448925,0,0,0,0
17.4,1778992167.404802,eth0,10.8113,17.6912,28.5025,1403362,1342444,0.0068,0.019,0.0258,708409786,146451341,0,0,0,0
18.418,1778992168.422719,eth0,167.0078,155.219,322.2268,1403532,1342602,0.2458,0.1412,0.3869,708441060,146469302,0,0,0,0
19.441,1778992169.445855,eth0,423.2084,421.2536,844.462,1403965,1343033,0.6543,0.344,0.9983,708524740,146513291,0,0,0,0
20.466,1778992170.47111,eth0,395.0237,399.9005,794.9242,1404370,1343443,0.6124,0.3254,0.9378,708603227,146554994,0,0,0,0
21.489,1778992171.494394,eth0,268.7427,283.4014,552.1442,1404645,1343733,0.4446,0.2318,0.6763,708660091,146584638,0,0,0,0
22.509,1778992172.513676,eth0,113.8056,63.7704,177.576,1404761,1343798,0.2417,0.0427,0.2844,708690888,146590077,0,0,0,0
23.538,1778992173.543371,eth0,124.3087,90.318,214.6267,1404889,1343891,0.3802,0.0562,0.4364,708739818,146597315,0,0,0,0
24.557,1778992174.562346,eth0,124.635,84.3985,209.0336,1405016,1343977,0.459,0.0534,0.5124,708798282,146604111,0,0,0,0
25.591,1778992175.595796,eth0,188.6884,119.9865,308.6749,1405211,1344101,0.7975,0.0719,0.8694,708901306,146613399,0,0,0,0
26.609,1778992176.614624,eth0,161.9508,87.3553,249.306,1405376,1344190,0.5824,0.0551,0.6375,708975474,146620417,0,0,0,0
27.638,1778992177.643487,eth0,182.7259,82.6155,265.3414,1405564,1344275,0.4483,0.0521,0.5004,709033134,146627115,0,0,0,0
28.656,1778992178.661146,eth0,102.1953,57.9762,160.1715,1405668,1344334,0.2051,0.0392,0.2443,709059226,146632097,0,0,0,0
29.675,1778992179.680094,eth0,94.2149,69.6798,163.8946,1405764,1344405,0.3404,0.0466,0.387,709102582,146638031,0,0,0,0
30.695,1778992180.699993,eth0,143.1513,78.4391,221.5904,1405910,1344485,0.5632,0.052,0.6151,709174378,146644655,0,0,0,0
31.716,1778992181.720866,eth0,142.0353,78.3643,220.3996,1406055,1344565,0.541,0.05,0.5911,709243418,146651039,0,0,0,0
32.738,1778992182.742843,eth0,154.6023,106.6561,261.2584,1406213,1344674,0.5998,0.075,0.6748,709320038,146660617,0,0,0,0
33.756,1778992183.760663,eth0,199.4458,112.9865,312.4323,1406416,1344789,0.5395,0.0685,0.608,709388678,146669327,0,0,0,0
34.786,1778992184.790904,eth0,189.2761,106.7712,296.0473,1406611,1344899,0.6776,0.0658,0.7435,709475942,146677807,0,0,0,0
35.807,1778992185.811658,eth0,191.0352,113.6414,304.6766,1406806,1345015,0.8065,0.0688,0.8753,709578846,146686583,0,0,0,0
36.837,1778992186.842067,eth0,183.4224,108.6947,292.1171,1406995,1345127,0.7439,0.0671,0.811,709674662,146695231,0,0,0,0
37.854,1778992187.859637,eth0,95.3251,67.8086,163.1337,1407092,1345196,0.3308,0.0443,0.3752,709716742,146700869,0,0,0,0
38.879,1778992188.883755,eth0,109.3624,79.0925,188.4549,1407204,1345277,0.3211,0.0537,0.3748,709757846,146707739,0,0,0,0
39.898,1778992189.90292,eth0,216.8443,114.7999,331.6443,1407425,1345394,0.5221,0.0692,0.5913,709824362,146716549,0,0,0,0
40.917,1778992190.922442,eth0,240.3086,160.8597,401.1683,1407670,1345558,0.8651,0.1288,0.9939,709934606,146732963,0,0,0,0
41.938,1778992191.94332,eth0,141.055,92.0776,233.1325,1407814,1345652,0.4925,0.0573,0.5499,709997458,146740279,0,0,0,0
42.956,1778992192.960725,eth0,109.1011,60.9394,170.0405,1407925,1345714,0.3782,0.0407,0.4189,710045550,146745459,0,0,0,0
43.974,1778992193.979463,eth0,145.2778,72.6389,217.9167,1408073,1345788,0.5444,0.0469,0.5913,710114880,146751431,0,0,0,0
44.993,1778992194.997779,eth0,169.8883,96.2373,266.1256,1408246,1345886,0.3603,0.0596,0.4199,710160738,146759019,0,0,0,0
46.025,1778992196.030355,eth0,153.9839,111.372,265.3559,1408405,1346001,0.5392,0.0825,0.6217,710230332,146769671,0,0,0,0
47.056,1778992197.060819,eth0,132.9499,78.6054,211.5552,1408542,1346082,0.4638,0.0504,0.5141,710290068,146776161,0,0,0,0
48.082,1778992198.086948,eth0,96.479,57.4976,153.9766,1408641,1346141,0.3282,0.0406,0.3688,710332164,146781367,0,0,0,0
49.103,1778992199.107751,eth0,96.0029,71.5123,167.5152,1408739,1346214,0.2922,0.0465,0.3387,710369448,146787305,0,0,0,0
50.129,1778992200.134133,eth0,95.4811,68.2008,163.6819,1408837,1346284,0.1769,0.0448,0.2217,710392147,146793048,0,0,0,0
51.146,1778992201.151502,eth0,97.3098,72.7366,170.0464,1408936,1346358,0.184,0.047,0.2309,710415543,146799020,0,0,0,0
52.165,1778992202.169978,eth0,171.8253,97.204,269.0293,1409111,1346457,0.6557,0.0601,0.7157,710499015,146806666,0,0,0,0
