t,timestamp,packet_in_total,packet_in_rate,packet_in_threshold,controller_cpu_percent,connected_switches,known_hosts,learned_mac_entries,learned_flow_install_count,packet_out_count,mitigation_enabled,mitigation_active,attack_detected,manual_mitigation,mitigated_drop_count
0.003,1778992346.003534,0,0.0,300,0.86,4,3,8,0,0,True,False,False,False,0
1.061,1778992347.061623,0,0.0,300,0.88,4,3,8,0,0,True,False,False,False,0
2.079,1778992348.079837,0,0.0,300,0.89,4,3,8,0,0,True,False,False,False,0
3.111,1778992349.111917,0,0.0,300,0.96,4,3,8,0,0,True,False,False,False,0
4.129,1778992350.130022,0,0.0,300,0.96,4,3,8,0,0,True,False,False,False,0
5.155,1778992351.155854,0,0.0,300,0.95,4,3,8,0,0,True,False,False,False,0
6.172,1778992352.173318,0,0.0,300,0.94,4,3,8,0,0,True,False,False,False,0
7.19,1778992353.191153,0,0.0,300,0.93,4,3,8,0,0,True,False,False,False,0
8.207,1778992354.208121,0,0.0,300,0.99,4,3,8,0,0,True,False,False,False,0
9.224,1778992355.225142,0,0.0,300,0.95,4,3,8,0,0,True,False,False,False,0
10.241,1778992356.242163,0,0.0,300,0.92,4,3,8,0,0,True,False,False,False,0
11.259,1778992357.259981,0,0.0,300,0.93,4,3,8,0,0,True,False,False,False,0
12.285,1778992358.286381,0,0.0,300,0.98,4,3,8,0,0,True,False,False,False,0
13.304,1778992359.304764,0,0.0,300,0.97,4,3,8,0,0,True,False,False,False,0
14.33,1778992360.330744,0,0.0,300,0.96,4,3,8,0,0,True,False,False,False,0
15.348,1778992361.349194,0,0.0,300,0.95,4,3,8,0,0,True,False,False,False,0
16.386,1778992362.386585,0,0.0,300,0.94,4,3,8,0,0,True,False,False,False,0
17.403,1778992363.404141,0,0.0,300,0.97,4,3,8,0,0,True,False,False,False,0
18.421,1778992364.421833,0,0.0,300,0.98,4,3,8,0,0,True,False,False,False,0
19.438,1778992365.438824,330,110.0,300,10.66,4,4,11,0,330,True,False,False,False,0
20.464,1778992366.464573,768,256.0,300,24.73,4,4,11,0,768,True,False,False,False,0
21.482,1778992367.482963,1100,366.67,300,30.54,4,3,8,0,1045,True,True,True,False,55
22.502,1778992368.502637,1260,304.67,300,27.04,4,3,8,0,1045,True,True,True,False,215
23.529,1778992369.529984,1404,203.33,300,23.6,4,3,8,0,1045,True,True,True,False,359
24.546,1778992370.547454,1705,196.33,300,25.28,4,3,8,0,1045,True,True,True,False,660
25.582,1778992371.582917,2028,252.67,300,27.04,4,3,8,0,1045,True,True,True,False,983
26.608,1778992372.60907,2217,265.67,300,24.9,4,3,8,0,1045,True,True,True,False,1172
27.637,1778992373.637829,2348,207.33,300,22.0,4,3,8,0,1045,True,True,True,False,1303
28.654,1778992374.655027,2477,139.0,300,19.9,4,3,8,0,1045,True,True,True,False,1432
29.674,1778992375.674572,2604,128.0,300,18.9,4,3,8,0,1045,True,True,True,False,1559
30.69,1778992376.691471,2789,145.33,300,19.44,4,3,8,0,1045,True,True,True,False,1744
31.716,1778992377.717325,3100,202.67,300,22.32,4,3,8,0,1045,True,True,True,False,2055
32.735,1778992378.736113,3404,265.67,300,24.25,4,3,8,0,1045,True,True,False,False,2359
33.76,1778992379.761276,3716,301.33,300,25.07,4,3,8,0,1045,True,True,False,False,2671
34.797,1778992380.798199,3996,288.0,300,25.09,4,3,8,0,1045,True,True,False,False,2951
35.815,1778992381.815646,4204,256.0,300,23.67,4,3,8,0,1045,True,True,False,False,3159
36.841,1778992382.841806,4318,192.67,300,20.85,4,3,8,0,1045,True,True,False,False,3273
37.861,1778992383.861704,4540,176.0,300,21.1,4,3,8,0,1045,True,True,False,False,3495
38.886,1778992384.887215,4828,205.0,300,22.61,4,3,8,0,1045,True,True,False,False,3783
