t,timestamp,iface,rx_pps,tx_pps,total_pps,rx_packets,tx_packets,rx_mbps,tx_mbps,total_mbps,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors
0.003,1778992346.003534,eth0,2736.5205,5082.1094,7818.6299,1421195,1355926,1.1384,6.1861,7.3245,714423866,147712990,0,0,0,0
1.061,1778992347.061623,eth0,34.9687,38.7491,73.7178,1421232,1355967,0.0453,0.0602,0.1054,714429854,147720946,0,0,0,0
2.079,1778992348.079837,eth0,20.6243,26.517,47.1413,1421253,1355994,0.0282,0.0267,0.0549,714433438,147724348,0,0,0,0
3.111,1778992349.111917,eth0,15.5027,17.4405,32.9432,1421269,1356012,0.0094,0.0171,0.0265,714434657,147726551,0,0,0,0
4.129,1778992350.130022,eth0,10.8044,18.6621,29.4665,1421280,1356031,0.0069,0.0205,0.0274,714435529,147729165,0,0,0,0
5.155,1778992351.155854,eth0,9.7482,14.6223,24.3705,1421290,1356046,0.0064,0.0147,0.0211,714436349,147731055,0,0,0,0
6.172,1778992352.173318,eth0,9.8284,15.7254,25.5537,1421300,1356062,0.0065,0.0171,0.0236,714437177,147733231,0,0,0,0
7.19,1778992353.191153,eth0,8.8423,14.7372,23.5795,1421309,1356077,0.0059,0.0163,0.0222,714437929,147735309,0,0,0,0
8.207,1778992354.208121,eth0,14.7497,17.6997,32.4494,1421324,1356095,0.0086,0.0181,0.0267,714439017,147737609,0,0,0,0
9.224,1778992355.225142,eth0,8.8494,14.7489,23.5983,1421333,1356110,0.0059,0.0163,0.0223,714439769,147739687,0,0,0,0
10.241,1778992356.242163,eth0,8.8494,14.749,23.5983,1421342,1356125,0.0059,0.0163,0.0223,714440521,147741765,0,0,0,0
11.259,1778992357.259981,eth0,8.8424,16.7024,25.5448,1421351,1356142,0.0059,0.0188,0.0247,714441273,147744151,0,0,0,0
12.285,1778992358.286381,eth0,13.6399,17.537,31.1769,1421365,1356160,0.0083,0.0181,0.0264,714442333,147746475,0,0,0,0
13.304,1778992359.304764,eth0,12.7653,19.639,32.4043,1421378,1356180,0.0081,0.0192,0.0273,714443365,147748921,0,0,0,0
14.33,1778992360.330744,eth0,9.7468,13.6455,23.3923,1421388,1356194,0.0069,0.0151,0.022,714444253,147750855,0,0,0,0
15.348,1778992361.349194,eth0,11.7826,21.6015,33.3841,1421400,1356216,0.0079,0.0249,0.0328,714445261,147754019,0,0,0,0
16.386,1778992362.386585,eth0,28.9187,31.8106,60.7292,1421430,1356249,0.0366,0.0425,0.0792,714450009,147759536,0,0,0,0
17.403,1778992363.404141,eth0,12.7757,16.7067,29.4824,1421443,1356266,0.0077,0.0175,0.0252,714450985,147761762,0,0,0,0
18.421,1778992364.421833,eth0,10.8088,15.7219,26.5306,1421454,1356282,0.0068,0.0169,0.0237,714451849,147763914,0,0,0,0
19.438,1778992365.438824,eth0,320.5534,355.9519,676.5052,1421780,1356644,0.5849,0.301,0.8859,714526205,147802174,0,0,0,0
20.464,1778992366.464573,eth0,524.4948,510.8462,1035.341,1422318,1357168,0.7932,0.4142,1.2074,714627905,147855286,0,0,0,0
21.482,1778992367.482963,eth0,399.6506,387.8673,787.518,1422725,1357563,0.62,0.3187,0.9388,714706833,147895860,0,0,0,0
22.502,1778992368.502637,eth0,156.9128,141.2215,298.1343,1422885,1357707,0.2761,0.0834,0.3594,714742021,147906484,0,0,0,0
23.529,1778992369.529984,eth0,122.646,109.992,232.638,1423011,1357820,0.3736,0.0665,0.44,714789997,147915018,0,0,0,0
24.546,1778992370.547454,eth0,268.3125,221.1367,489.4493,1423284,1358045,0.9263,0.1253,1.0516,714907805,147930952,0,0,0,0
25.582,1778992371.582917,eth0,274.2735,225.9859,500.2594,1423568,1358279,0.999,0.1279,1.1269,715037113,147947500,0,0,0,0
26.608,1778992372.60907,eth0,170.5399,118.8907,289.4306,1423743,1358401,0.5397,0.0716,0.6113,715106345,147956680,0,0,0,0
27.637,1778992373.637829,eth0,133.1702,109.8411,243.0113,1423880,1358514,0.3722,0.0665,0.4387,715154213,147965226,0,0,0,0
28.654,1778992374.655027,eth0,137.6329,102.2416,239.8745,1424020,1358618,0.2373,0.0625,0.2999,715184387,147973178,0,0,0,0
29.674,1778992375.674572,eth0,136.3353,113.7763,250.1116,1424159,1358734,0.247,0.0759,0.3229,715215869,147982850,0,0,0,0
30.69,1778992376.691471,eth0,171.1085,124.8895,295.998,1424333,1358861,0.587,0.0745,0.6615,715290481,147992320,0,0,0,0
31.716,1778992377.717325,eth0,232.9767,155.9676,388.9443,1424572,1359021,0.9264,0.0908,1.0172,715409273,148003968,0,0,0,0
32.735,1778992378.736113,eth0,242.445,171.7728,414.2177,1424819,1359196,0.9156,0.1093,1.0249,715525873,148017890,0,0,0,0
33.76,1778992379.761276,eth0,229.2319,103.3982,332.6301,1425054,1359302,0.7742,0.0633,0.8375,715625077,148026006,0,0,0,0
34.797,1778992380.798199,eth0,193.8427,105.1187,298.9614,1425255,1359411,0.6732,0.0651,0.7383,715712329,148034448,0,0,0,0
35.815,1778992381.815646,eth0,161.1877,103.1994,264.3871,1425419,1359516,0.5612,0.0633,0.6245,715783701,148042498,0,0,0,0
36.841,1778992382.841806,eth0,123.7624,87.7056,211.468,1425546,1359606,0.3665,0.056,0.4225,715830717,148049678,0,0,0,0
37.861,1778992383.861704,eth0,172.5663,120.6003,293.1667,1425722,1359729,0.6554,0.0725,0.7279,715914273,148058916,0,0,0,0
38.886,1778992384.887215,eth0,200.8753,145.2933,346.1686,1425928,1359878,0.8337,0.0887,0.9224,716021149,148070286,0,0,0,0
39.906,1778992385.90665,eth0,194.2253,114.7695,308.9949,1426126,1359995,0.4808,0.0693,0.5501,716082421,148079116,0,0,0,0
40.923,1778992386.92351,eth0,233.0703,166.1978,399.2681,1426363,1360164,0.8081,0.1321,0.9402,716185133,148095908,0,0,0,0
41.941,1778992387.94205,eth0,128.6155,93.2708,221.8862,1426494,1360259,0.3475,0.0579,0.4053,716229373,148103274,0,0,0,0
42.962,1778992388.963361,eth0,151.7657,109.663,261.4287,1426649,1360371,0.5364,0.0667,0.6031,716297857,148111786,0,0,0,0
43.98,1778992389.981306,eth0,150.3029,96.2724,246.5753,1426802,1360469,0.4893,0.0596,0.5489,716360117,148119374,0,0,0,0
