t,timestamp,phase,lockdown_active,attack_detected,mitigation_active,manual_mitigation,packet_in_rate,threshold_rate,attack_detection_time,mitigation_start_time
0.002,1778980745.619267,NORMAL,,False,False,False,0.0,100,,
1.059,1778980746.675675,NORMAL,,False,False,False,0.0,100,,
2.078,1778980747.694581,NORMAL,,False,False,False,0.0,100,,
3.118,1778980748.734569,NORMAL,,False,False,False,0.0,100,,
4.135,1778980749.751731,NORMAL,,False,False,False,0.0,100,,
5.174,1778980750.791141,NORMAL,,False,False,False,0.0,100,,
6.192,1778980751.809195,NORMAL,,False,False,False,0.0,100,,
7.211,1778980752.827559,NORMAL,,False,False,False,0.0,100,,
8.228,1778980753.845274,NORMAL,,False,False,False,0.0,100,,
9.245,1778980754.862229,NORMAL,,False,False,False,0.0,100,,
10.262,1778980755.879178,NORMAL,,False,False,False,0.0,100,,
11.28,1778980756.89688,NORMAL,,False,False,False,0.0,100,,
12.306,1778980757.923247,NORMAL,,False,False,False,0.0,100,,
13.324,1778980758.94102,NORMAL,,False,False,False,0.0,100,,
14.351,1778980759.967489,NORMAL,,False,False,False,0.0,100,,
15.367,1778980760.983587,NORMAL,,False,False,False,0.0,100,,
16.4,1778980762.016706,NORMAL,,False,False,False,0.0,100,,
17.418,1778980763.034739,NORMAL,,False,False,False,0.0,100,,
18.435,1778980764.051465,NORMAL,,False,False,False,125.67,100,,
19.493,1778980765.109886,METERING,,True,False,False,330.0,100,1778980764.2339015,1778980764.2339015
20.511,1778980766.127516,METERING,,True,False,False,480.0,100,1778980764.2339015,1778980764.2339015
21.528,1778980767.14489,METERING,,True,False,False,483.0,100,1778980764.2339015,1778980764.2339015
22.562,1778980768.178792,METERING,,True,False,False,437.67,100,1778980764.2339015,1778980764.2339015
23.606,1778980769.222345,METERING,,True,False,False,431.0,100,1778980764.2339015,1778980764.2339015
24.661,1778980770.277945,METERING,,True,False,False,448.0,100,1778980764.2339015,1778980764.2339015
25.686,1778980771.302635,METERING,,True,False,False,448.0,100,1778980764.2339015,1778980764.2339015
26.703,1778980772.319906,METERING,,True,False,False,425.0,100,1778980764.2339015,1778980764.2339015
27.727,1778980773.344034,LOCKDOWN,,True,False,False,414.0,100,1778980764.2339015,1778980764.2339015
28.744,1778980774.36116,LOCKDOWN,,True,False,False,495.67,100,1778980764.2339015,1778980764.2339015
29.773,1778980775.390239,LOCKDOWN,,True,False,False,476.33,100,1778980764.2339015,1778980764.2339015
30.797,1778980776.413599,LOCKDOWN,,True,False,False,467.33,100,1778980764.2339015,1778980764.2339015
31.814,1778980777.430591,LOCKDOWN,,True,False,False,360.67,100,1778980764.2339015,1778980764.2339015
32.831,1778980778.447505,LOCKDOWN,,True,False,False,404.33,100,1778980764.2339015,1778980764.2339015
33.904,1778980779.521172,LOCKDOWN,,True,False,False,467.33,100,1778980764.2339015,1778980764.2339015
34.93,1778980780.546575,LOCKDOWN,,True,False,False,466.33,100,1778980764.2339015,1778980764.2339015
35.947,1778980781.563616,LOCKDOWN,,True,False,False,401.0,100,1778980764.2339015,1778980764.2339015
36.981,1778980782.598301,LOCKDOWN,,True,False,False,358.67,100,1778980764.2339015,1778980764.2339015
38.011,1778980783.627592,LOCKDOWN,,True,False,False,383.33,100,1778980764.2339015,1778980764.2339015
39.066,1778980784.683284,LOCKDOWN,,True,False,False,387.33,100,1778980764.2339015,1778980764.2339015
40.092,1778980785.709276,LOCKDOWN,,True,False,False,386.67,100,1778980764.2339015,1778980764.2339015
41.117,1778980786.733968,LOCKDOWN,,True,False,False,360.67,100,1778980764.2339015,1778980764.2339015
42.14,1778980787.757013,LOCKDOWN,,True,False,False,375.67,100,1778980764.2339015,1778980764.2339015
43.174,1778980788.790396,LOCKDOWN,,True,False,False,389.67,100,1778980764.2339015,1778980764.2339015
44.192,1778980789.808686,LOCKDOWN,,True,False,False,370.33,100,1778980764.2339015,1778980764.2339015
45.211,1778980790.828023,LOCKDOWN,,True,False,False,359.33,100,1778980764.2339015,1778980764.2339015
46.235,1778980791.851467,LOCKDOWN,,True,False,False,344.33,100,1778980764.2339015,1778980764.2339015
47.268,1778980792.885015,LOCKDOWN,,True,False,False,325.0,100,1778980764.2339015,1778980764.2339015
48.302,1778980793.919051,LOCKDOWN,,True,False,False,330.0,100,1778980764.2339015,1778980764.2339015
49.325,1778980794.941784,LOCKDOWN,,True,False,False,331.0,100,1778980764.2339015,1778980764.2339015
50.351,1778980795.968164,LOCKDOWN,,True,False,False,335.33,100,1778980764.2339015,1778980764.2339015
51.369,1778980796.985528,LOCKDOWN,,True,False,False,346.0,100,1778980764.2339015,1778980764.2339015
52.391,1778980798.007456,LOCKDOWN,,True,False,False,356.67,100,1778980764.2339015,1778980764.2339015
53.42,1778980799.036994,LOCKDOWN,,True,False,False,357.67,100,1778980764.2339015,1778980764.2339015
54.439,1778980800.055614,LOCKDOWN,,True,False,False,359.33,100,1778980764.2339015,1778980764.2339015
55.456,1778980801.073003,LOCKDOWN,,True,False,False,365.33,100,1778980764.2339015,1778980764.2339015
