t,timestamp,phase,lockdown_active,mitigated_drop_count,dropped_unknown_count,dropped_overrate_count,dropped_unknown_destination_count,trusted_source_count,source_seen_count_total,mitigated_source_count,rate_limited_ports_count,escalated_ports_count
0.002,1778980745.619267,NORMAL,False,0,0,0,0,0,0,0,0,0
1.059,1778980746.675675,NORMAL,False,0,0,0,0,0,0,0,0,0
2.078,1778980747.694581,NORMAL,False,0,0,0,0,0,0,0,0,0
3.118,1778980748.734569,NORMAL,False,0,0,0,0,0,0,0,0,0
4.135,1778980749.751731,NORMAL,False,0,0,0,0,0,0,0,0,0
5.174,1778980750.791141,NORMAL,False,0,0,0,0,0,0,0,0,0
6.192,1778980751.809195,NORMAL,False,0,0,0,0,0,0,0,0,0
7.211,1778980752.827559,NORMAL,False,0,0,0,0,0,0,0,0,0
8.228,1778980753.845274,NORMAL,False,0,0,0,0,0,0,0,0,0
9.245,1778980754.862229,NORMAL,False,0,0,0,0,0,0,0,0,0
10.262,1778980755.879178,NORMAL,False,0,0,0,0,0,0,0,0,0
11.28,1778980756.89688,NORMAL,False,0,0,0,0,0,0,0,0,0
12.306,1778980757.923247,NORMAL,False,0,0,0,0,0,0,0,0,0
13.324,1778980758.94102,NORMAL,False,0,0,0,0,0,0,0,0,0
14.351,1778980759.967489,NORMAL,False,0,0,0,0,0,0,0,0,0
15.367,1778980760.983587,NORMAL,False,0,0,0,0,0,0,0,0,0
16.4,1778980762.016706,NORMAL,False,0,0,0,0,0,0,0,0,0
17.418,1778980763.034739,NORMAL,False,0,0,0,0,0,0,0,0,0
18.435,1778980764.051465,NORMAL,False,0,0,0,0,0,0,0,0,0
19.493,1778980765.109886,METERING,False,0,0,0,0,0,0,0,0,0
20.511,1778980766.127516,METERING,False,0,0,0,0,0,0,0,0,0
21.528,1778980767.14489,METERING,False,0,0,0,0,0,0,0,0,0
22.562,1778980768.178792,METERING,False,0,0,0,0,0,0,0,0,0
23.606,1778980769.222345,METERING,False,0,0,0,0,0,0,0,0,0
24.661,1778980770.277945,METERING,False,0,0,0,0,0,0,0,0,0
25.686,1778980771.302635,METERING,False,0,0,0,0,0,0,0,0,0
26.703,1778980772.319906,METERING,False,0,0,0,0,0,0,0,0,0
27.727,1778980773.344034,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
28.744,1778980774.36116,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
29.773,1778980775.390239,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
30.797,1778980776.413599,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
31.814,1778980777.430591,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
32.831,1778980778.447505,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
33.904,1778980779.521172,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
34.93,1778980780.546575,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
35.947,1778980781.563616,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
36.981,1778980782.598301,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
38.011,1778980783.627592,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
39.066,1778980784.683284,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
40.092,1778980785.709276,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
41.117,1778980786.733968,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
42.14,1778980787.757013,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
43.174,1778980788.790396,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
44.192,1778980789.808686,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
45.211,1778980790.828023,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
46.235,1778980791.851467,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
47.268,1778980792.885015,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
48.302,1778980793.919051,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
49.325,1778980794.941784,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
50.351,1778980795.968164,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
51.369,1778980796.985528,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
52.391,1778980798.007456,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
53.42,1778980799.036994,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
54.439,1778980800.055614,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
55.456,1778980801.073003,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
56.486,1778980802.103021,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
57.565,1778980803.182184,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
58.595,1778980804.211615,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
59.629,1778980805.246162,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
60.691,1778980806.307507,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
61.709,1778980807.326332,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
62.73,1778980808.34693,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
63.771,1778980809.388306,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
64.789,1778980810.406005,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
65.807,1778980811.423522,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
66.825,1778980812.442206,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
67.853,1778980813.470266,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
68.871,1778980814.487554,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
69.897,1778980815.513737,LOCKDOWN,True,0,0,0,0,0,0,0,0,0
70.917,1778980816.533678,METERING,False,0,0,0,0,0,0,0,0,0
71.945,1778980817.561957,METERING,False,0,0,0,0,0,0,0,0,0
72.962,1778980818.579311,METERING,False,0,0,0,0,0,0,0,0,0
73.98,1778980819.597106,METERING,False,0,0,0,0,0,0,0,0,0
74.998,1778980820.614419,METERING,False,0,0,0,0,0,0,0,0,0
76.016,1778980821.632954,METERING,False,0,0,0,0,0,0,0,0,0
77.033,1778980822.649902,NORMAL,False,0,0,0,0,0,0,0,0,0
78.052,1778980823.668981,NORMAL,False,0,0,0,0,0,0,0,0,0
79.079,1778980824.695435,NORMAL,False,0,0,0,0,0,0,0,0,0
80.098,1778980825.714618,NORMAL,False,0,0,0,0,0,0,0,0,0
81.123,1778980826.740182,NORMAL,False,0,0,0,0,0,0,0,0,0
