t,timestamp,iface,rx_pps,tx_pps,total_pps,rx_packets,tx_packets,rx_mbps,tx_mbps,total_mbps,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors
0.003,1778935454.905858,eth0,2365.8761,4731.7522,7097.6283,194900,185576,0.9842,5.9809,6.9651,355844736,23497557,0,0,0,0
1.059,1778935455.962363,eth0,53.9515,53.005,106.9565,194957,185632,0.072,0.0727,0.1448,355854248,23507163,0,0,0,0
2.085,1778935456.988279,eth0,8.7726,15.5958,24.3685,194966,185648,0.0061,0.0157,0.0218,355855032,23509179,0,0,0,0
3.102,1778935458.005603,eth0,8.8467,14.7446,23.5913,194975,185663,0.0058,0.0165,0.0223,355855768,23511273,0,0,0,0
4.121,1778935459.024134,eth0,8.8362,14.7271,23.5633,194984,185678,0.0058,0.0164,0.0222,355856504,23513367,0,0,0,0
5.139,1778935460.04183,eth0,12.774,19.6522,32.4262,194997,185698,0.0076,0.0211,0.0287,355857473,23516048,0,0,0,0
6.21,1778935461.113605,eth0,14.9285,16.7946,31.7231,195013,185716,0.009,0.0162,0.0252,355858677,23518220,0,0,0,0
7.235,1778935462.13861,eth0,9.7561,15.6097,25.3657,195023,185732,0.0062,0.0168,0.023,355859473,23520368,0,0,0,0
8.253,1778935463.156004,eth0,10.8119,16.7094,27.5213,195034,185749,0.0072,0.0175,0.0247,355860389,23522590,0,0,0,0
9.27,1778935464.173689,eth0,8.8436,14.7393,23.583,195043,185764,0.0059,0.0165,0.0224,355861141,23524684,0,0,0,0
10.292,1778935465.195627,eth0,14.678,20.5492,35.2272,195058,185785,0.0088,0.0216,0.0304,355862265,23527442,0,0,0,0
11.352,1778935466.255682,eth0,12.2635,16.9803,29.2438,195071,185803,0.0076,0.0151,0.0227,355863273,23529442,0,0,0,0
12.376,1778935467.279111,eth0,8.794,12.7024,21.4964,195080,185816,0.0059,0.0164,0.0222,355864025,23531536,0,0,0,0
13.394,1778935468.297395,eth0,9.8204,15.7127,25.5331,195090,185832,0.0063,0.0169,0.0231,355864821,23533684,0,0,0,0
14.411,1778935469.314676,eth0,8.8471,14.7452,23.5923,195099,185847,0.0059,0.0165,0.0224,355865573,23535778,0,0,0,0
15.435,1778935470.338354,eth0,18.5605,25.3986,43.9591,195118,185873,0.0108,0.0278,0.0386,355866957,23539334,0,0,0,0
16.563,1778935471.466799,eth0,26.5853,29.2438,55.8291,195148,185906,0.0337,0.0392,0.0729,355871713,23544867,0,0,0,0
17.584,1778935472.486865,eth0,9.8033,16.6656,26.4689,195158,185923,0.0067,0.019,0.0256,355872564,23547284,0,0,0,0
18.602,1778935473.505446,eth0,418.2288,445.718,863.9469,195584,186377,0.6792,0.3766,1.0558,355959040,23595236,0,0,0,0
19.632,1778935474.535466,eth0,105.8232,61.1639,166.987,195693,186440,0.1783,0.0409,0.2191,355981992,23600498,0,0,0,0
20.652,1778935475.555596,eth0,159.7835,85.2832,245.0667,195856,186527,0.2708,0.0544,0.3252,356016518,23607440,0,0,0,0
21.729,1778935476.632504,eth0,116.073,75.2153,191.2884,195981,186608,0.3775,0.0479,0.4254,356067332,23613890,0,0,0,0
22.746,1778935477.649716,eth0,171.0558,142.5465,313.6023,196155,186753,0.5257,0.0844,0.6101,356134179,23624619,0,0,0,0
23.764,1778935478.667507,eth0,155.2382,80.5666,235.8048,196313,186835,0.4812,0.0513,0.5325,356195395,23631151,0,0,0,0
