t,timestamp,phase,lockdown_active,attack_detected,mitigation_active,manual_mitigation,packet_in_rate,threshold_rate,attack_detection_time,mitigation_start_time
0.003,1778935454.905858,NORMAL,,False,False,False,0.0,100,,
1.059,1778935455.962363,NORMAL,,False,False,False,0.0,100,,
2.085,1778935456.988279,NORMAL,,False,False,False,0.0,100,,
3.102,1778935458.005603,NORMAL,,False,False,False,0.0,100,,
4.121,1778935459.024134,NORMAL,,False,False,False,0.0,100,,
5.139,1778935460.04183,NORMAL,,False,False,False,0.0,100,,
6.21,1778935461.113605,NORMAL,,False,False,False,0.0,100,,
7.235,1778935462.13861,NORMAL,,False,False,False,0.0,100,,
8.253,1778935463.156004,NORMAL,,False,False,False,0.0,100,,
9.27,1778935464.173689,NORMAL,,False,False,False,0.0,100,,
10.292,1778935465.195627,NORMAL,,False,False,False,0.0,100,,
11.352,1778935466.255682,NORMAL,,False,False,False,0.0,100,,
12.376,1778935467.279111,NORMAL,,False,False,False,0.0,100,,
13.394,1778935468.297395,NORMAL,,False,False,False,0.0,100,,
14.411,1778935469.314676,NORMAL,,False,False,False,0.0,100,,
15.435,1778935470.338354,NORMAL,,False,False,False,0.0,100,,
16.563,1778935471.466799,NORMAL,,False,False,False,0.0,100,,
17.584,1778935472.486865,NORMAL,,False,False,False,0.0,100,,
18.602,1778935473.505446,METERING,,True,True,False,124.0,100,1778935473.493377,1778935473.493377
19.632,1778935474.535466,METERING,,True,True,False,157.33,100,1778935473.493377,1778935473.493377
20.652,1778935475.555596,METERING,,True,True,False,206.67,100,1778935473.493377,1778935473.493377
21.729,1778935476.632504,METERING,,True,True,False,123.67,100,1778935473.493377,1778935473.493377
22.746,1778935477.649716,METERING,,True,True,False,146.0,100,1778935473.493377,1778935473.493377
23.764,1778935478.667507,METERING,,True,True,False,147.0,100,1778935473.493377,1778935473.493377
24.785,1778935479.688775,METERING,,True,True,False,168.67,100,1778935473.493377,1778935473.493377
25.811,1778935480.713834,METERING,,True,True,False,148.67,100,1778935473.493377,1778935473.493377
26.856,1778935481.759017,LOCKDOWN,,True,True,False,127.33,100,1778935473.493377,1778935473.493377
27.876,1778935482.779463,LOCKDOWN,,True,True,False,100.67,100,1778935473.493377,1778935473.493377
28.893,1778935483.796574,LOCKDOWN,,True,True,False,98.33,100,1778935473.493377,1778935473.493377
29.91,1778935484.813813,LOCKDOWN,,True,True,False,120.0,100,1778935473.493377,1778935473.493377
30.95,1778935485.853657,LOCKDOWN,,True,True,False,170.33,100,1778935473.493377,1778935473.493377
31.998,1778935486.901536,LOCKDOWN,,True,True,False,215.67,100,1778935473.493377,1778935473.493377
33.016,1778935487.919394,LOCKDOWN,,True,True,False,192.33,100,1778935473.493377,1778935473.493377
34.033,1778935488.936741,LOCKDOWN,,True,True,False,145.33,100,1778935473.493377,1778935473.493377
35.05,1778935489.952943,LOCKDOWN,,True,True,False,133.33,100,1778935473.493377,1778935473.493377
36.073,1778935490.976541,LOCKDOWN,,True,True,False,147.33,100,1778935473.493377,1778935473.493377
37.12,1778935492.023515,LOCKDOWN,,True,True,False,150.67,100,1778935473.493377,1778935473.493377
38.138,1778935493.041405,LOCKDOWN,,True,True,False,118.0,100,1778935473.493377,1778935473.493377
39.156,1778935494.058985,LOCKDOWN,,True,True,False,104.67,100,1778935473.493377,1778935473.493377
40.176,1778935495.07894,LOCKDOWN,,True,True,False,103.0,100,1778935473.493377,1778935473.493377
41.194,1778935496.096949,LOCKDOWN,,True,True,False,113.67,100,1778935473.493377,1778935473.493377
42.275,1778935497.178102,LOCKDOWN,,True,True,False,123.67,100,1778935473.493377,1778935473.493377
43.293,1778935498.196599,LOCKDOWN,,True,True,False,143.33,100,1778935473.493377,1778935473.493377
44.311,1778935499.214758,LOCKDOWN,,True,True,False,124.33,100,1778935473.493377,1778935473.493377
45.33,1778935500.233752,LOCKDOWN,,True,True,False,137.0,100,1778935473.493377,1778935473.493377
46.354,1778935501.257475,LOCKDOWN,,True,True,False,121.67,100,1778935473.493377,1778935473.493377
47.399,1778935502.301898,LOCKDOWN,,True,True,False,121.0,100,1778935473.493377,1778935473.493377
48.416,1778935503.319443,LOCKDOWN,,True,True,False,121.67,100,1778935473.493377,1778935473.493377
49.435,1778935504.338447,LOCKDOWN,,True,True,False,123.0,100,1778935473.493377,1778935473.493377
50.454,1778935505.357164,LOCKDOWN,,True,True,False,147.0,100,1778935473.493377,1778935473.493377
51.494,1778935506.397541,LOCKDOWN,,True,True,False,171.67,100,1778935473.493377,1778935473.493377
52.548,1778935507.45098,LOCKDOWN,,True,True,False,215.67,100,1778935473.493377,1778935473.493377
53.567,1778935508.470756,LOCKDOWN,,True,True,False,204.67,100,1778935473.493377,1778935473.493377
54.586,1778935509.488832,LOCKDOWN,,True,True,False,188.67,100,1778935473.493377,1778935473.493377
55.605,1778935510.508428,LOCKDOWN,,True,True,False,164.67,100,1778935473.493377,1778935473.493377
56.642,1778935511.545319,LOCKDOWN,,True,True,False,198.67,100,1778935473.493377,1778935473.493377
57.691,1778935512.594562,LOCKDOWN,,True,True,False,211.33,100,1778935473.493377,1778935473.493377
58.711,1778935513.614764,LOCKDOWN,,True,True,False,234.33,100,1778935473.493377,1778935473.493377
59.731,1778935514.634065,LOCKDOWN,,True,True,False,221.33,100,1778935473.493377,1778935473.493377
60.748,1778935515.651511,LOCKDOWN,,True,True,False,210.67,100,1778935473.493377,1778935473.493377
61.769,1778935516.671908,LOCKDOWN,,True,True,False,172.0,100,1778935473.493377,1778935473.493377
62.816,1778935517.719202,LOCKDOWN,,True,True,False,182.67,100,1778935473.493377,1778935473.493377
63.834,1778935518.736851,LOCKDOWN,,True,True,False,118.33,100,1778935473.493377,1778935473.493377
64.851,1778935519.754576,LOCKDOWN,,True,True,False,80.33,100,1778935473.493377,1778935473.493377
65.868,1778935520.771198,LOCKDOWN,,True,True,False,5.67,100,1778935473.493377,1778935473.493377
66.887,1778935521.790209,LOCKDOWN,,True,True,False,0.0,100,1778935473.493377,1778935473.493377
67.919,1778935522.822737,LOCKDOWN,,True,True,False,0.0,100,1778935473.493377,1778935473.493377
68.937,1778935523.839957,LOCKDOWN,,True,True,False,0.0,100,1778935473.493377,1778935473.493377
69.954,1778935524.857157,METERING,,False,True,False,0.0,100,1778935473.493377,1778935473.493377
70.974,1778935525.877506,METERING,,False,True,False,0.0,100,1778935473.493377,1778935473.493377
71.992,1778935526.895619,METERING,,False,True,False,0.0,100,1778935473.493377,1778935473.493377
73.023,1778935527.926434,METERING,,False,True,False,0.0,100,1778935473.493377,1778935473.493377
74.041,1778935528.944053,METERING,,False,True,False,0.0,100,1778935473.493377,1778935473.493377
