t,mbps
40.0,36.7
41.0,28.3
42.0,30.4
43.0,30.4
44.0,31.5
45.0,33.6
46.0,30.4
47.0,30.4
48.0,28.3
49.0,31.5
50.0,28.3
51.0,31.5
52.0,30.4
53.0,29.4
54.0,30.4
55.0,28.3
56.0,29.4
57.0,28.3
58.0,31.5
59.0,28.3
60.0,31.5
61.0,30.4
62.0,29.4
63.0,28.3
64.0,30.4
65.0,31.5
66.0,29.4
67.0,30.4
68.0,29.4
69.0,31.5
70.0,28.3
71.0,30.4
72.0,31.5
73.0,26.2
74.0,36.7
75.0,30.3
