t,timestamp,ip,rtt_ms,reachable,loss_pct_last10
0.009,1778992052.081033,10.10.10.1,,0,100.0
0.009,1778992052.081033,10.10.10.2,,0,100.0
0.009,1778992052.081033,10.10.10.3,,0,100.0
11.109,1778992063.180726,10.10.10.1,,0,100.0
11.109,1778992063.180726,10.10.10.2,,0,100.0
11.109,1778992063.180726,10.10.10.3,,0,100.0
22.191,1778992074.262964,10.10.10.1,,0,100.0
22.191,1778992074.262964,10.10.10.2,,0,100.0
22.191,1778992074.262964,10.10.10.3,,0,100.0
33.301,1778992085.372464,10.10.10.1,,0,100.0
33.301,1778992085.372464,10.10.10.2,,0,100.0
33.301,1778992085.372464,10.10.10.3,,0,100.0
44.394,1778992096.466303,10.10.10.1,,0,100.0
44.394,1778992096.466303,10.10.10.2,,0,100.0
44.394,1778992096.466303,10.10.10.3,,0,100.0
55.503,1778992107.57519,10.10.10.1,,0,100.0
55.503,1778992107.57519,10.10.10.2,,0,100.0
55.503,1778992107.57519,10.10.10.3,,0,100.0
66.604,1778992118.676221,10.10.10.1,,0,100.0
66.604,1778992118.676221,10.10.10.2,,0,100.0
66.604,1778992118.676221,10.10.10.3,,0,100.0
77.688,1778992129.76001,10.10.10.1,,0,100.0
77.688,1778992129.76001,10.10.10.2,,0,100.0
77.688,1778992129.76001,10.10.10.3,,0,100.0
88.792,1778992140.863992,10.10.10.1,,0,100.0
88.792,1778992140.863992,10.10.10.2,,0,100.0
88.792,1778992140.863992,10.10.10.3,,0,100.0
