t,timestamp,ip,rtt_ms,reachable,loss_pct_last10
0.009,1778980941.274072,10.10.10.1,,0,100.0
0.009,1778980941.274072,10.10.10.2,,0,100.0
0.009,1778980941.274072,10.10.10.3,,0,100.0
11.124,1778980952.388655,10.10.10.1,,0,100.0
11.124,1778980952.388655,10.10.10.2,,0,100.0
11.124,1778980952.388655,10.10.10.3,,0,100.0
22.205,1778980963.469985,10.10.10.1,,0,100.0
22.205,1778980963.469985,10.10.10.2,,0,100.0
22.205,1778980963.469985,10.10.10.3,,0,100.0
33.301,1778980974.565939,10.10.10.1,,0,100.0
33.301,1778980974.565939,10.10.10.2,,0,100.0
33.301,1778980974.565939,10.10.10.3,,0,100.0
44.411,1778980985.675918,10.10.10.1,,0,100.0
44.411,1778980985.675918,10.10.10.2,,0,100.0
44.411,1778980985.675918,10.10.10.3,,0,100.0
55.509,1778980996.773834,10.10.10.1,,0,100.0
55.509,1778980996.773834,10.10.10.2,,0,100.0
55.509,1778980996.773834,10.10.10.3,,0,100.0
66.611,1778981007.875954,10.10.10.1,,0,100.0
66.611,1778981007.875954,10.10.10.2,,0,100.0
66.611,1778981007.875954,10.10.10.3,,0,100.0
77.693,1778981018.958039,10.10.10.1,,0,100.0
77.693,1778981018.958039,10.10.10.2,,0,100.0
77.693,1778981018.958039,10.10.10.3,,0,100.0
88.811,1778981030.075814,10.10.10.1,,0,100.0
88.811,1778981030.075814,10.10.10.2,,0,100.0
88.811,1778981030.075814,10.10.10.3,,0,100.0
