t,timestamp,phase,lockdown_active,attack_detected,mitigation_active,manual_mitigation,packet_in_rate,threshold_rate,attack_detection_time,mitigation_start_time
0.002,1778981821.730753,NORMAL,,False,False,False,0.0,100,,
1.059,1778981822.787484,NORMAL,,False,False,False,0.0,100,,
2.079,1778981823.807462,NORMAL,,False,False,False,0.0,100,,
3.111,1778981824.839642,NORMAL,,False,False,False,0.0,100,,
4.129,1778981825.856953,NORMAL,,False,False,False,0.0,100,,
5.155,1778981826.88302,NORMAL,,False,False,False,0.0,100,,
6.173,1778981827.901647,NORMAL,,False,False,False,0.0,100,,
7.191,1778981828.919092,NORMAL,,False,False,False,0.0,100,,
8.209,1778981829.937758,NORMAL,,False,False,False,0.0,100,,
9.227,1778981830.955042,NORMAL,,False,False,False,0.0,100,,
10.245,1778981831.973399,NORMAL,,False,False,False,0.0,100,,
11.263,1778981832.990885,NORMAL,,False,False,False,0.0,100,,
12.287,1778981834.015494,NORMAL,,False,False,False,0.0,100,,
13.308,1778981835.036067,NORMAL,,False,False,False,0.0,100,,
14.334,1778981836.062409,NORMAL,,False,False,False,0.0,100,,
15.352,1778981837.080788,NORMAL,,False,False,False,0.0,100,,
16.389,1778981838.116901,NORMAL,,False,False,False,0.0,100,,
17.407,1778981839.135014,NORMAL,,False,False,False,0.0,100,,
18.423,1778981840.151466,NORMAL,,False,False,False,152.0,100,,
19.473,1778981841.201281,METERING,,True,True,False,222.67,100,1778981840.221854,1778981840.221854
20.495,1778981842.223496,METERING,,True,True,False,278.67,100,1778981840.221854,1778981840.221854
21.513,1778981843.241315,METERING,,True,True,False,191.0,100,1778981840.221854,1778981840.221854
22.539,1778981844.267606,METERING,,True,True,False,218.33,100,1778981840.221854,1778981840.221854
23.571,1778981845.299521,METERING,,True,True,False,268.0,100,1778981840.221854,1778981840.221854
24.589,1778981846.317401,METERING,,True,True,False,225.0,100,1778981840.221854,1778981840.221854
25.617,1778981847.345584,METERING,,True,True,False,194.67,100,1778981840.221854,1778981840.221854
26.644,1778981848.372318,LOCKDOWN,,True,True,False,197.33,100,1778981840.221854,1778981840.221854
27.68,1778981849.407847,LOCKDOWN,,True,True,False,235.33,100,1778981840.221854,1778981840.221854
28.701,1778981850.429613,LOCKDOWN,,True,True,False,256.0,100,1778981840.221854,1778981840.221854
29.718,1778981851.446715,LOCKDOWN,,True,True,False,238.33,100,1778981840.221854,1778981840.221854
30.738,1778981852.466496,LOCKDOWN,,True,True,False,204.0,100,1778981840.221854,1778981840.221854
31.758,1778981853.486023,LOCKDOWN,,True,True,False,221.33,100,1778981840.221854,1778981840.221854
32.782,1778981854.510206,LOCKDOWN,,True,True,False,235.67,100,1778981840.221854,1778981840.221854
33.803,1778981855.530983,LOCKDOWN,,True,True,False,232.0,100,1778981840.221854,1778981840.221854
34.827,1778981856.555532,LOCKDOWN,,True,True,False,179.67,100,1778981840.221854,1778981840.221854
35.845,1778981857.573071,LOCKDOWN,,True,True,False,130.0,100,1778981840.221854,1778981840.221854
36.875,1778981858.602901,LOCKDOWN,,True,True,False,118.33,100,1778981840.221854,1778981840.221854
37.897,1778981859.62525,LOCKDOWN,,True,True,False,116.0,100,1778981840.221854,1778981840.221854
38.922,1778981860.650737,LOCKDOWN,,True,True,False,115.0,100,1778981840.221854,1778981840.221854
39.941,1778981861.669608,LOCKDOWN,,True,True,False,116.0,100,1778981840.221854,1778981840.221854
40.959,1778981862.686934,LOCKDOWN,,True,True,False,170.67,100,1778981840.221854,1778981840.221854
41.977,1778981863.704951,LOCKDOWN,,True,True,False,220.0,100,1778981840.221854,1778981840.221854
42.994,1778981864.722728,LOCKDOWN,,True,True,False,272.67,100,1778981840.221854,1778981840.221854
44.021,1778981865.74977,LOCKDOWN,,True,True,False,214.0,100,1778981840.221854,1778981840.221854
45.039,1778981866.767348,LOCKDOWN,,True,True,False,158.67,100,1778981840.221854,1778981840.221854
46.063,1778981867.791445,LOCKDOWN,,True,True,False,106.67,100,1778981840.221854,1778981840.221854
47.082,1778981868.810743,LOCKDOWN,,True,True,False,114.0,100,1778981840.221854,1778981840.221854
48.115,1778981869.842834,LOCKDOWN,,True,True,False,172.0,100,1778981840.221854,1778981840.221854
49.131,1778981870.859676,LOCKDOWN,,True,True,False,192.0,100,1778981840.221854,1778981840.221854
50.155,1778981871.883447,LOCKDOWN,,True,True,False,183.67,100,1778981840.221854,1778981840.221854
51.175,1778981872.903376,LOCKDOWN,,True,True,False,130.67,100,1778981840.221854,1778981840.221854
52.195,1778981873.923465,LOCKDOWN,,True,True,False,165.67,100,1778981840.221854,1778981840.221854
53.213,1778981874.940902,LOCKDOWN,,True,True,False,225.33,100,1778981840.221854,1778981840.221854
54.238,1778981875.966506,LOCKDOWN,,True,True,False,244.0,100,1778981840.221854,1778981840.221854
55.256,1778981876.98442,LOCKDOWN,,True,True,False,249.0,100,1778981840.221854,1778981840.221854
56.282,1778981878.010292,LOCKDOWN,,True,True,False,219.33,100,1778981840.221854,1778981840.221854
57.31,1778981879.037856,LOCKDOWN,,True,True,False,224.67,100,1778981840.221854,1778981840.221854
58.331,1778981880.059319,LOCKDOWN,,True,True,False,168.0,100,1778981840.221854,1778981840.221854
59.358,1778981881.086015,LOCKDOWN,,True,True,False,137.33,100,1778981840.221854,1778981840.221854
60.375,1778981882.103607,LOCKDOWN,,True,True,False,124.0,100,1778981840.221854,1778981840.221854
61.402,1778981883.130116,LOCKDOWN,,True,True,False,128.33,100,1778981840.221854,1778981840.221854
62.422,1778981884.150471,LOCKDOWN,,True,True,False,132.33,100,1778981840.221854,1778981840.221854
63.441,1778981885.169717,LOCKDOWN,,True,True,False,116.0,100,1778981840.221854,1778981840.221854
64.459,1778981886.187268,LOCKDOWN,,True,True,False,76.0,100,1778981840.221854,1778981840.221854
65.477,1778981887.204821,LOCKDOWN,,True,True,False,40.0,100,1778981840.221854,1778981840.221854
66.494,1778981888.222413,LOCKDOWN,,True,True,False,0.0,100,1778981840.221854,1778981840.221854
67.513,1778981889.241101,LOCKDOWN,,True,True,False,0.0,100,1778981840.221854,1778981840.221854
68.538,1778981890.266044,LOCKDOWN,,True,True,False,0.0,100,1778981840.221854,1778981840.221854
69.555,1778981891.283311,METERING,,False,True,False,0.0,100,1778981840.221854,1778981840.221854
70.583,1778981892.311017,METERING,,False,True,False,0.0,100,1778981840.221854,1778981840.221854
71.601,1778981893.329541,METERING,,False,True,False,0.0,100,1778981840.221854,1778981840.221854
72.627,1778981894.355575,METERING,,False,True,False,0.0,100,1778981840.221854,1778981840.221854
73.645,1778981895.373449,METERING,,False,True,False,0.0,100,1778981840.221854,1778981840.221854
74.664,1778981896.39225,METERING,,False,True,False,0.0,100,1778981840.221854,1778981840.221854
75.682,1778981897.410261,NORMAL,,False,True,False,0.0,100,1778981840.221854,
76.702,1778981898.429986,NORMAL,,False,True,False,0.0,100,1778981840.221854,
77.719,1778981899.447526,NORMAL,,False,True,False,0.0,100,1778981840.221854,
78.745,1778981900.473199,NORMAL,,False,True,False,0.0,100,1778981840.221854,
79.764,1778981901.491905,NORMAL,,False,True,False,0.0,100,1778981840.221854,
80.791,1778981902.519145,NORMAL,,False,True,False,0.0,100,1778981840.221854,
81.809,1778981903.537361,NORMAL,,False,True,False,0.0,100,1778981840.221854,
82.835,1778981904.563346,NORMAL,,False,True,False,0.0,100,1778981840.221854,
83.852,1778981905.580805,NORMAL,,False,True,False,0.0,100,1778981840.221854,
84.87,1778981906.597878,NORMAL,,False,True,False,0.0,100,1778981840.221854,
85.887,1778981907.615211,NORMAL,,False,True,False,0.0,100,1778981840.221854,
86.905,1778981908.633486,NORMAL,,False,True,False,0.0,100,1778981840.221854,
87.923,1778981909.650881,NORMAL,,False,True,False,0.0,100,1778981840.221854,
88.94,1778981910.668541,NORMAL,,False,True,False,0.0,100,1778981840.221854,
89.966,1778981911.694331,NORMAL,,False,True,False,0.0,100,1778981840.221854,
