t,timestamp,ip,rtt_ms,reachable,loss_pct_last10
0.009,1778981821.737769,10.10.10.1,,0,100.0
0.009,1778981821.737769,10.10.10.2,,0,100.0
0.009,1778981821.737769,10.10.10.3,,0,100.0
11.129,1778981832.856888,10.10.10.1,,0,100.0
11.129,1778981832.856888,10.10.10.2,,0,100.0
11.129,1778981832.856888,10.10.10.3,,0,100.0
22.211,1778981843.938905,10.10.10.1,,0,100.0
22.211,1778981843.938905,10.10.10.2,,0,100.0
22.211,1778981843.938905,10.10.10.3,,0,100.0
33.319,1778981855.047528,10.10.10.1,,0,100.0
33.319,1778981855.047528,10.10.10.2,,0,100.0
33.319,1778981855.047528,10.10.10.3,,0,100.0
44.406,1778981866.134174,10.10.10.1,,0,100.0
44.406,1778981866.134174,10.10.10.2,,0,100.0
44.406,1778981866.134174,10.10.10.3,,0,100.0
55.503,1778981877.23167,10.10.10.1,,0,100.0
55.503,1778981877.23167,10.10.10.2,,0,100.0
55.503,1778981877.23167,10.10.10.3,,0,100.0
66.603,1778981888.331595,10.10.10.1,,0,100.0
66.603,1778981888.331595,10.10.10.2,,0,100.0
66.603,1778981888.331595,10.10.10.3,,0,100.0
77.686,1778981899.414436,10.10.10.1,,0,100.0
77.686,1778981899.414436,10.10.10.2,,0,100.0
77.686,1778981899.414436,10.10.10.3,,0,100.0
88.768,1778981910.496157,10.10.10.1,,0,100.0
88.768,1778981910.496157,10.10.10.2,,0,100.0
88.768,1778981910.496157,10.10.10.3,,0,100.0
