t,timestamp,iface,rx_pps,tx_pps,total_pps,rx_packets,tx_packets,rx_mbps,tx_mbps,total_mbps,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors
0.003,1778935139.817328,eth0,2388.7825,4777.5651,7166.3476,175304,162668,0.9937,6.0388,7.0326,352315759,21008485,0,0,0,0
1.057,1778935140.872256,eth0,36.9694,41.709,78.6784,175343,162712,0.0469,0.0639,0.1108,352321947,21016907,0,0,0,0
2.084,1778935141.898666,eth0,26.3053,27.2796,53.5848,175370,162740,0.0329,0.0259,0.0588,352326171,21020231,0,0,0,0
3.102,1778935142.916425,eth0,8.843,14.7383,23.5812,175379,162755,0.0062,0.0165,0.0226,352326955,21022325,0,0,0,0
4.12,1778935143.934644,eth0,9.8211,15.7137,25.5348,175389,162771,0.006,0.0168,0.0228,352327719,21024461,0,0,0,0
5.141,1778935144.955804,eth0,10.7721,18.6063,29.3784,175400,162790,0.0068,0.0206,0.0274,352328591,21027091,0,0,0,0
6.211,1778935146.026146,eth0,12.1456,15.8828,28.0284,175413,162807,0.0073,0.0169,0.0242,352329563,21029357,0,0,0,0
7.237,1778935147.051499,eth0,12.6786,15.6044,28.283,175426,162823,0.0088,0.0154,0.0242,352330691,21031325,0,0,0,0
8.254,1778935148.068983,eth0,9.8282,15.7251,25.5532,175436,162839,0.007,0.017,0.024,352331579,21033485,0,0,0,0
9.273,1778935149.087344,eth0,9.8197,15.7115,25.5312,175446,162855,0.0063,0.0169,0.0231,352332375,21035633,0,0,0,0
10.293,1778935150.10796,eth0,11.7576,18.6162,30.3738,175458,162874,0.0076,0.0206,0.0282,352333347,21038263,0,0,0,0
11.35,1778935151.165132,eth0,10.4051,14.1888,24.5939,175469,162889,0.0068,0.0146,0.0214,352334243,21040189,0,0,0,0
12.373,1778935152.187468,eth0,13.6941,17.6067,31.3009,175483,162907,0.008,0.018,0.0259,352335259,21042485,0,0,0,0
