t,mbps
40.0,41.9
41.0,33.6
42.0,33.6
43.0,34.6
44.0,33.6
45.0,33.6
46.0,34.6
47.0,35.7
48.0,31.5
49.0,36.7
50.0,33.6
51.0,36.7
52.0,33.6
53.0,34.6
54.0,36.7
55.0,35.7
56.0,34.6
57.0,33.6
58.0,31.5
59.0,33.6
60.0,33.6
61.0,31.5
62.0,34.6
63.0,33.6
64.0,33.6
65.0,31.5
66.0,33.6
67.0,34.6
68.0,33.6
69.0,31.5
70.0,36.7
71.0,30.4
72.0,34.6
73.0,33.6
74.0,33.6
75.0,34.1
