t,timestamp,packet_in_total,packet_in_rate,packet_in_threshold,controller_cpu_percent,connected_switches,known_hosts,learned_mac_entries,learned_flow_install_count,packet_out_count,mitigation_enabled,mitigation_active,attack_detected,manual_mitigation,mitigated_drop_count
0.003,1778935139.817328,0,0.0,100,1.1,4,4,12,0,0,True,False,False,False,0
1.057,1778935140.872256,0,0.0,100,1.08,4,4,12,0,0,True,False,False,False,0
2.084,1778935141.898666,4,1.33,100,1.21,4,6,16,0,4,True,False,False,False,0
3.102,1778935142.916425,4,1.33,100,1.12,4,6,16,0,4,True,False,False,False,0
4.12,1778935143.934644,4,1.33,100,1.06,4,6,16,0,4,True,False,False,False,0
5.141,1778935144.955804,4,0.0,100,1.04,4,6,16,0,4,True,False,False,False,0
6.211,1778935146.026146,4,0.0,100,1.03,4,6,16,0,4,True,False,False,False,0
7.237,1778935147.051499,4,0.0,100,1.05,4,6,16,0,4,True,False,False,False,0
8.254,1778935148.068983,4,0.0,100,1.0,4,6,16,0,4,True,False,False,False,0
9.273,1778935149.087344,4,0.0,100,0.99,4,6,16,0,4,True,False,False,False,0
10.293,1778935150.10796,4,0.0,100,0.96,4,6,16,0,4,True,False,False,False,0
11.35,1778935151.165132,4,0.0,100,0.98,4,6,16,0,4,True,False,False,False,0
12.373,1778935152.187468,4,0.0,100,1.0,4,6,16,0,4,True,False,False,False,0
13.39,1778935153.205268,4,0.0,100,0.98,4,6,16,0,4,True,False,False,False,0
14.408,1778935154.222354,4,0.0,100,0.95,4,6,16,0,4,True,False,False,False,0
15.429,1778935155.244047,4,0.0,100,0.94,4,6,16,0,4,True,False,False,False,0
16.498,1778935156.312485,4,0.0,100,1.0,4,6,16,0,4,True,False,False,False,0
17.522,1778935157.336345,4,0.0,100,0.99,4,6,16,0,4,True,False,False,False,0
18.539,1778935158.353542,4,0.0,100,0.96,4,6,16,0,4,True,False,False,False,0
19.556,1778935159.370663,4,0.0,100,0.94,4,6,16,0,4,True,False,False,False,0
20.586,1778935160.400502,4,0.0,100,0.94,4,6,16,0,4,True,False,False,False,0
21.627,1778935161.441645,4,0.0,100,1.01,4,6,16,0,4,True,False,False,False,0
22.644,1778935162.459279,4,0.0,100,0.97,4,6,16,0,4,True,False,False,False,0
23.662,1778935163.47671,4,0.0,100,0.94,4,6,16,0,4,True,False,False,False,0
24.68,1778935164.49473,4,0.0,100,0.94,4,6,16,0,4,True,False,False,False,0
25.698,1778935165.513002,4,0.0,100,0.93,4,6,16,0,4,True,False,False,False,0
26.738,1778935166.552479,4,0.0,100,1.0,4,6,16,0,4,True,False,False,False,0
27.755,1778935167.569951,4,0.0,100,0.96,4,6,16,0,4,True,False,False,False,0
28.773,1778935168.587913,4,0.0,100,0.96,4,6,16,0,4,True,False,False,False,0
29.791,1778935169.605499,4,0.0,100,0.94,4,6,16,0,4,True,False,False,False,0
30.815,1778935170.629698,4,0.0,100,0.92,4,6,16,0,4,True,False,False,False,0
31.853,1778935171.668192,4,0.0,100,1.01,4,6,16,0,4,True,False,False,False,0
32.871,1778935172.685747,4,0.0,100,0.97,4,6,16,0,4,True,False,False,False,0
33.888,1778935173.70303,4,0.0,100,0.95,4,6,16,0,4,True,False,False,False,0
34.906,1778935174.720837,4,0.0,100,0.93,4,6,16,0,4,True,False,False,False,0
35.931,1778935175.746168,4,0.0,100,0.96,4,6,16,0,4,True,False,False,False,0
36.972,1778935176.786914,4,0.0,100,1.0,4,6,16,0,4,True,False,False,False,0
37.99,1778935177.804744,4,0.0,100,0.97,4,6,16,0,4,True,False,False,False,0
39.007,1778935178.822127,4,0.0,100,0.94,4,6,16,0,4,True,False,False,False,0
40.025,1778935179.840052,4,0.0,100,0.94,4,6,16,0,4,True,False,False,False,0
41.044,1778935180.858344,4,0.0,100,0.96,4,6,16,0,4,True,False,False,False,0
42.082,1778935181.897289,4,0.0,100,0.99,4,6,16,0,4,True,False,False,False,0
43.101,1778935182.915778,4,0.0,100,0.99,4,6,16,0,4,True,False,False,False,0
44.118,1778935183.933051,4,0.0,100,0.96,4,6,16,0,4,True,False,False,False,0
45.136,1778935184.950358,4,0.0,100,0.93,4,6,16,0,4,True,False,False,False,0
