t,mbps
40.0,24.1
41.0,13.6
42.0,32.5
43.0,11.5
44.0,16.8
45.0,4.19
46.0,2.1
47.0,16.8
48.0,12.6
49.0,25.2
50.0,4.19
51.0,6.29
52.0,7.34
53.0,22.0
54.0,25.2
55.0,24.1
56.0,28.3
57.0,16.8
58.0,19.9
59.0,19.9
60.0,44.0
61.0,44.0
62.0,41.9
63.0,44.0
64.0,41.9
65.0,44.0
66.0,41.9
67.0,46.1
68.0,48.2
69.0,48.2
70.0,49.3
71.0,61.9
72.0,59.8
73.0,61.9
74.0,62.9
75.0,30.7
