PING 10.10.10.3 (10.10.10.3) 256(284) bytes of data.
264 bytes from 10.10.10.3: icmp_seq=86 ttl=64 time=10.3 ms
264 bytes from 10.10.10.3: icmp_seq=87 ttl=64 time=10.7 ms
264 bytes from 10.10.10.3: icmp_seq=88 ttl=64 time=9.41 ms
264 bytes from 10.10.10.3: icmp_seq=89 ttl=64 time=11.4 ms
264 bytes from 10.10.10.3: icmp_seq=90 ttl=64 time=12.3 ms
264 bytes from 10.10.10.3: icmp_seq=91 ttl=64 time=12.4 ms
264 bytes from 10.10.10.3: icmp_seq=92 ttl=64 time=8.47 ms
264 bytes from 10.10.10.3: icmp_seq=93 ttl=64 time=9.04 ms
264 bytes from 10.10.10.3: icmp_seq=94 ttl=64 time=9.42 ms
264 bytes from 10.10.10.3: icmp_seq=95 ttl=64 time=9.46 ms
264 bytes from 10.10.10.3: icmp_seq=96 ttl=64 time=11.1 ms
264 bytes from 10.10.10.3: icmp_seq=97 ttl=64 time=13.2 ms
264 bytes from 10.10.10.3: icmp_seq=98 ttl=64 time=9.28 ms
264 bytes from 10.10.10.3: icmp_seq=99 ttl=64 time=11.0 ms
264 bytes from 10.10.10.3: icmp_seq=100 ttl=64 time=9.84 ms
264 bytes from 10.10.10.3: icmp_seq=101 ttl=64 time=10.0 ms
264 bytes from 10.10.10.3: icmp_seq=102 ttl=64 time=10.3 ms
264 bytes from 10.10.10.3: icmp_seq=103 ttl=64 time=10.5 ms
264 bytes from 10.10.10.3: icmp_seq=104 ttl=64 time=12.5 ms
264 bytes from 10.10.10.3: icmp_seq=105 ttl=64 time=8.43 ms
264 bytes from 10.10.10.3: icmp_seq=106 ttl=64 time=13.2 ms
264 bytes from 10.10.10.3: icmp_seq=107 ttl=64 time=10.6 ms
264 bytes from 10.10.10.3: icmp_seq=108 ttl=64 time=10.9 ms
264 bytes from 10.10.10.3: icmp_seq=109 ttl=64 time=8.38 ms
264 bytes from 10.10.10.3: icmp_seq=110 ttl=64 time=11.1 ms
264 bytes from 10.10.10.3: icmp_seq=111 ttl=64 time=12.8 ms
264 bytes from 10.10.10.3: icmp_seq=112 ttl=64 time=9.76 ms
264 bytes from 10.10.10.3: icmp_seq=113 ttl=64 time=9.71 ms
264 bytes from 10.10.10.3: icmp_seq=114 ttl=64 time=11.3 ms
264 bytes from 10.10.10.3: icmp_seq=115 ttl=64 time=10.8 ms
264 bytes from 10.10.10.3: icmp_seq=116 ttl=64 time=9.64 ms
264 bytes from 10.10.10.3: icmp_seq=117 ttl=64 time=11.6 ms
264 bytes from 10.10.10.3: icmp_seq=118 ttl=64 time=13.4 ms
264 bytes from 10.10.10.3: icmp_seq=119 ttl=64 time=9.49 ms
264 bytes from 10.10.10.3: icmp_seq=120 ttl=64 time=12.0 ms
264 bytes from 10.10.10.3: icmp_seq=121 ttl=64 time=9.02 ms
264 bytes from 10.10.10.3: icmp_seq=122 ttl=64 time=11.8 ms
264 bytes from 10.10.10.3: icmp_seq=123 ttl=64 time=11.2 ms
