t,timestamp,phase,lockdown_active,mitigated_drop_count,dropped_unknown_count,dropped_overrate_count,dropped_unknown_destination_count,trusted_source_count,source_seen_count_total,mitigated_source_count,rate_limited_ports_count,escalated_ports_count
0.006,1778992248.020694,NORMAL,False,0,0,0,0,0,0,0,0,0
1.064,1778992249.078658,NORMAL,False,0,0,0,0,0,0,0,0,0
2.082,1778992250.097185,NORMAL,False,0,0,0,0,0,0,0,0,0
3.109,1778992251.124124,NORMAL,False,0,0,0,0,0,0,0,0,0
4.127,1778992252.142224,NORMAL,False,0,0,0,0,0,0,0,0,0
5.155,1778992253.170283,NORMAL,False,0,0,0,0,0,0,0,0,0
6.173,1778992254.188223,NORMAL,False,0,0,0,0,0,0,0,0,0
7.191,1778992255.205672,NORMAL,False,0,0,0,0,0,0,0,0,0
8.208,1778992256.223513,NORMAL,False,0,0,0,0,0,0,0,0,0
9.226,1778992257.240772,NORMAL,False,0,0,0,0,0,0,0,0,0
10.243,1778992258.25809,NORMAL,False,0,0,0,0,0,0,0,0,0
11.261,1778992259.27625,NORMAL,False,0,0,0,0,0,0,0,0,0
12.288,1778992260.302979,NORMAL,False,0,0,0,0,0,0,0,0,0
13.305,1778992261.320256,NORMAL,False,0,0,0,0,0,0,0,0,0
14.331,1778992262.346543,NORMAL,False,0,0,0,0,0,0,0,0,0
15.349,1778992263.363672,NORMAL,False,0,0,0,0,0,0,0,0,0
16.388,1778992264.403515,NORMAL,False,0,0,0,0,0,0,0,0,0
17.406,1778992265.421078,NORMAL,False,0,0,0,0,0,0,0,0,0
18.423,1778992266.438395,NORMAL,False,0,0,0,0,0,0,0,0,0
19.44,1778992267.455465,NORMAL,False,0,0,0,0,1,392,0,0,0
20.48,1778992268.495398,METERING,False,145,144,1,0,0,0,1,3,0
21.505,1778992269.520424,METERING,False,425,424,1,0,0,0,1,3,0
22.523,1778992270.53792,METERING,False,673,672,1,0,0,0,1,3,0
23.558,1778992271.572702,METERING,False,838,837,1,0,0,0,1,3,0
24.577,1778992272.591641,METERING,False,960,959,1,0,0,0,1,3,0
25.608,1778992273.623313,METERING,False,1201,1200,1,0,0,0,1,3,0
26.626,1778992274.640841,METERING,False,1481,1480,1,0,0,0,1,3,0
27.657,1778992275.671648,METERING,False,1697,1696,1,0,0,0,1,3,0
28.674,1778992276.689372,LOCKDOWN,True,1817,1816,1,0,0,0,1,3,3
29.694,1778992277.709069,LOCKDOWN,True,1999,1998,1,0,0,0,1,3,3
30.716,1778992278.731488,LOCKDOWN,True,2209,2208,1,0,0,0,1,3,3
31.735,1778992279.750544,METERING,False,2457,2456,1,0,0,0,1,3,2
32.752,1778992280.767465,METERING,False,2585,2584,1,0,0,0,1,3,2
33.774,1778992281.789111,METERING,False,2777,2776,1,0,0,0,1,3,2
34.8,1778992282.814826,METERING,False,3049,3048,1,0,0,0,1,3,2
35.817,1778992283.832469,METERING,False,3329,3328,1,0,0,0,1,3,2
36.848,1778992284.863255,METERING,False,3609,3608,1,0,0,0,1,3,2
37.872,1778992285.886889,NORMAL,False,3881,3880,1,0,0,0,1,3,2
38.9,1778992286.915542,NORMAL,False,4077,4076,1,0,0,0,1,3,2
39.922,1778992287.937495,NORMAL,False,4353,4352,1,0,0,0,1,3,2
40.94,1778992288.955273,NORMAL,False,4625,4624,1,0,0,0,1,3,2
41.963,1778992289.977727,NORMAL,False,4793,4792,1,0,0,0,1,3,2
42.984,1778992290.998667,NORMAL,False,4900,4899,1,0,0,0,1,3,2
44.005,1778992292.020392,NORMAL,False,5011,5010,1,0,0,0,1,3,2
45.026,1778992293.040721,NORMAL,False,5129,5128,1,0,0,0,1,3,2
46.055,1778992294.070396,NORMAL,False,5239,5238,1,0,0,0,1,3,2
47.076,1778992295.090639,NORMAL,False,5353,5352,1,0,0,0,1,3,2
48.1,1778992296.115515,NORMAL,False,5462,5461,1,0,0,0,1,3,2
49.123,1778992297.137678,NORMAL,False,5625,5624,1,0,0,0,1,3,2
50.152,1778992298.167494,NORMAL,False,5769,5768,1,0,0,0,1,3,2
51.17,1778992299.184962,NORMAL,False,5881,5880,1,0,0,0,1,3,2
52.187,1778992300.202395,NORMAL,False,6137,6136,1,0,0,0,1,3,2
53.208,1778992301.223305,NORMAL,False,6409,6408,1,0,0,0,1,3,2
54.227,1778992302.241847,NORMAL,False,6617,6616,1,0,0,0,1,3,2
55.244,1778992303.259461,NORMAL,False,6801,6800,1,0,0,0,1,3,2
56.266,1778992304.281049,NORMAL,False,7073,7072,1,0,0,0,1,3,2
57.296,1778992305.311462,NORMAL,False,7265,7264,1,0,0,0,1,3,2
58.314,1778992306.329032,NORMAL,False,7377,7376,1,0,0,0,1,3,2
59.344,1778992307.359503,NORMAL,False,7553,7552,1,0,0,0,1,3,2
60.365,1778992308.379646,NORMAL,False,7753,7752,1,0,0,0,1,3,2
61.394,1778992309.409131,NORMAL,False,8013,8012,1,0,0,0,1,3,2
62.416,1778992310.43072,NORMAL,False,8129,8128,1,0,0,0,1,3,2
63.438,1778992311.452614,NORMAL,False,8217,8216,1,0,0,0,1,3,2
64.455,1778992312.470491,NORMAL,False,8257,8256,1,0,0,0,1,3,2
65.474,1778992313.489027,NORMAL,False,8257,8256,1,0,0,0,1,3,2
66.491,1778992314.506353,NORMAL,False,8257,8256,1,0,0,0,1,3,2
67.511,1778992315.525964,NORMAL,False,8257,8256,1,0,0,0,1,3,2
68.536,1778992316.551282,NORMAL,False,8257,8256,1,0,0,0,1,3,2
69.554,1778992317.569264,NORMAL,False,8257,8256,1,0,0,0,1,3,2
70.58,1778992318.594794,NORMAL,False,8257,8256,1,0,0,0,1,3,2
71.599,1778992319.614099,NORMAL,False,8257,8256,1,0,0,0,1,3,2
72.624,1778992320.639506,NORMAL,False,8257,8256,1,0,0,0,1,3,2
73.642,1778992321.657264,NORMAL,False,8257,8256,1,0,0,0,1,3,2
74.66,1778992322.674692,NORMAL,False,8257,8256,1,0,0,0,1,3,2
75.677,1778992323.692564,NORMAL,False,8257,8256,1,0,0,0,1,3,2
76.695,1778992324.7098,NORMAL,False,8257,8256,1,0,0,0,1,3,2
77.712,1778992325.727526,NORMAL,False,8257,8256,1,0,0,0,1,3,2
78.738,1778992326.753252,NORMAL,False,8257,8256,1,0,0,0,1,3,2
79.757,1778992327.771693,NORMAL,False,8257,8256,1,0,0,0,1,3,2
80.783,1778992328.798318,NORMAL,False,8257,8256,1,0,0,0,1,3,2
81.801,1778992329.815658,NORMAL,False,8257,8256,1,0,0,0,1,3,2
82.847,1778992330.862432,NORMAL,False,8257,8256,1,0,0,0,1,3,2
83.865,1778992331.880376,NORMAL,False,8257,8256,1,0,0,0,1,3,2
84.883,1778992332.897814,NORMAL,False,8257,8256,1,0,0,0,1,3,2
85.9,1778992333.915071,NORMAL,False,8257,8256,1,0,0,0,1,3,2
86.918,1778992334.932949,NORMAL,False,8257,8256,1,0,0,0,1,3,2
87.935,1778992335.950201,NORMAL,False,8257,8256,1,0,0,0,1,3,2
88.953,1778992336.96767,NORMAL,False,8257,8256,1,0,0,0,1,3,2
89.979,1778992337.993907,NORMAL,False,8257,8256,1,0,0,0,1,3,2
