t,timestamp,ip,rtt_ms,reachable,loss_pct_last10
0.013,1778992248.027674,10.10.10.1,,0,100.0
0.013,1778992248.027674,10.10.10.2,,0,100.0
0.013,1778992248.027674,10.10.10.3,,0,100.0
11.112,1778992259.127188,10.10.10.1,,0,100.0
11.112,1778992259.127188,10.10.10.2,,0,100.0
11.112,1778992259.127188,10.10.10.3,,0,100.0
22.197,1778992270.211957,10.10.10.1,,0,100.0
22.197,1778992270.211957,10.10.10.2,,0,100.0
22.197,1778992270.211957,10.10.10.3,,0,100.0
33.305,1778992281.320263,10.10.10.1,,0,100.0
33.305,1778992281.320263,10.10.10.2,,0,100.0
33.305,1778992281.320263,10.10.10.3,,0,100.0
44.409,1778992292.424064,10.10.10.1,,0,100.0
44.409,1778992292.424064,10.10.10.2,,0,100.0
44.409,1778992292.424064,10.10.10.3,,0,100.0
55.503,1778992303.517848,10.10.10.1,,0,100.0
55.503,1778992303.517848,10.10.10.2,,0,100.0
55.503,1778992303.517848,10.10.10.3,,0,100.0
66.596,1778992314.610664,10.10.10.1,,0,100.0
66.596,1778992314.610664,10.10.10.2,,0,100.0
66.596,1778992314.610664,10.10.10.3,,0,100.0
77.682,1778992325.697474,10.10.10.1,,0,100.0
77.682,1778992325.697474,10.10.10.2,,0,100.0
77.682,1778992325.697474,10.10.10.3,,0,100.0
88.765,1778992336.780563,10.10.10.1,,0,100.0
88.765,1778992336.780563,10.10.10.2,,0,100.0
88.765,1778992336.780563,10.10.10.3,,0,100.0
