t,timestamp,packet_in_total,packet_in_rate,packet_in_threshold,controller_cpu_percent,connected_switches,known_hosts,learned_mac_entries,learned_flow_install_count,packet_out_count,mitigation_enabled,mitigation_active,attack_detected,manual_mitigation,mitigated_drop_count
0.006,1778992248.020694,0,0.0,300,0.85,4,3,8,0,0,True,False,False,False,0
1.064,1778992249.078658,0,0.0,300,0.89,4,3,8,0,0,True,False,False,False,0
2.082,1778992250.097185,0,0.0,300,0.9,4,3,8,0,0,True,False,False,False,0
3.109,1778992251.124124,0,0.0,300,0.94,4,3,8,0,0,True,False,False,False,0
4.127,1778992252.142224,0,0.0,300,0.99,4,3,8,0,0,True,False,False,False,0
5.155,1778992253.170283,0,0.0,300,1.01,4,3,8,0,0,True,False,False,False,0
6.173,1778992254.188223,0,0.0,300,0.97,4,3,8,0,0,True,False,False,False,0
7.191,1778992255.205672,0,0.0,300,0.95,4,3,8,0,0,True,False,False,False,0
8.208,1778992256.223513,0,0.0,300,0.99,4,3,8,0,0,True,False,False,False,0
9.226,1778992257.240772,0,0.0,300,1.0,4,3,8,0,0,True,False,False,False,0
10.243,1778992258.25809,0,0.0,300,0.97,4,3,8,0,0,True,False,False,False,0
11.261,1778992259.27625,0,0.0,300,0.95,4,3,8,0,0,True,False,False,False,0
12.288,1778992260.302979,0,0.0,300,0.96,4,3,8,0,0,True,False,False,False,0
13.305,1778992261.320256,0,0.0,300,1.03,4,3,8,0,0,True,False,False,False,0
14.331,1778992262.346543,0,0.0,300,0.99,4,3,8,0,0,True,False,False,False,0
15.349,1778992263.363672,0,0.0,300,0.97,4,3,8,0,0,True,False,False,False,0
16.388,1778992264.403515,0,0.0,300,0.97,4,3,8,0,0,True,False,False,False,0
17.406,1778992265.421078,0,0.0,300,0.94,4,3,8,0,0,True,False,False,False,0
18.423,1778992266.438395,0,0.0,300,1.0,4,3,8,0,0,True,False,False,False,0
19.44,1778992267.455465,371,123.67,300,12.14,4,4,11,0,371,True,False,False,False,0
20.48,1778992268.495398,1110,370.0,300,25.59,4,3,8,0,973,True,True,True,False,137
21.505,1778992269.520424,1398,466.0,300,26.09,4,3,8,0,973,True,True,True,False,425
22.523,1778992270.53792,1638,397.67,300,24.76,4,3,8,0,973,True,True,True,False,665
23.558,1778992271.572702,1811,225.33,300,22.32,4,3,8,0,973,True,True,True,False,838
24.577,1778992272.591641,1929,174.33,300,19.93,4,3,8,0,973,True,True,True,False,956
25.608,1778992273.623313,2174,168.0,300,21.27,4,3,8,0,973,True,True,True,False,1201
26.626,1778992274.640841,2449,209.33,300,22.13,4,3,8,0,973,True,True,True,False,1476
27.657,1778992275.671648,2670,244.0,300,21.74,4,3,8,0,973,True,True,True,False,1697
28.674,1778992276.689372,2790,200.0,300,19.36,4,3,8,0,973,True,True,True,False,1817
29.694,1778992277.709069,2966,166.67,300,19.03,4,3,8,0,973,True,True,True,False,1993
30.716,1778992278.731488,3180,167.33,300,19.44,4,3,8,0,973,True,True,True,False,2207
31.735,1778992279.750544,3430,210.67,300,20.58,4,3,8,0,973,True,True,False,False,2457
32.752,1778992280.767465,3555,191.0,300,18.89,4,3,8,0,973,True,True,False,False,2582
33.774,1778992281.789111,3750,187.67,300,19.13,4,3,8,0,973,True,True,False,False,2777
34.8,1778992282.814826,4022,192.0,300,20.52,4,3,8,0,973,True,True,False,False,3049
35.817,1778992283.832469,4297,243.67,300,21.81,4,3,8,0,973,True,True,False,False,3324
36.848,1778992284.863255,4574,271.0,300,22.62,4,3,8,0,973,True,True,False,False,3601
37.872,1778992285.886889,4853,269.33,300,23.31,4,3,8,0,973,True,True,False,False,3880
38.9,1778992286.915542,5046,242.67,300,22.17,4,3,8,0,973,True,True,False,False,4073
39.922,1778992287.937495,5326,242.67,300,23.19,4,3,8,0,973,True,True,False,False,4353
40.94,1778992288.955273,5595,241.67,300,23.86,4,3,8,0,973,True,True,False,False,4622
41.963,1778992289.977727,5763,232.67,300,22.06,4,3,8,0,973,True,True,False,False,4790
42.984,1778992290.998667,5872,176.67,300,19.57,4,3,8,0,973,True,True,False,False,4899
44.005,1778992292.020392,5982,123.67,300,17.91,4,3,8,0,973,True,True,False,False,5009
45.026,1778992293.040721,6099,109.33,300,16.96,4,3,8,0,973,True,True,False,False,5126
46.055,1778992294.070396,6210,110.67,300,16.1,4,3,8,0,973,True,True,False,False,5237
47.076,1778992295.090639,6326,111.67,300,15.43,4,3,8,0,973,True,True,False,False,5353
48.1,1778992296.115515,6432,107.67,300,14.92,4,3,8,0,973,True,True,False,False,5459
49.123,1778992297.137678,6591,124.33,300,15.51,4,3,8,0,973,True,True,False,False,5618
50.152,1778992298.167494,6742,136.0,300,15.81,4,3,8,0,973,True,True,False,False,5769
51.17,1778992299.184962,6854,137.67,300,15.22,4,3,8,0,973,True,True,False,False,5881
52.187,1778992300.202395,7110,165.33,300,17.96,4,3,8,0,973,True,True,False,False,6137
53.208,1778992301.223305,7382,212.0,300,20.06,4,3,8,0,973,True,True,False,False,6409
54.227,1778992302.241847,7590,242.67,300,20.21,4,3,8,0,973,True,True,False,False,6617
55.244,1778992303.259461,7770,216.0,300,19.76,4,3,8,0,973,True,True,False,False,6797
56.266,1778992304.281049,8038,213.33,300,21.24,4,3,8,0,973,True,True,False,False,7065
57.296,1778992305.311462,8238,213.33,300,20.95,4,3,8,0,973,True,True,False,False,7265
58.314,1778992306.329032,8346,185.33,300,18.76,4,3,8,0,973,True,True,False,False,7373
59.344,1778992307.359503,8524,154.0,300,18.88,4,3,8,0,973,True,True,False,False,7551
60.365,1778992308.379646,8726,160.0,300,19.37,4,3,8,0,973,True,True,False,False,7753
61.394,1778992309.409131,8983,208.33,300,20.78,4,3,8,0,973,True,True,False,False,8010
62.416,1778992310.43072,9098,188.67,300,19.0,4,3,8,0,973,True,True,False,False,8125
63.438,1778992311.452614,9190,149.33,300,16.75,4,3,8,0,973,True,True,False,False,8217
64.455,1778992312.470491,9230,80.0,300,13.68,4,3,8,0,973,True,True,False,False,8257
65.474,1778992313.489027,9230,42.0,300,10.22,4,3,8,0,973,True,True,False,False,8257
66.491,1778992314.506353,9230,12.33,300,7.76,4,3,8,0,973,True,True,False,False,8257
67.511,1778992315.525964,9230,0.0,300,6.06,4,3,8,0,973,True,True,False,False,8257
68.536,1778992316.551282,9230,0.0,300,4.77,4,3,8,0,973,True,True,False,False,8257
69.554,1778992317.569264,9230,0.0,300,3.73,4,3,8,0,973,True,True,False,False,8257
70.58,1778992318.594794,9230,0.0,300,2.89,4,3,8,0,973,True,True,False,False,8257
71.599,1778992319.614099,9230,0.0,300,2.36,4,3,8,0,973,True,True,False,False,8257
72.624,1778992320.639506,9230,0.0,300,1.94,4,3,8,0,973,True,True,False,False,8257
73.642,1778992321.657264,9230,0.0,300,1.67,4,3,8,0,973,True,True,False,False,8257
74.66,1778992322.674692,9230,0.0,300,1.43,4,3,8,0,973,True,True,False,False,8257
75.677,1778992323.692564,9230,0.0,300,1.31,4,3,8,0,973,True,True,False,False,8257
76.695,1778992324.7098,9230,0.0,300,1.19,4,3,8,0,973,True,True,False,False,8257
77.712,1778992325.727526,9230,0.0,300,1.1,4,3,8,0,973,True,True,False,False,8257
78.738,1778992326.753252,9230,0.0,300,1.09,4,3,8,0,973,True,True,False,False,8257
79.757,1778992327.771693,9230,0.0,300,1.06,4,3,8,0,973,True,True,False,False,8257
80.783,1778992328.798318,9230,0.0,300,1.04,4,3,8,0,973,True,True,False,False,8257
