t,timestamp,packet_in_total,packet_in_rate,packet_in_threshold,controller_cpu_percent,connected_switches,known_hosts,learned_mac_entries,learned_flow_install_count,packet_out_count,mitigation_enabled,mitigation_active,attack_detected,manual_mitigation,mitigated_drop_count
0.003,1778992443.789677,0,0.0,300,0.83,4,3,8,0,0,True,False,False,False,0
1.061,1778992444.847143,0,0.0,300,0.86,4,3,8,0,0,True,False,False,False,0
2.079,1778992445.865223,0,0.0,300,0.88,4,3,8,0,0,True,False,False,False,0
3.117,1778992446.903592,0,0.0,300,0.99,4,3,8,0,0,True,False,False,False,0
4.135,1778992447.921634,0,0.0,300,0.97,4,3,8,0,0,True,False,False,False,0
5.161,1778992448.947753,0,0.0,300,0.95,4,3,8,0,0,True,False,False,False,0
6.179,1778992449.965374,0,0.0,300,0.94,4,3,8,0,0,True,False,False,False,0
7.197,1778992450.982978,0,0.0,300,0.94,4,3,8,0,0,True,False,False,False,0
8.214,1778992452.000865,0,0.0,300,0.99,4,3,8,0,0,True,False,False,False,0
9.233,1778992453.019376,0,0.0,300,0.95,4,3,8,0,0,True,False,False,False,0
10.251,1778992454.03698,0,0.0,300,0.93,4,3,8,0,0,True,False,False,False,0
11.269,1778992455.055819,0,0.0,300,0.96,4,3,8,0,0,True,False,False,False,0
12.295,1778992456.081813,0,0.0,300,0.95,4,3,8,0,0,True,False,False,False,0
13.313,1778992457.099545,0,0.0,300,1.01,4,3,8,0,0,True,False,False,False,0
14.339,1778992458.125801,0,0.0,300,0.99,4,3,8,0,0,True,False,False,False,0
15.357,1778992459.14366,0,0.0,300,0.98,4,3,8,0,0,True,False,False,False,0
16.394,1778992460.180039,0,0.0,300,0.96,4,3,8,0,0,True,False,False,False,0
17.411,1778992461.197383,0,0.0,300,0.94,4,3,8,0,0,True,False,False,False,0
18.43,1778992462.216231,0,0.0,300,1.03,4,3,8,0,0,True,False,False,False,0
19.447,1778992463.233351,0,0.0,300,0.98,4,3,8,0,0,True,False,False,False,0
20.465,1778992464.251456,805,268.33,300,23.07,4,4,11,0,805,True,False,False,False,0
21.487,1778992465.273698,1190,396.67,300,29.49,4,3,8,0,1011,True,True,True,False,179
22.508,1778992466.294738,1478,478.0,300,29.71,4,3,8,0,1011,True,True,True,False,467
23.533,1778992467.319504,1670,274.33,300,27.03,4,3,8,0,1011,True,True,True,False,659
24.551,1778992468.33712,1828,202.0,300,23.54,4,3,8,0,1011,True,True,True,False,817
25.58,1778992469.366364,1990,163.0,300,22.31,4,3,8,0,1011,True,True,True,False,979
26.597,1778992470.383559,2342,224.0,300,26.5,4,3,8,0,1011,True,True,True,False,1331
27.626,1778992471.412694,2514,228.0,300,25.01,4,3,8,0,1011,True,True,True,False,1503
28.654,1778992472.440225,2758,245.33,300,25.51,4,3,8,0,1011,True,True,True,False,1747
29.671,1778992473.457618,2895,179.67,300,23.13,4,3,8,0,1011,True,True,True,False,1884
30.692,1778992474.478535,3029,165.0,300,21.17,4,3,8,0,1011,True,True,True,False,2018
31.713,1778992475.499478,3172,137.67,300,20.28,4,3,8,0,1011,True,True,True,False,2161
32.734,1778992476.520931,3403,163.67,300,21.71,4,3,8,0,1011,True,True,False,False,2392
33.754,1778992477.540648,3558,170.67,300,21.0,4,3,8,0,1011,True,True,False,False,2547
34.78,1778992478.56636,3695,173.67,300,19.88,4,3,8,0,1011,True,True,False,False,2684
35.801,1778992479.586948,3861,146.0,300,19.53,4,3,8,0,1011,True,True,False,False,2850
36.833,1778992480.619152,4187,208.33,300,23.1,4,3,8,0,1011,True,True,False,False,3176
37.857,1778992481.643657,4550,278.33,300,26.7,4,3,8,0,1011,True,True,False,False,3539
38.881,1778992482.667471,4835,319.0,300,27.65,4,3,8,0,1011,True,True,True,False,3824
39.901,1778992483.687394,4966,254.67,300,23.97,4,3,8,0,1011,True,True,True,False,3955
40.919,1778992484.704986,5110,183.67,300,22.03,4,3,8,0,1011,True,True,True,False,4099
41.938,1778992485.724617,5438,200.0,300,25.47,4,3,8,0,1011,True,True,True,False,4427
42.963,1778992486.749595,5702,242.0,300,26.05,4,3,8,0,1011,True,True,True,False,4691
43.981,1778992487.76704,5862,245.33,300,24.18,4,3,8,0,1011,True,True,True,False,4851
44.999,1778992488.785318,6118,222.67,300,25.04,4,3,8,0,1011,True,True,True,False,5107
46.028,1778992489.81464,6470,256.0,300,27.84,4,3,8,0,1011,True,True,True,False,5459
47.046,1778992490.832398,6790,309.33,300,29.19,4,3,8,0,1011,True,True,True,False,5779
