t,timestamp,ip,rtt_ms,reachable,loss_pct_last10
0.009,1778992443.795917,10.10.10.1,,0,100.0
0.009,1778992443.795917,10.10.10.2,,0,100.0
0.009,1778992443.795917,10.10.10.3,,0,100.0
11.13,1778992454.916653,10.10.10.1,,0,100.0
11.13,1778992454.916653,10.10.10.2,,0,100.0
11.13,1778992454.916653,10.10.10.3,,0,100.0
22.213,1778992465.998973,10.10.10.1,,0,100.0
22.213,1778992465.998973,10.10.10.2,,0,100.0
22.213,1778992465.998973,10.10.10.3,,0,100.0
33.305,1778992477.091898,10.10.10.1,,0,100.0
33.305,1778992477.091898,10.10.10.2,,0,100.0
33.305,1778992477.091898,10.10.10.3,,0,100.0
44.409,1778992488.194935,10.10.10.1,,0,100.0
44.409,1778992488.194935,10.10.10.2,,0,100.0
44.409,1778992488.194935,10.10.10.3,,0,100.0
55.538,1778992499.324392,10.10.10.1,,0,100.0
55.538,1778992499.324392,10.10.10.2,,0,100.0
55.538,1778992499.324392,10.10.10.3,,0,100.0
66.654,1778992510.440145,10.10.10.1,,0,100.0
66.654,1778992510.440145,10.10.10.2,,0,100.0
66.654,1778992510.440145,10.10.10.3,,0,100.0
77.739,1778992521.525016,10.10.10.1,,0,100.0
77.739,1778992521.525016,10.10.10.2,,0,100.0
77.739,1778992521.525016,10.10.10.3,,0,100.0
88.839,1778992532.625485,10.10.10.1,,0,100.0
88.839,1778992532.625485,10.10.10.2,,0,100.0
88.839,1778992532.625485,10.10.10.3,,0,100.0
