t,timestamp,ip,rtt_ms,reachable,loss_pct_last10
0.009,1778981430.270609,10.10.10.1,,0,100.0
0.009,1778981430.270609,10.10.10.2,,0,100.0
0.009,1778981430.270609,10.10.10.3,,0,100.0
11.114,1778981441.375734,10.10.10.1,,0,100.0
11.114,1778981441.375734,10.10.10.2,,0,100.0
11.114,1778981441.375734,10.10.10.3,,0,100.0
22.196,1778981452.457922,10.10.10.1,,0,100.0
22.196,1778981452.457922,10.10.10.2,,0,100.0
22.196,1778981452.457922,10.10.10.3,,0,100.0
33.302,1778981463.563567,10.10.10.1,,0,100.0
33.302,1778981463.563567,10.10.10.2,,0,100.0
33.302,1778981463.563567,10.10.10.3,,0,100.0
44.41,1778981474.671672,10.10.10.1,,0,100.0
44.41,1778981474.671672,10.10.10.2,,0,100.0
44.41,1778981474.671672,10.10.10.3,,0,100.0
55.513,1778981485.775048,10.10.10.1,,0,100.0
55.513,1778981485.775048,10.10.10.2,,0,100.0
55.513,1778981485.775048,10.10.10.3,,0,100.0
66.63,1778981496.891762,10.10.10.1,,0,100.0
66.63,1778981496.891762,10.10.10.2,,0,100.0
66.63,1778981496.891762,10.10.10.3,,0,100.0
77.713,1778981507.974773,10.10.10.1,,0,100.0
77.713,1778981507.974773,10.10.10.2,,0,100.0
77.713,1778981507.974773,10.10.10.3,,0,100.0
88.824,1778981519.086001,10.10.10.1,,0,100.0
88.824,1778981519.086001,10.10.10.2,,0,100.0
88.824,1778981519.086001,10.10.10.3,,0,100.0
