t,timestamp,iface,rx_pps,tx_pps,total_pps,rx_packets,tx_packets,rx_mbps,tx_mbps,total_mbps,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors
0.002,1778981430.264185,eth0,2403.8422,5208.3248,7612.167,1175258,1138413,1.0,6.3397,7.3397,628742068,125155114,0,0,0,0
1.058,1778981431.319543,eth0,36.0067,38.8494,74.8561,1175296,1138454,0.0459,0.0605,0.1064,628748124,125163098,0,0,0,0
2.076,1778981432.337748,eth0,20.6245,26.5173,47.1418,1175317,1138481,0.0281,0.0267,0.0548,628751696,125166500,0,0,0,0
3.105,1778981433.366217,eth0,14.5848,16.5294,31.1142,1175332,1138498,0.0091,0.0162,0.0252,628752860,125168582,0,0,0,0
4.122,1778981434.383669,eth0,10.8113,17.6913,28.5026,1175343,1138516,0.0067,0.0193,0.026,628753708,125171042,0,0,0,0
5.148,1778981435.409526,eth0,8.7732,13.6471,22.4203,1175352,1138530,0.0057,0.0146,0.0203,628754444,125172910,0,0,0,0
6.166,1778981436.427277,eth0,9.8256,15.7209,25.5465,1175362,1138546,0.0064,0.017,0.0234,628755256,125175070,0,0,0,0
7.183,1778981437.445051,eth0,8.8428,14.738,23.5809,1175371,1138561,0.0059,0.0163,0.0222,628756008,125177148,0,0,0,0
8.201,1778981438.462268,eth0,13.763,17.6953,31.4584,1175385,1138579,0.0081,0.0179,0.026,628757036,125179428,0,0,0,0
9.218,1778981439.479279,eth0,10.816,15.7324,26.5484,1175396,1138595,0.0068,0.0169,0.0237,628757900,125181580,0,0,0,0
10.235,1778981440.496251,eth0,9.8331,15.733,25.5661,1175406,1138611,0.0062,0.0168,0.023,628758692,125183712,0,0,0,0
11.252,1778981441.514084,eth0,8.8423,16.7021,25.5445,1175415,1138628,0.0059,0.0188,0.0247,628759444,125186098,0,0,0,0
12.28,1778981442.541386,eth0,8.7608,13.6279,22.3887,1175424,1138642,0.0059,0.0145,0.0204,628760196,125187966,0,0,0,0
13.298,1778981443.559266,eth0,12.7716,18.6662,31.4379,1175437,1138661,0.0077,0.0199,0.0276,628761172,125190500,0,0,0,0
14.323,1778981444.584289,eth0,11.7071,15.6094,27.3165,1175449,1138677,0.0071,0.0156,0.0226,628762076,125192496,0,0,0,0
15.341,1778981445.602316,eth0,12.7698,22.5927,35.3625,1175462,1138700,0.0077,0.026,0.0337,628763052,125195806,0,0,0,0
16.381,1778981446.642819,eth0,26.91,30.7543,57.6644,1175490,1138732,0.0365,0.042,0.0786,628767804,125201273,0,0,0,0
17.399,1778981447.660197,eth0,15.7267,21.6242,37.3509,1175506,1138754,0.0085,0.02,0.0285,628768891,125203812,0,0,0,0
18.417,1778981448.678816,eth0,15.7075,18.6527,34.3602,1175522,1138773,0.0103,0.0187,0.029,628770199,125206194,0,0,0,0
19.434,1778981449.695455,eth0,584.2779,682.6412,1266.9191,1176116,1139467,1.1437,0.5802,1.7239,628915537,125279930,0,0,0,0
20.488,1778981450.749915,eth0,285.4542,157.4266,442.8808,1176417,1139633,0.5999,0.0914,0.6913,628994607,125291974,0,0,0,0
21.517,1778981451.7791,eth0,371.1675,354.6495,725.817,1176799,1139998,1.1741,0.1957,1.3699,629145659,125317156,0,0,0,0
22.539,1778981452.801058,eth0,161.4548,155.5837,317.0385,1176964,1140157,0.5378,0.0908,0.6286,629214363,125328758,0,0,0,0
