t,timestamp,iface,rx_pps,tx_pps,total_pps,rx_packets,tx_packets,rx_mbps,tx_mbps,total_mbps,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors
0.003,1778981234.739205,eth0,2648.158,4918.0078,7566.1658,1156866,1122592,1.0774,5.8532,6.9306,622652546,123793982,0,0,0,0
1.059,1778981235.795447,eth0,41.6571,42.6039,84.261,1156910,1122637,0.0481,0.0627,0.1108,622658902,123802258,0,0,0,0
2.078,1778981236.814211,eth0,18.6501,26.5027,45.1528,1156929,1122664,0.0273,0.0263,0.0536,622662382,123805606,0,0,0,0
3.114,1778981237.850647,eth0,8.6836,12.543,21.2266,1156938,1122677,0.0061,0.0144,0.0205,622663166,123807474,0,0,0,0
4.131,1778981238.867698,eth0,9.8323,16.715,26.5473,1156948,1122694,0.0061,0.0175,0.0236,622663942,123809704,0,0,0,0
5.157,1778981239.894013,eth0,9.7436,15.5898,25.3334,1156958,1122710,0.006,0.0165,0.0225,622664706,123811824,0,0,0,0
6.175,1778981240.911814,eth0,14.7377,19.6502,34.3879,1156973,1122730,0.0085,0.0191,0.0276,622665786,123814256,0,0,0,0
7.193,1778981241.929228,eth0,8.846,16.709,25.555,1156982,1122747,0.0059,0.0174,0.0233,622666538,123816466,0,0,0,0
8.211,1778981242.947238,eth0,11.7877,18.6639,30.4516,1156994,1122766,0.0085,0.0183,0.0268,622667618,123818796,0,0,0,0
9.229,1778981243.965305,eth0,10.8048,16.6983,27.5031,1157005,1122783,0.0072,0.0173,0.0245,622668538,123820994,0,0,0,0
10.246,1778981244.982735,eth0,8.8458,14.743,23.5888,1157014,1122798,0.0059,0.0163,0.0223,622669290,123823072,0,0,0,0
11.264,1778981246.000273,eth0,16.707,22.6036,39.3106,1157031,1122821,0.0095,0.0227,0.0322,622670498,123825958,0,0,0,0
12.291,1778981247.027893,eth0,14.5968,19.4624,34.0593,1157046,1122841,0.0165,0.0304,0.0469,622672616,123829867,0,0,0,0
13.31,1778981248.04634,eth0,15.7102,23.5653,39.2755,1157062,1122865,0.0104,0.0245,0.0349,622673936,123832986,0,0,0,0
14.335,1778981249.071494,eth0,9.7546,14.6319,24.3866,1157072,1122880,0.0063,0.015,0.0213,622674740,123834908,0,0,0,0
15.353,1778981250.089368,eth0,10.8068,20.6312,31.4381,1157083,1122901,0.0067,0.0243,0.0311,622675596,123838006,0,0,0,0
16.388,1778981251.124177,eth0,32.8563,34.789,67.6453,1157117,1122937,0.0387,0.045,0.0837,622680600,123843825,0,0,0,0
17.405,1778981252.141823,eth0,8.8439,14.7399,23.5839,1157126,1122952,0.0059,0.0163,0.0222,622681352,123845903,0,0,0,0
18.422,1778981253.158958,eth0,9.8315,15.7305,25.562,1157136,1122968,0.0068,0.0169,0.0237,622682220,123848047,0,0,0,0
19.44,1778981254.176144,eth0,17.6959,17.6959,35.3918,1157154,1122986,0.019,0.0181,0.0371,622684630,123850351,0,0,0,0
20.462,1778981255.198536,eth0,533.0635,514.4796,1047.5431,1157699,1123512,0.8133,0.4219,1.2352,622788564,123904275,0,0,0,0
21.481,1778981256.217208,eth0,177.6824,164.9207,342.6032,1157880,1123680,0.2947,0.1052,0.3999,622826090,123917667,0,0,0,0
22.502,1778981257.238354,eth0,154.728,152.7695,307.4975,1158038,1123836,0.3476,0.0894,0.437,622870460,123929083,0,0,0,0
23.53,1778981258.266166,eth0,131.347,117.7258,249.0728,1158173,1123957,0.4326,0.0707,0.5034,622926044,123938169,0,0,0,0
24.549,1778981259.28549,eth0,124.5924,110.8578,235.4501,1158300,1124070,0.4358,0.0674,0.5032,622981568,123946763,0,0,0,0
25.575,1778981260.311087,eth0,153.0816,101.4044,254.486,1158457,1124174,0.5036,0.0621,0.5656,623046124,123954723,0,0,0,0
26.592,1778981261.328636,eth0,285.9812,219.154,505.1351,1158748,1124397,0.9084,0.1245,1.0329,623161670,123970561,0,0,0,0
27.628,1778981262.364188,eth0,187.3398,144.8503,332.1901,1158942,1124547,0.3568,0.0849,0.4417,623207860,123981549,0,0,0,0
28.647,1778981263.383461,eth0,136.3716,113.8065,250.1781,1159081,1124663,0.4116,0.0713,0.4829,623260304,123990629,0,0,0,0
29.671,1778981264.407181,eth0,138.7099,103.544,242.254,1159223,1124769,0.4,0.0637,0.4637,623311484,123998785,0,0,0,0
30.693,1778981265.429253,eth0,125.2358,92.9484,218.1842,1159351,1124864,0.3817,0.0576,0.4392,623360244,124006143,0,0,0,0
31.715,1778981266.451348,eth0,127.1897,96.8599,224.0496,1159481,1124963,0.3798,0.0597,0.4395,623408768,124013765,0,0,0,0
32.734,1778981267.470703,eth0,121.6455,98.1012,219.7467,1159605,1125063,0.2076,0.0621,0.2697,623435220,124021677,0,0,0,0
33.752,1778981268.488078,eth0,129.7457,81.5825,211.3282,1159737,1125146,0.2188,0.0519,0.2708,623463046,124028283,0,0,0,0
34.779,1778981269.515062,eth0,125.6106,97.3725,222.9831,1159866,1125246,0.3631,0.06,0.4232,623509664,124035987,0,0,0,0
35.799,1778981270.535573,eth0,126.4073,103.8695,230.2768,1159995,1125352,0.3725,0.0635,0.436,623557180,124044091,0,0,0,0
36.824,1778981271.560336,eth0,110.2694,91.7285,201.998,1160108,1125446,0.3348,0.0568,0.3916,623600060,124051371,0,0,0,0
37.843,1778981272.579144,eth0,134.4709,106.9878,241.4587,1160245,1125555,0.4026,0.0652,0.4678,623651336,124059673,0,0,0,0
38.873,1778981273.610017,eth0,128.0467,96.035,224.0818,1160377,1125654,0.2745,0.0592,0.3337,623686712,124067303,0,0,0,0
39.894,1778981274.630509,eth0,190.1045,149.9278,340.0323,1160571,1125807,0.3666,0.0878,0.4544,623733480,124078505,0,0,0,0
40.912,1778981275.648968,eth0,171.8282,138.4445,310.2727,1160746,1125948,0.4849,0.1143,0.5992,623795208,124093057,0,0,0,0
41.934,1778981276.670724,eth0,147.7847,117.4448,265.2295,1160897,1126068,0.424,0.0734,0.4974,623849356,124102433,0,0,0,0
42.951,1778981277.687761,eth0,187.8005,150.4371,338.2376,1161088,1126221,0.6449,0.0886,0.7335,623931339,124113698,0,0,0,0
43.968,1778981278.704969,eth0,134.6824,105.1899,239.8723,1161225,1126328,0.3831,0.0679,0.4509,623980047,124122328,0,0,0,0
44.987,1778981279.723946,eth0,143.281,113.8397,257.1206,1161371,1126444,0.3644,0.069,0.4334,624026457,124131120,0,0,0,0
46.011,1778981280.747498,eth0,207.1218,159.2493,366.3711,1161583,1126607,0.4081,0.0926,0.5007,624078671,124142966,0,0,0,0
47.031,1778981281.767667,eth0,240.1562,179.382,419.5382,1161828,1126790,0.9042,0.1035,1.0077,624193979,124156164,0,0,0,0
48.055,1778981282.792029,eth0,130.8132,99.5742,230.3874,1161962,1126892,0.3776,0.0636,0.4412,624242323,124164308,0,0,0,0
49.073,1778981283.809664,eth0,124.7991,97.2843,222.0834,1162089,1126991,0.3771,0.0602,0.4373,624290295,124171962,0,0,0,0
50.098,1778981284.834239,eth0,122.9778,103.4575,226.4354,1162215,1127097,0.3455,0.0636,0.4091,624334538,124180109,0,0,0,0
51.118,1778981285.85462,eth0,145.044,112.7031,257.7471,1162363,1127212,0.394,0.068,0.462,624384792,124188787,0,0,0,0
52.143,1778981286.879387,eth0,176.6254,134.6647,311.2902,1162544,1127350,0.3168,0.081,0.3978,624425372,124199159,0,0,0,0
53.162,1778981287.898192,eth0,126.619,101.0989,227.7178,1162673,1127453,0.3361,0.0626,0.3987,624468178,124207125,0,0,0,0
54.179,1778981288.915507,eth0,140.566,103.2128,243.7788,1162816,1127558,0.4185,0.0631,0.4816,624521402,124215143,0,0,0,0
55.2,1778981289.936707,eth0,127.3012,98.9033,226.2045,1162946,1127659,0.3618,0.0609,0.4227,624567590,124222913,0,0,0,0
56.222,1778981290.958419,eth0,121.365,100.8113,222.1763,1163070,1127762,0.3558,0.062,0.4178,624613026,124230831,0,0,0,0
57.246,1778981291.982929,eth0,164.9568,103.464,268.4208,1163239,1127868,0.3891,0.0632,0.4522,624662850,124238923,0,0,0,0
58.269,1778981293.005189,eth0,270.9684,132.0604,403.0288,1163516,1128003,0.777,0.0785,0.8555,624762142,124248953,0,0,0,0
59.306,1778981294.042619,eth0,239.0522,123.3818,362.434,1163764,1128131,0.9015,0.0734,0.9748,624879042,124258465,0,0,0,0
60.325,1778981295.061681,eth0,155.0446,100.0921,255.1367,1163922,1128233,0.4855,0.0618,0.5472,624940882,124266333,0,0,0,0
61.355,1778981296.091512,eth0,119.4371,94.1902,213.6272,1164045,1128330,0.3446,0.0581,0.4027,624985246,124273811,0,0,0,0
62.372,1778981297.109002,eth0,135.6278,90.4185,226.0463,1164183,1128422,0.3491,0.0564,0.4055,625029648,124280979,0,0,0,0
63.392,1778981298.129053,eth0,113.7198,88.2309,201.9507,1164299,1128512,0.201,0.0732,0.2742,625055280,124290310,0,0,0,0
64.41,1778981299.146503,eth0,86.4907,88.4564,174.9472,1164387,1128602,0.1304,0.0582,0.1887,625071868,124297718,0,0,0,0
65.429,1778981300.165119,eth0,14.7259,18.6528,33.3786,1164402,1128621,0.0101,0.0185,0.0286,625073148,124300076,0,0,0,0
66.446,1778981301.182498,eth0,12.7779,18.6754,31.4534,1164415,1128640,0.0104,0.0184,0.0289,625074476,124302418,0,0,0,0
67.463,1778981302.199738,eth0,13.7627,20.6441,34.4068,1164429,1128661,0.0103,0.0198,0.03,625075780,124304932,0,0,0,0
68.487,1778981303.223678,eth0,11.7194,17.5791,29.2986,1164441,1128679,0.0093,0.0178,0.0271,625076972,124307208,0,0,0,0
69.504,1778981304.240967,eth0,21.6261,29.4902,51.1163,1164463,1128709,0.0141,0.0288,0.0429,625078764,124310868,0,0,0,0
70.533,1778981305.269962,eth0,11.6619,17.4928,29.1547,1164475,1128727,0.0093,0.0177,0.027,625079956,124313144,0,0,0,0
71.553,1778981306.289106,eth0,13.737,22.568,36.305,1164489,1128750,0.0098,0.0235,0.0332,625081200,124316134,0,0,0,0
72.579,1778981307.315787,eth0,10.7141,15.5842,26.2983,1164500,1128766,0.0093,0.0151,0.0244,625082392,124318070,0,0,0,0
73.596,1778981308.333032,eth0,13.7627,20.644,34.4067,1164514,1128787,0.01,0.0204,0.0305,625083668,124320668,0,0,0,0
74.614,1778981309.350843,eth0,20.6325,23.58,44.2125,1164535,1128811,0.0136,0.0216,0.0352,625085399,124323411,0,0,0,0
75.632,1778981310.368574,eth0,15.7212,24.5644,40.2857,1164551,1128836,0.0109,0.0249,0.0359,625086787,124326585,0,0,0,0
76.651,1778981311.387703,eth0,11.7748,17.6622,29.4369,1164563,1128854,0.0094,0.0179,0.0272,625087979,124328861,0,0,0,0
77.668,1778981312.404703,eth0,11.7994,17.6991,29.4985,1164575,1128872,0.0094,0.0179,0.0273,625089171,124331137,0,0,0,0
78.686,1778981313.422329,eth0,12.7748,19.6536,32.4284,1164588,1128892,0.0103,0.0192,0.0295,625090479,124333577,0,0,0,0
79.711,1778981314.447886,eth0,31.2026,36.078,67.2805,1164620,1128929,0.0273,0.0431,0.0705,625093985,124339103,0,0,0,0
80.751,1778981315.487291,eth0,12.5072,20.2039,32.711,1164633,1128950,0.0097,0.0205,0.0302,625095245,124341769,0,0,0,0
81.777,1778981316.513386,eth0,11.6948,17.5422,29.237,1164645,1128968,0.0093,0.0169,0.0262,625096437,124343933,0,0,0,0
82.818,1778981317.554291,eth0,13.4498,19.2141,32.6639,1164659,1128988,0.0098,0.0183,0.0282,625097717,124346317,0,0,0,0
83.835,1778981318.571491,eth0,11.7971,17.6956,29.4927,1164671,1129006,0.0094,0.0179,0.0273,625098909,124348593,0,0,0,0
84.852,1778981319.588601,eth0,18.6804,21.6299,40.3103,1164690,1129028,0.0132,0.0202,0.0334,625100589,124351157,0,0,0,0
85.869,1778981320.605783,eth0,13.7635,19.6622,33.4257,1164704,1129048,0.0102,0.0189,0.0291,625101885,124353565,0,0,0,0
86.887,1778981321.623596,eth0,12.7725,18.6675,31.44,1164717,1129067,0.0097,0.0183,0.028,625103117,124355895,0,0,0,0
87.904,1778981322.64077,eth0,11.7974,18.6792,30.4766,1164729,1129086,0.0094,0.0184,0.0278,625104309,124358237,0,0,0,0
88.921,1778981323.65797,eth0,15.7294,22.6111,38.3405,1164745,1129109,0.0109,0.0223,0.0331,625105693,124361067,0,0,0,0
89.947,1778981324.683971,eth0,15.5945,18.5185,34.113,1164761,1129128,0.0118,0.0168,0.0286,625107209,124363217,0,0,0,0
