t,timestamp,phase,lockdown_active,mitigated_drop_count,dropped_unknown_count,dropped_overrate_count,dropped_unknown_destination_count,trusted_source_count,source_seen_count_total,mitigated_source_count,rate_limited_ports_count,escalated_ports_count
0.003,1778981234.739205,NORMAL,False,0,0,0,0,0,0,0,0,0
1.059,1778981235.795447,NORMAL,False,0,0,0,0,0,0,0,0,0
2.078,1778981236.814211,NORMAL,False,0,0,0,0,0,0,0,0,0
3.114,1778981237.850647,NORMAL,False,0,0,0,0,0,0,0,0,0
4.131,1778981238.867698,NORMAL,False,0,0,0,0,0,0,0,0,0
5.157,1778981239.894013,NORMAL,False,0,0,0,0,0,0,0,0,0
6.175,1778981240.911814,NORMAL,False,0,0,0,0,0,0,0,0,0
7.193,1778981241.929228,NORMAL,False,0,0,0,0,0,0,0,0,0
8.211,1778981242.947238,NORMAL,False,0,0,0,0,0,0,0,0,0
9.229,1778981243.965305,NORMAL,False,0,0,0,0,0,0,0,0,0
10.246,1778981244.982735,NORMAL,False,0,0,0,0,0,0,0,0,0
11.264,1778981246.000273,NORMAL,False,0,0,0,0,0,0,0,0,0
12.291,1778981247.027893,NORMAL,False,0,0,0,0,0,0,0,0,0
13.31,1778981248.04634,NORMAL,False,0,0,0,0,0,0,0,0,0
14.335,1778981249.071494,NORMAL,False,0,0,0,0,0,0,0,0,0
15.353,1778981250.089368,NORMAL,False,0,0,0,0,0,0,0,0,0
16.388,1778981251.124177,NORMAL,False,0,0,0,0,0,0,0,0,0
17.405,1778981252.141823,NORMAL,False,0,0,0,0,0,0,0,0,0
18.422,1778981253.158958,NORMAL,False,0,0,0,0,0,0,0,0,0
19.44,1778981254.176144,NORMAL,False,0,0,0,0,1,4,0,0,0
20.462,1778981255.198536,METERING,False,0,0,0,0,1,450,0,0,0
21.481,1778981256.217208,METERING,False,161,160,1,0,0,0,1,1,0
22.502,1778981257.238354,METERING,False,315,314,1,0,0,0,1,1,0
23.53,1778981258.266166,METERING,False,450,449,1,0,0,0,1,1,0
24.549,1778981259.28549,METERING,False,600,599,1,0,0,0,1,1,0
25.575,1778981260.311087,METERING,False,765,764,1,0,0,0,1,1,0
26.592,1778981261.328636,METERING,False,1095,1094,1,0,0,0,1,1,0
27.628,1778981262.364188,METERING,False,1291,1290,1,0,0,0,1,1,0
28.647,1778981263.383461,LOCKDOWN,True,1425,1424,1,0,0,0,1,1,1
29.671,1778981264.407181,LOCKDOWN,True,1551,1550,1,0,0,0,1,1,1
30.693,1778981265.429253,LOCKDOWN,True,1675,1674,1,0,0,0,1,1,1
31.715,1778981266.451348,LOCKDOWN,True,1802,1801,1,0,0,0,1,1,1
32.734,1778981267.470703,LOCKDOWN,True,1920,1919,1,0,0,0,1,1,1
33.752,1778981268.488078,LOCKDOWN,True,2040,2039,1,0,0,0,1,1,1
34.779,1778981269.515062,LOCKDOWN,True,2160,2159,1,0,0,0,1,1,1
35.799,1778981270.535573,LOCKDOWN,True,2280,2279,1,0,0,0,1,1,1
36.824,1778981271.560336,LOCKDOWN,True,2386,2385,1,0,0,0,1,1,1
37.843,1778981272.579144,LOCKDOWN,True,2517,2516,1,0,0,0,1,1,1
38.873,1778981273.610017,LOCKDOWN,True,2639,2638,1,0,0,0,1,1,1
39.894,1778981274.630509,LOCKDOWN,True,2835,2834,1,0,0,0,1,1,1
40.912,1778981275.648968,LOCKDOWN,True,2975,2974,1,0,0,0,1,1,1
41.934,1778981276.670724,LOCKDOWN,True,3105,3104,1,0,0,0,1,1,1
42.951,1778981277.687761,LOCKDOWN,True,3315,3314,1,0,0,0,1,1,1
43.968,1778981278.704969,LOCKDOWN,True,3436,3435,1,0,0,0,2,2,1
44.987,1778981279.723946,LOCKDOWN,True,3571,3570,1,0,0,0,2,2,1
46.011,1778981280.747498,LOCKDOWN,True,3796,3795,1,0,0,0,2,2,1
