t,timestamp,packet_in_total,packet_in_rate,packet_in_threshold,controller_cpu_percent,connected_switches,known_hosts,learned_mac_entries,learned_flow_install_count,packet_out_count,mitigation_enabled,mitigation_active,attack_detected,manual_mitigation,mitigated_drop_count
0.003,1778981234.739205,0,0.0,100,0.82,4,5,15,0,0,True,False,False,False,0
1.059,1778981235.795447,0,0.0,100,0.91,4,5,15,0,0,True,False,False,False,0
2.078,1778981236.814211,0,0.0,100,0.92,4,5,15,0,0,True,False,False,False,0
3.114,1778981237.850647,0,0.0,100,0.92,4,5,15,0,0,True,False,False,False,0
4.131,1778981238.867698,0,0.0,100,0.92,4,5,15,0,0,True,False,False,False,0
5.157,1778981239.894013,0,0.0,100,0.94,4,5,15,0,0,True,False,False,False,0
6.175,1778981240.911814,0,0.0,100,1.0,4,5,15,0,0,True,False,False,False,0
7.193,1778981241.929228,0,0.0,100,0.97,4,5,15,0,0,True,False,False,False,0
8.211,1778981242.947238,0,0.0,100,0.95,4,5,15,0,0,True,False,False,False,0
9.229,1778981243.965305,0,0.0,100,0.95,4,5,15,0,0,True,False,False,False,0
10.246,1778981244.982735,0,0.0,100,0.93,4,5,15,0,0,True,False,False,False,0
11.264,1778981246.000273,0,0.0,100,0.99,4,5,15,0,0,True,False,False,False,0
12.291,1778981247.027893,0,0.0,100,0.98,4,5,15,0,0,True,False,False,False,0
13.31,1778981248.04634,0,0.0,100,0.97,4,5,15,0,0,True,False,False,False,0
14.335,1778981249.071494,0,0.0,100,0.96,4,5,15,0,0,True,False,False,False,0
15.353,1778981250.089368,0,0.0,100,0.95,4,5,15,0,0,True,False,False,False,0
16.388,1778981251.124177,0,0.0,100,1.05,4,5,15,0,0,True,False,False,False,0
17.405,1778981252.141823,0,0.0,100,1.01,4,5,15,0,0,True,False,False,False,0
18.422,1778981253.158958,0,0.0,100,0.97,4,5,15,0,0,True,False,False,False,0
19.44,1778981254.176144,0,0.0,100,0.94,4,5,15,0,0,True,False,False,False,0
20.462,1778981255.198536,450,150.0,100,18.4,4,6,18,0,450,True,True,True,False,0
21.481,1778981256.217208,607,202.33,100,18.84,4,5,15,0,450,True,True,True,False,157
22.502,1778981257.238354,763,239.67,100,18.71,4,5,15,0,450,True,True,True,False,313
23.53,1778981258.266166,900,145.33,100,17.77,4,5,15,0,450,True,True,True,False,450
24.549,1778981259.28549,1050,145.0,100,17.21,4,5,15,0,450,True,True,True,False,600
25.575,1778981260.311087,1215,149.67,100,18.38,4,5,15,0,450,True,True,True,False,765
26.592,1778981261.328636,1538,207.67,100,22.45,4,5,15,0,450,True,True,True,False,1088
27.628,1778981262.364188,1740,225.0,100,22.38,4,5,15,0,450,True,True,True,False,1290
28.647,1778981263.383461,1872,212.0,100,20.47,4,5,15,0,450,True,True,True,False,1422
29.671,1778981264.407181,1999,146.33,100,19.02,4,5,15,0,450,True,True,True,False,1549
30.693,1778981265.429253,2121,122.0,100,17.77,4,5,15,0,450,True,True,True,False,1671
31.715,1778981266.451348,2250,125.0,100,17.1,4,5,15,0,450,True,True,True,False,1800
32.734,1778981267.470703,2370,120.0,100,16.37,4,5,15,0,450,True,True,True,False,1920
33.752,1778981268.488078,2490,120.0,100,15.74,4,5,15,0,450,True,True,True,False,2040
34.779,1778981269.515062,2610,115.0,100,15.32,4,5,15,0,450,True,True,True,False,2160
35.799,1778981270.535573,2730,118.0,100,15.15,4,5,15,0,450,True,True,True,False,2280
36.824,1778981271.560336,2835,110.67,100,14.58,4,5,15,0,450,True,True,True,False,2385
37.843,1778981272.579144,2961,112.67,100,14.75,4,5,15,0,450,True,True,True,False,2511
38.873,1778981273.610017,3086,116.0,100,14.92,4,5,15,0,450,True,True,True,False,2636
39.894,1778981274.630509,3285,145.0,100,16.93,4,5,15,0,450,True,True,True,False,2835
40.912,1778981275.648968,3423,151.0,100,16.56,4,5,15,0,450,True,True,True,False,2973
41.934,1778981276.670724,3555,155.0,100,16.22,4,5,15,0,450,True,True,True,False,3105
42.951,1778981277.687761,3765,155.0,100,17.92,4,5,15,0,450,True,True,True,False,3315
43.968,1778981278.704969,3886,150.33,100,17.13,4,5,15,0,450,True,True,True,False,3436
44.987,1778981279.723946,4021,155.33,100,16.97,4,5,15,0,450,True,True,True,False,3571
46.011,1778981280.747498,4244,159.0,100,18.82,4,5,15,0,450,True,True,True,False,3794
47.031,1778981281.767667,4546,219.0,100,21.75,4,5,15,0,450,True,True,True,False,4096
48.055,1778981282.792029,4666,213.67,100,19.58,4,5,15,0,450,True,True,True,False,4216
49.073,1778981283.809664,4786,175.0,100,17.99,4,5,15,0,450,True,True,True,False,4336
50.098,1778981284.834239,4891,112.0,100,16.66,4,5,15,0,450,True,True,True,False,4441
51.118,1778981285.85462,5034,119.0,100,16.79,4,5,15,0,450,True,True,True,False,4584
52.143,1778981286.879387,5221,144.0,100,17.87,4,5,15,0,450,True,True,True,False,4771
53.162,1778981287.898192,5341,145.33,100,16.75,4,5,15,0,450,True,True,True,False,4891
54.179,1778981288.915507,5468,137.33,100,16.11,4,5,15,0,450,True,True,True,False,5018
55.2,1778981289.936707,5583,120.0,100,15.35,4,5,15,0,450,True,True,True,False,5133
56.222,1778981290.958419,5701,116.33,100,15.01,4,5,15,0,450,True,True,True,False,5251
57.246,1778981291.982929,5866,130.0,100,15.9,4,5,15,0,450,True,True,True,False,5416
58.269,1778981293.005189,6186,196.67,100,20.28,4,5,15,0,450,True,True,True,False,5736
59.306,1778981294.042619,6496,263.33,100,22.83,4,5,15,0,450,True,True,True,False,6046
60.325,1778981295.061681,6650,251.33,100,21.0,4,5,15,0,450,True,True,True,False,6200
61.355,1778981296.091512,6766,185.0,100,18.91,4,5,15,0,450,True,True,True,False,6316
62.372,1778981297.109002,6887,123.67,100,17.63,4,5,15,0,450,True,True,True,False,6437
63.392,1778981298.129053,6991,110.0,100,16.11,4,5,15,0,450,True,True,True,False,6541
64.41,1778981299.146503,7051,92.33,100,14.18,4,5,15,0,450,True,True,True,False,6601
65.429,1778981300.165119,7051,50.0,100,10.62,4,5,15,0,450,True,True,True,False,6601
66.446,1778981301.182498,7051,20.0,100,7.98,4,5,15,0,450,True,True,True,False,6601
67.463,1778981302.199738,7051,0.0,100,6.23,4,5,15,0,450,True,True,True,False,6601
68.487,1778981303.223678,7051,0.0,100,4.83,4,5,15,0,450,True,True,True,False,6601
69.504,1778981304.240967,7051,0.0,100,3.9,4,5,15,0,450,True,True,False,False,6601
70.533,1778981305.269962,7051,0.0,100,3.06,4,5,15,0,450,True,True,False,False,6601
71.553,1778981306.289106,7051,0.0,100,2.45,4,5,15,0,450,True,True,False,False,6601
72.579,1778981307.315787,7051,0.0,100,2.01,4,5,15,0,450,True,True,False,False,6601
73.596,1778981308.333032,7051,0.0,100,1.67,4,5,15,0,450,True,True,False,False,6601
74.614,1778981309.350843,7051,0.0,100,1.51,4,5,15,0,450,True,True,False,False,6601
75.632,1778981310.368574,7051,0.0,100,1.34,4,5,15,0,450,True,True,False,False,6601
76.651,1778981311.387703,7051,0.0,100,1.22,4,5,15,0,450,True,True,False,False,6601
77.668,1778981312.404703,7051,0.0,100,1.12,4,5,15,0,450,True,True,False,False,6601
78.686,1778981313.422329,7051,0.0,100,1.06,4,5,15,0,450,True,True,False,False,6601
79.711,1778981314.447886,7051,0.0,100,1.1,4,5,15,0,450,True,True,False,False,6601
80.751,1778981315.487291,7051,0.0,100,1.04,4,5,15,0,450,True,True,False,False,6601
81.777,1778981316.513386,7051,0.0,100,0.99,4,5,15,0,450,True,True,False,False,6601
