t,timestamp,phase,lockdown_active,attack_detected,mitigation_active,manual_mitigation,packet_in_rate,threshold_rate,attack_detection_time,mitigation_start_time
0.003,1778981234.739205,NORMAL,,False,False,False,0.0,100,,
1.059,1778981235.795447,NORMAL,,False,False,False,0.0,100,,
2.078,1778981236.814211,NORMAL,,False,False,False,0.0,100,,
3.114,1778981237.850647,NORMAL,,False,False,False,0.0,100,,
4.131,1778981238.867698,NORMAL,,False,False,False,0.0,100,,
5.157,1778981239.894013,NORMAL,,False,False,False,0.0,100,,
6.175,1778981240.911814,NORMAL,,False,False,False,0.0,100,,
7.193,1778981241.929228,NORMAL,,False,False,False,0.0,100,,
8.211,1778981242.947238,NORMAL,,False,False,False,0.0,100,,
9.229,1778981243.965305,NORMAL,,False,False,False,0.0,100,,
10.246,1778981244.982735,NORMAL,,False,False,False,0.0,100,,
11.264,1778981246.000273,NORMAL,,False,False,False,0.0,100,,
12.291,1778981247.027893,NORMAL,,False,False,False,0.0,100,,
13.31,1778981248.04634,NORMAL,,False,False,False,0.0,100,,
14.335,1778981249.071494,NORMAL,,False,False,False,0.0,100,,
15.353,1778981250.089368,NORMAL,,False,False,False,0.0,100,,
16.388,1778981251.124177,NORMAL,,False,False,False,0.0,100,,
17.405,1778981252.141823,NORMAL,,False,False,False,0.0,100,,
18.422,1778981253.158958,NORMAL,,False,False,False,0.0,100,,
19.44,1778981254.176144,NORMAL,,False,False,False,0.0,100,,
20.462,1778981255.198536,METERING,,True,True,False,150.0,100,1778981255.2016895,1778981255.2016895
21.481,1778981256.217208,METERING,,True,True,False,203.0,100,1778981255.2016895,1778981255.2016895
22.502,1778981257.238354,METERING,,True,True,False,239.33,100,1778981255.2016895,1778981255.2016895
23.53,1778981258.266166,METERING,,True,True,False,145.0,100,1778981255.2016895,1778981255.2016895
24.549,1778981259.28549,METERING,,True,True,False,144.33,100,1778981255.2016895,1778981255.2016895
25.575,1778981260.311087,METERING,,True,True,False,148.67,100,1778981255.2016895,1778981255.2016895
26.592,1778981261.328636,METERING,,True,True,False,210.0,100,1778981255.2016895,1778981255.2016895
27.628,1778981262.364188,METERING,,True,True,False,225.33,100,1778981255.2016895,1778981255.2016895
28.647,1778981263.383461,METERING,,True,True,False,210.67,100,1778981255.2016895,1778981255.2016895
29.671,1778981264.407181,LOCKDOWN,,True,True,False,146.33,100,1778981255.2016895,1778981255.2016895
30.693,1778981265.429253,LOCKDOWN,,True,True,False,122.67,100,1778981255.2016895,1778981255.2016895
31.715,1778981266.451348,LOCKDOWN,,True,True,False,125.33,100,1778981255.2016895,1778981255.2016895
32.734,1778981267.470703,LOCKDOWN,,True,True,False,120.0,100,1778981255.2016895,1778981255.2016895
33.752,1778981268.488078,LOCKDOWN,,True,True,False,120.0,100,1778981255.2016895,1778981255.2016895
34.779,1778981269.515062,LOCKDOWN,,True,True,False,115.0,100,1778981255.2016895,1778981255.2016895
35.799,1778981270.535573,LOCKDOWN,,True,True,False,117.67,100,1778981255.2016895,1778981255.2016895
36.824,1778981271.560336,LOCKDOWN,,True,True,False,110.67,100,1778981255.2016895,1778981255.2016895
37.843,1778981272.579144,LOCKDOWN,,True,True,False,113.67,100,1778981255.2016895,1778981255.2016895
38.873,1778981273.610017,LOCKDOWN,,True,True,False,115.33,100,1778981255.2016895,1778981255.2016895
39.894,1778981274.630509,LOCKDOWN,,True,True,False,145.0,100,1778981255.2016895,1778981255.2016895
40.912,1778981275.648968,LOCKDOWN,,True,True,False,151.0,100,1778981255.2016895,1778981255.2016895
41.934,1778981276.670724,LOCKDOWN,,True,True,False,155.0,100,1778981255.2016895,1778981255.2016895
42.951,1778981277.687761,LOCKDOWN,,True,True,False,155.0,100,1778981255.2016895,1778981255.2016895
43.968,1778981278.704969,LOCKDOWN,,True,True,False,150.33,100,1778981255.2016895,1778981255.2016895
44.987,1778981279.723946,LOCKDOWN,,True,True,False,155.0,100,1778981255.2016895,1778981255.2016895
46.011,1778981280.747498,LOCKDOWN,,True,True,False,158.67,100,1778981255.2016895,1778981255.2016895
47.031,1778981281.767667,LOCKDOWN,,True,True,False,218.67,100,1778981255.2016895,1778981255.2016895
48.055,1778981282.792029,LOCKDOWN,,True,True,False,213.33,100,1778981255.2016895,1778981255.2016895
49.073,1778981283.809664,LOCKDOWN,,True,True,False,175.0,100,1778981255.2016895,1778981255.2016895
50.098,1778981284.834239,LOCKDOWN,,True,True,False,111.67,100,1778981255.2016895,1778981255.2016895
51.118,1778981285.85462,LOCKDOWN,,True,True,False,120.0,100,1778981255.2016895,1778981255.2016895
52.143,1778981286.879387,LOCKDOWN,,True,True,False,143.33,100,1778981255.2016895,1778981255.2016895
53.162,1778981287.898192,LOCKDOWN,,True,True,False,145.33,100,1778981255.2016895,1778981255.2016895
54.179,1778981288.915507,LOCKDOWN,,True,True,False,138.0,100,1778981255.2016895,1778981255.2016895
55.2,1778981289.936707,LOCKDOWN,,True,True,False,120.33,100,1778981255.2016895,1778981255.2016895
56.222,1778981290.958419,LOCKDOWN,,True,True,False,115.33,100,1778981255.2016895,1778981255.2016895
57.246,1778981291.982929,LOCKDOWN,,True,True,False,130.0,100,1778981255.2016895,1778981255.2016895
58.269,1778981293.005189,LOCKDOWN,,True,True,False,200.0,100,1778981255.2016895,1778981255.2016895
59.306,1778981294.042619,LOCKDOWN,,True,True,False,262.67,100,1778981255.2016895,1778981255.2016895
60.325,1778981295.061681,LOCKDOWN,,True,True,False,252.33,100,1778981255.2016895,1778981255.2016895
61.355,1778981296.091512,LOCKDOWN,,True,True,False,185.0,100,1778981255.2016895,1778981255.2016895
62.372,1778981297.109002,LOCKDOWN,,True,True,False,122.0,100,1778981255.2016895,1778981255.2016895
63.392,1778981298.129053,LOCKDOWN,,True,True,False,110.0,100,1778981255.2016895,1778981255.2016895
64.41,1778981299.146503,LOCKDOWN,,True,True,False,92.33,100,1778981255.2016895,1778981255.2016895
65.429,1778981300.165119,LOCKDOWN,,True,True,False,50.0,100,1778981255.2016895,1778981255.2016895
66.446,1778981301.182498,LOCKDOWN,,True,True,False,20.0,100,1778981255.2016895,1778981255.2016895
67.463,1778981302.199738,LOCKDOWN,,True,True,False,0.0,100,1778981255.2016895,1778981255.2016895
68.487,1778981303.223678,LOCKDOWN,,True,True,False,0.0,100,1778981255.2016895,1778981255.2016895
69.504,1778981304.240967,METERING,,False,True,False,0.0,100,1778981255.2016895,1778981255.2016895
70.533,1778981305.269962,METERING,,False,True,False,0.0,100,1778981255.2016895,1778981255.2016895
71.553,1778981306.289106,METERING,,False,True,False,0.0,100,1778981255.2016895,1778981255.2016895
72.579,1778981307.315787,METERING,,False,True,False,0.0,100,1778981255.2016895,1778981255.2016895
73.596,1778981308.333032,METERING,,False,True,False,0.0,100,1778981255.2016895,1778981255.2016895
74.614,1778981309.350843,METERING,,False,True,False,0.0,100,1778981255.2016895,1778981255.2016895
75.632,1778981310.368574,NORMAL,,False,True,False,0.0,100,1778981255.2016895,
76.651,1778981311.387703,NORMAL,,False,True,False,0.0,100,1778981255.2016895,
77.668,1778981312.404703,NORMAL,,False,True,False,0.0,100,1778981255.2016895,
78.686,1778981313.422329,NORMAL,,False,True,False,0.0,100,1778981255.2016895,
79.711,1778981314.447886,NORMAL,,False,True,False,0.0,100,1778981255.2016895,
80.751,1778981315.487291,NORMAL,,False,True,False,0.0,100,1778981255.2016895,
81.777,1778981316.513386,NORMAL,,False,True,False,0.0,100,1778981255.2016895,
82.818,1778981317.554291,NORMAL,,False,True,False,0.0,100,1778981255.2016895,
83.835,1778981318.571491,NORMAL,,False,True,False,0.0,100,1778981255.2016895,
84.852,1778981319.588601,NORMAL,,False,True,False,0.0,100,1778981255.2016895,
85.869,1778981320.605783,NORMAL,,False,True,False,0.0,100,1778981255.2016895,
86.887,1778981321.623596,NORMAL,,False,True,False,0.0,100,1778981255.2016895,
87.904,1778981322.64077,NORMAL,,False,True,False,0.0,100,1778981255.2016895,
