t,mbps
40.0,9.44
41.0,2.1
42.0,38.8
43.0,5.24
44.0,30.4
45.0,7.34
46.0,4.19
47.0,17.8
48.0,22.0
49.0,17.8
50.0,21.0
51.0,9.44
52.0,25.2
53.0,10.5
54.0,2.1
55.0,2.1
56.0,28.3
57.0,29.4
58.0,9.44
59.0,3.15
60.0,12.6
61.0,37.7
62.0,37.7
63.0,35.7
64.0,34.6
65.0,36.7
66.0,44.0
67.0,44.0
68.0,43.0
69.0,35.7
70.0,33.6
71.0,31.5
72.0,33.6
73.0,28.3
74.0,31.5
75.0,23.3
