t,timestamp,ip,rtt_ms,reachable,loss_pct_last10
0.009,1778981332.630029,10.10.10.1,,0,100.0
0.009,1778981332.630029,10.10.10.2,,0,100.0
0.009,1778981332.630029,10.10.10.3,,0,100.0
11.142,1778981343.762356,10.10.10.1,,0,100.0
11.142,1778981343.762356,10.10.10.2,,0,100.0
11.142,1778981343.762356,10.10.10.3,,0,100.0
22.226,1778981354.846932,10.10.10.1,,0,100.0
22.226,1778981354.846932,10.10.10.2,,0,100.0
22.226,1778981354.846932,10.10.10.3,,0,100.0
33.33,1778981365.950833,10.10.10.1,,0,100.0
33.33,1778981365.950833,10.10.10.2,,0,100.0
33.33,1778981365.950833,10.10.10.3,,0,100.0
44.419,1778981377.039631,10.10.10.1,,0,100.0
44.419,1778981377.039631,10.10.10.2,,0,100.0
44.419,1778981377.039631,10.10.10.3,,0,100.0
55.502,1778981388.123008,10.10.10.1,,0,100.0
55.502,1778981388.123008,10.10.10.2,,0,100.0
55.502,1778981388.123008,10.10.10.3,,0,100.0
66.594,1778981399.214815,10.10.10.1,,0,100.0
66.594,1778981399.214815,10.10.10.2,,0,100.0
66.594,1778981399.214815,10.10.10.3,,0,100.0
77.678,1778981410.299022,10.10.10.1,,0,100.0
77.678,1778981410.299022,10.10.10.2,,0,100.0
77.678,1778981410.299022,10.10.10.3,,0,100.0
88.762,1778981421.382686,10.10.10.1,,0,100.0
88.762,1778981421.382686,10.10.10.2,,0,100.0
88.762,1778981421.382686,10.10.10.3,,0,100.0
