t,timestamp,packet_in_total,packet_in_rate,packet_in_threshold,controller_cpu_percent,connected_switches,known_hosts,learned_mac_entries,learned_flow_install_count,packet_out_count,mitigation_enabled,mitigation_active,attack_detected,manual_mitigation,mitigated_drop_count
0.003,1778981724.023882,0,0.0,100,0.83,4,5,15,0,0,True,False,False,False,0
1.058,1778981725.079555,0,0.0,100,0.85,4,5,15,0,0,True,False,False,False,0
2.076,1778981726.097374,0,0.0,100,0.86,4,5,15,0,0,True,False,False,False,0
3.103,1778981727.12401,0,0.0,100,0.95,4,5,15,0,0,True,False,False,False,0
4.121,1778981728.142021,0,0.0,100,0.95,4,5,15,0,0,True,False,False,False,0
5.147,1778981729.168046,0,0.0,100,0.95,4,5,15,0,0,True,False,False,False,0
6.164,1778981730.18585,0,0.0,100,0.94,4,5,15,0,0,True,False,False,False,0
7.182,1778981731.203372,0,0.0,100,0.92,4,5,15,0,0,True,False,False,False,0
8.2,1778981732.221332,0,0.0,100,1.0,4,5,15,0,0,True,False,False,False,0
9.217,1778981733.238335,0,0.0,100,0.96,4,5,15,0,0,True,False,False,False,0
10.234,1778981734.255443,0,0.0,100,0.93,4,5,15,0,0,True,False,False,False,0
11.252,1778981735.273823,0,0.0,100,0.96,4,5,15,0,0,True,False,False,False,0
12.279,1778981736.300583,0,0.0,100,1.01,4,5,15,0,0,True,False,False,False,0
13.297,1778981737.318437,0,0.0,100,1.0,4,5,15,0,0,True,False,False,False,0
14.323,1778981738.343883,0,0.0,100,0.97,4,5,15,0,0,True,False,False,False,0
15.341,1778981739.362519,0,0.0,100,0.97,4,5,15,0,0,True,False,False,False,0
16.382,1778981740.402925,0,0.0,100,0.95,4,5,15,0,0,True,False,False,False,0
17.399,1778981741.420541,0,0.0,100,0.98,4,5,15,0,0,True,False,False,False,0
18.416,1778981742.437568,500,166.67,100,15.44,4,5,15,0,495,True,True,True,False,5
19.465,1778981743.486198,868,289.33,100,22.2,4,5,15,0,495,True,True,True,False,373
20.49,1778981744.511198,1054,351.33,100,20.82,4,5,15,0,495,True,True,True,False,559
21.511,1778981745.532791,1332,264.0,100,22.75,4,5,15,0,495,True,True,True,False,837
22.534,1778981746.55562,1503,205.0,100,21.24,4,5,15,0,495,True,True,True,False,1008
23.563,1778981747.58409,1788,241.67,100,23.43,4,5,15,0,495,True,True,True,False,1293
24.58,1778981748.601418,2088,244.0,100,24.83,4,5,15,0,495,True,True,True,False,1593
25.608,1778981749.629817,2238,242.0,100,22.15,4,5,15,0,495,True,True,True,False,1743
26.629,1778981750.650821,2356,181.33,100,19.82,4,5,15,0,495,True,True,True,False,1861
27.658,1778981751.678931,2475,121.0,100,17.94,4,5,15,0,495,True,True,True,False,1980
28.676,1778981752.697339,2604,120.0,100,16.82,4,5,15,0,495,True,True,True,False,2109
29.694,1778981753.714878,2718,118.0,100,15.93,4,5,15,0,495,True,True,True,False,2223
30.714,1778981754.735386,2832,116.0,100,15.15,4,5,15,0,495,True,True,True,False,2337
31.731,1778981755.752748,2952,114.0,100,14.59,4,5,15,0,495,True,True,True,False,2457
32.754,1778981756.775308,3252,176.0,100,18.03,4,5,15,0,495,True,True,True,False,2757
33.778,1778981757.799664,3534,230.0,100,20.16,4,5,15,0,495,True,True,True,False,3039
34.809,1778981758.830063,3653,225.67,100,18.13,4,5,15,0,495,True,True,True,False,3158
35.83,1778981759.851624,3784,169.33,100,16.93,4,5,15,0,495,True,True,True,False,3289
36.863,1778981760.884149,3912,124.0,100,16.17,4,5,15,0,495,True,True,True,False,3417
