t,timestamp,iface,rx_pps,tx_pps,total_pps,rx_packets,tx_packets,rx_mbps,tx_mbps,total_mbps,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors
0.003,1778981724.023882,eth0,2394.4647,5188.0069,7582.4716,1205238,1164089,0.9961,6.315,7.3111,638062338,127301554,0,0,0,0
1.058,1778981725.079555,eth0,34.1014,37.8905,71.9919,1205274,1164129,0.045,0.0599,0.1049,638068274,127309456,0,0,0,0
2.076,1778981726.097374,eth0,18.6674,25.5448,44.2122,1205293,1164155,0.0274,0.0263,0.0537,638071754,127312804,0,0,0,0
3.103,1778981727.12401,eth0,14.6108,16.5589,31.1698,1205308,1164172,0.0087,0.0163,0.025,638072874,127314894,0,0,0,0
4.121,1778981728.142021,eth0,9.8231,17.6815,27.5046,1205318,1164190,0.0062,0.0198,0.026,638073662,127317410,0,0,0,0
5.147,1778981729.168046,eth0,7.7971,12.6703,20.4673,1205326,1164203,0.0053,0.0136,0.0189,638074346,127319148,0,0,0,0
6.164,1778981730.18585,eth0,8.8426,14.7376,23.5802,1205335,1164218,0.0058,0.0163,0.0222,638075090,127321226,0,0,0,0
7.182,1778981731.203372,eth0,10.8106,16.7073,27.5178,1205346,1164235,0.0067,0.0173,0.024,638075938,127323428,0,0,0,0
8.2,1778981732.221332,eth0,15.7177,18.6648,34.3825,1205362,1164254,0.0089,0.0185,0.0274,638077066,127325782,0,0,0,0
9.217,1778981733.238335,eth0,9.8328,15.7325,25.5653,1205372,1164270,0.0062,0.0168,0.023,638077858,127327914,0,0,0,0
10.234,1778981734.255443,eth0,9.8318,15.7309,25.5627,1205382,1164286,0.0068,0.0169,0.0237,638078726,127330058,0,0,0,0
11.252,1778981735.273823,eth0,9.8195,17.6751,27.4947,1205392,1164304,0.0063,0.0198,0.0261,638079530,127332574,0,0,0,0
12.279,1778981736.300583,eth0,12.6612,15.583,28.2442,1205405,1164320,0.0077,0.0153,0.0231,638080522,127334542,0,0,0,0
13.297,1778981737.318437,eth0,10.807,17.6843,28.4913,1205416,1164338,0.0068,0.0193,0.0261,638081386,127337002,0,0,0,0
14.323,1778981738.343883,eth0,10.727,15.603,26.33,1205427,1164354,0.0072,0.0155,0.0227,638082314,127338990,0,0,0,0
15.341,1778981739.362519,eth0,12.7622,22.5792,35.3414,1205440,1164377,0.0083,0.0259,0.0342,638083374,127342284,0,0,0,0
16.382,1778981740.402925,eth0,25.9514,29.7961,55.7475,1205467,1164408,0.0355,0.0415,0.077,638087990,127347685,0,0,0,0
17.399,1778981741.420541,eth0,13.7576,17.6884,31.446,1205481,1164426,0.0081,0.0179,0.026,638089018,127349965,0,0,0,0
18.416,1778981742.437568,eth0,562.4231,629.2846,1191.7078,1206053,1165066,0.9363,0.515,1.4513,638208048,127415437,0,0,0,0
19.465,1778981743.486198,eth0,337.5833,173.5598,511.1431,1206407,1165248,0.7535,0.0999,0.8534,638306810,127428537,0,0,0,0
20.49,1778981744.511198,eth0,144.3903,89.7561,234.1464,1206555,1165340,0.5401,0.056,0.5961,638376006,127435713,0,0,0,0
21.511,1778981745.532791,eth0,244.7158,193.8149,438.5308,1206805,1165538,0.8707,0.1108,0.9815,638487198,127449857,0,0,0,0
22.534,1778981746.55562,eth0,160.3396,130.0315,290.3712,1206969,1165671,0.5104,0.0774,0.5878,638552450,127459755,0,0,0,0
23.563,1778981747.58409,eth0,240.1627,161.4049,401.5675,1207216,1165837,0.8328,0.0944,0.9272,638659513,127471886,0,0,0,0
24.58,1778981748.601418,eth0,235.9122,165.1385,401.0507,1207456,1166005,0.5922,0.096,0.6882,638734825,127484094,0,0,0,0
25.608,1778981749.629817,eth0,129.3271,96.266,225.5932,1207589,1166104,0.4396,0.0594,0.4991,638791341,127491732,0,0,0,0
26.629,1778981750.650821,eth0,129.2845,96.9634,226.2479,1207721,1166203,0.3655,0.0672,0.4328,638837993,127500314,0,0,0,0
27.658,1778981751.678931,eth0,124.5004,82.676,207.1764,1207849,1166288,0.3688,0.0523,0.4212,638885394,127507041,0,0,0,0
28.676,1778981752.697339,eth0,128.6322,86.4094,215.0416,1207980,1166376,0.3923,0.0541,0.4463,638935330,127513925,0,0,0,0
29.694,1778981753.714878,eth0,123.8281,90.4142,214.2423,1208106,1166468,0.2213,0.0563,0.2776,638963482,127521085,0,0,0,0
30.714,1778981754.735386,eth0,113.6689,87.2115,200.8803,1208222,1166557,0.1983,0.0546,0.253,638988780,127528055,0,0,0,0
31.731,1778981755.752748,eth0,136.6278,91.4128,228.0406,1208361,1166650,0.3598,0.0572,0.417,639034538,127535329,0,0,0,0
32.754,1778981756.775308,eth0,210.2567,133.9775,344.2343,1208576,1166787,0.8913,0.081,0.9723,639148458,127545683,0,0,0,0
33.778,1778981757.799664,eth0,195.2446,126.909,322.1536,1208776,1166917,0.8163,0.0758,0.8921,639252982,127555383,0,0,0,0
34.809,1778981758.830063,eth0,120.3417,82.4923,202.834,1208900,1167002,0.336,0.052,0.388,639296264,127562081,0,0,0,0
35.83,1778981759.851624,eth0,131.1719,86.1427,217.3146,1209034,1167090,0.2278,0.0543,0.2821,639325350,127569017,0,0,0,0
36.863,1778981760.884149,eth0,123.9679,84.2594,208.2273,1209162,1167177,0.247,0.053,0.3,639357230,127575863,0,0,0,0
37.881,1778981761.902539,eth0,154.1648,106.0497,260.2145,1209319,1167285,0.5133,0.0649,0.5782,639422574,127584127,0,0,0,0
38.915,1778981762.936344,eth0,193.4601,136.3894,329.8495,1209519,1167426,0.7852,0.0805,0.8657,639524038,127594533,0,0,0,0
39.937,1778981763.9586,eth0,171.19,114.4527,285.6427,1209694,1167543,0.7147,0.0689,0.7836,639615362,127603343,0,0,0,0
40.957,1778981764.978566,eth0,224.5174,140.2008,364.7183,1209923,1167686,0.7172,0.1182,0.8354,639706802,127618419,0,0,0,0
41.976,1778981765.997493,eth0,198.2477,95.1982,293.4459,1210125,1167783,0.6919,0.0589,0.7508,639794928,127625917,0,0,0,0
42.995,1778981767.016675,eth0,133.4403,71.6261,205.0664,1210261,1167856,0.3948,0.0464,0.4411,639845222,127631823,0,0,0,0
44.014,1778981768.0351,eth0,143.3586,93.2813,236.6399,1210407,1167951,0.5073,0.0578,0.5651,639909806,127639181,0,0,0,0
