t,timestamp,phase,lockdown_active,attack_detected,mitigation_active,manual_mitigation,packet_in_rate,threshold_rate,attack_detection_time,mitigation_start_time
0.003,1778981724.023882,NORMAL,,False,False,False,0.0,100,,
1.058,1778981725.079555,NORMAL,,False,False,False,0.0,100,,
2.076,1778981726.097374,NORMAL,,False,False,False,0.0,100,,
3.103,1778981727.12401,NORMAL,,False,False,False,0.0,100,,
4.121,1778981728.142021,NORMAL,,False,False,False,0.0,100,,
5.147,1778981729.168046,NORMAL,,False,False,False,0.0,100,,
6.164,1778981730.18585,NORMAL,,False,False,False,0.0,100,,
7.182,1778981731.203372,NORMAL,,False,False,False,0.0,100,,
8.2,1778981732.221332,NORMAL,,False,False,False,0.0,100,,
9.217,1778981733.238335,NORMAL,,False,False,False,0.0,100,,
10.234,1778981734.255443,NORMAL,,False,False,False,0.0,100,,
11.252,1778981735.273823,NORMAL,,False,False,False,0.0,100,,
12.279,1778981736.300583,NORMAL,,False,False,False,0.0,100,,
13.297,1778981737.318437,NORMAL,,False,False,False,0.0,100,,
14.323,1778981738.343883,NORMAL,,False,False,False,0.0,100,,
15.341,1778981739.362519,NORMAL,,False,False,False,0.0,100,,
16.382,1778981740.402925,NORMAL,,False,False,False,0.0,100,,
17.399,1778981741.420541,NORMAL,,False,False,False,0.0,100,,
18.416,1778981742.437568,METERING,,True,True,False,172.0,100,1778981742.4425013,1778981742.4425013
19.465,1778981743.486198,METERING,,True,True,False,291.33,100,1778981742.4425013,1778981742.4425013
20.49,1778981744.511198,METERING,,True,True,False,352.0,100,1778981742.4425013,1778981742.4425013
21.511,1778981745.532791,METERING,,True,True,False,264.0,100,1778981742.4425013,1778981742.4425013
22.534,1778981746.55562,METERING,,True,True,False,203.33,100,1778981742.4425013,1778981742.4425013
23.563,1778981747.58409,METERING,,True,True,False,241.0,100,1778981742.4425013,1778981742.4425013
24.58,1778981748.601418,METERING,,True,True,False,243.33,100,1778981742.4425013,1778981742.4425013
25.608,1778981749.629817,METERING,,True,True,False,241.33,100,1778981742.4425013,1778981742.4425013
26.629,1778981750.650821,LOCKDOWN,,True,True,False,181.67,100,1778981742.4425013,1778981742.4425013
27.658,1778981751.678931,LOCKDOWN,,True,True,False,121.0,100,1778981742.4425013,1778981742.4425013
28.676,1778981752.697339,LOCKDOWN,,True,True,False,120.0,100,1778981742.4425013,1778981742.4425013
29.694,1778981753.714878,LOCKDOWN,,True,True,False,118.0,100,1778981742.4425013,1778981742.4425013
30.714,1778981754.735386,LOCKDOWN,,True,True,False,116.0,100,1778981742.4425013,1778981742.4425013
31.731,1778981755.752748,LOCKDOWN,,True,True,False,115.0,100,1778981742.4425013,1778981742.4425013
32.754,1778981756.775308,LOCKDOWN,,True,True,False,177.33,100,1778981742.4425013,1778981742.4425013
33.778,1778981757.799664,LOCKDOWN,,True,True,False,230.0,100,1778981742.4425013,1778981742.4425013
34.809,1778981758.830063,LOCKDOWN,,True,True,False,226.0,100,1778981742.4425013,1778981742.4425013
35.83,1778981759.851624,LOCKDOWN,,True,True,False,169.0,100,1778981742.4425013,1778981742.4425013
36.863,1778981760.884149,LOCKDOWN,,True,True,False,124.0,100,1778981742.4425013,1778981742.4425013
37.881,1778981761.902539,LOCKDOWN,,True,True,False,137.33,100,1778981742.4425013,1778981742.4425013
38.915,1778981762.936344,LOCKDOWN,,True,True,False,184.0,100,1778981742.4425013,1778981742.4425013
39.937,1778981763.9586,LOCKDOWN,,True,True,False,220.0,100,1778981742.4425013,1778981742.4425013
40.957,1778981764.978566,LOCKDOWN,,True,True,False,255.0,100,1778981742.4425013,1778981742.4425013
41.976,1778981765.997493,LOCKDOWN,,True,True,False,260.0,100,1778981742.4425013,1778981742.4425013
42.995,1778981767.016675,LOCKDOWN,,True,True,False,225.33,100,1778981742.4425013,1778981742.4425013
44.014,1778981768.0351,LOCKDOWN,,True,True,False,188.0,100,1778981742.4425013,1778981742.4425013
45.033,1778981769.054521,LOCKDOWN,,True,True,False,161.33,100,1778981742.4425013,1778981742.4425013
46.058,1778981770.079175,LOCKDOWN,,True,True,False,189.0,100,1778981742.4425013,1778981742.4425013
47.079,1778981771.100868,LOCKDOWN,,True,True,False,216.0,100,1778981742.4425013,1778981742.4425013
