t,timestamp,ip,rtt_ms,reachable,loss_pct_last10
0.009,1778981724.030726,10.10.10.1,,0,100.0
0.009,1778981724.030726,10.10.10.2,,0,100.0
0.009,1778981724.030726,10.10.10.3,,0,100.0
11.113,1778981735.13446,10.10.10.1,,0,100.0
11.113,1778981735.13446,10.10.10.2,,0,100.0
11.113,1778981735.13446,10.10.10.3,,0,100.0
22.195,1778981746.216337,10.10.10.1,,0,100.0
22.195,1778981746.216337,10.10.10.2,,0,100.0
22.195,1778981746.216337,10.10.10.3,,0,100.0
33.286,1778981757.307482,10.10.10.1,,0,100.0
33.286,1778981757.307482,10.10.10.2,,0,100.0
33.286,1778981757.307482,10.10.10.3,,0,100.0
44.382,1778981768.403757,10.10.10.1,,0,100.0
44.382,1778981768.403757,10.10.10.2,,0,100.0
44.382,1778981768.403757,10.10.10.3,,0,100.0
55.478,1778981779.498928,10.10.10.1,,0,100.0
55.478,1778981779.498928,10.10.10.2,,0,100.0
55.478,1778981779.498928,10.10.10.3,,0,100.0
66.592,1778981790.613198,10.10.10.1,,0,100.0
66.592,1778981790.613198,10.10.10.2,,0,100.0
66.592,1778981790.613198,10.10.10.3,,0,100.0
77.673,1778981801.69436,10.10.10.1,,0,100.0
77.673,1778981801.69436,10.10.10.2,,0,100.0
77.673,1778981801.69436,10.10.10.3,,0,100.0
88.755,1778981812.77614,10.10.10.1,,0,100.0
88.755,1778981812.77614,10.10.10.2,,0,100.0
88.755,1778981812.77614,10.10.10.3,,0,100.0
