t,timestamp,phase,lockdown_active,mitigated_drop_count,dropped_unknown_count,dropped_overrate_count,dropped_unknown_destination_count,trusted_source_count,source_seen_count_total,mitigated_source_count,rate_limited_ports_count,escalated_ports_count
0.003,1778981724.023882,NORMAL,False,0,0,0,0,0,0,0,0,0
1.058,1778981725.079555,NORMAL,False,0,0,0,0,0,0,0,0,0
2.076,1778981726.097374,NORMAL,False,0,0,0,0,0,0,0,0,0
3.103,1778981727.12401,NORMAL,False,0,0,0,0,0,0,0,0,0
4.121,1778981728.142021,NORMAL,False,0,0,0,0,0,0,0,0,0
5.147,1778981729.168046,NORMAL,False,0,0,0,0,0,0,0,0,0
6.164,1778981730.18585,NORMAL,False,0,0,0,0,0,0,0,0,0
7.182,1778981731.203372,NORMAL,False,0,0,0,0,0,0,0,0,0
8.2,1778981732.221332,NORMAL,False,0,0,0,0,0,0,0,0,0
9.217,1778981733.238335,NORMAL,False,0,0,0,0,0,0,0,0,0
10.234,1778981734.255443,NORMAL,False,0,0,0,0,0,0,0,0,0
11.252,1778981735.273823,NORMAL,False,0,0,0,0,0,0,0,0,0
12.279,1778981736.300583,NORMAL,False,0,0,0,0,0,0,0,0,0
13.297,1778981737.318437,NORMAL,False,0,0,0,0,0,0,0,0,0
14.323,1778981738.343883,NORMAL,False,0,0,0,0,0,0,0,0,0
15.341,1778981739.362519,NORMAL,False,0,0,0,0,0,0,0,0,0
16.382,1778981740.402925,NORMAL,False,0,0,0,0,0,0,0,0,0
17.399,1778981741.420541,NORMAL,False,0,0,0,0,0,0,0,0,0
18.416,1778981742.437568,METERING,False,21,20,1,0,0,0,1,3,0
19.465,1778981743.486198,METERING,False,379,378,1,0,0,0,1,3,0
20.49,1778981744.511198,METERING,False,561,560,1,0,0,0,1,3,0
21.511,1778981745.532791,METERING,False,845,844,1,0,0,0,1,3,0
22.534,1778981746.55562,METERING,False,1013,1012,1,0,0,0,1,3,0
23.563,1778981747.58409,METERING,False,1293,1292,1,0,0,0,1,3,0
24.58,1778981748.601418,METERING,False,1598,1597,1,0,0,0,1,3,0
25.608,1778981749.629817,METERING,False,1747,1746,1,0,0,0,1,3,0
26.629,1778981750.650821,LOCKDOWN,True,1862,1861,1,0,0,0,1,3,3
27.658,1778981751.678931,LOCKDOWN,True,1980,1979,1,0,0,0,1,3,3
28.676,1778981752.697339,LOCKDOWN,True,2109,2108,1,0,0,0,1,3,3
29.694,1778981753.714878,LOCKDOWN,True,2226,2225,1,0,0,0,1,3,3
30.714,1778981754.735386,LOCKDOWN,True,2337,2336,1,0,0,0,1,3,3
31.731,1778981755.752748,LOCKDOWN,True,2461,2460,1,0,0,0,1,3,3
32.754,1778981756.775308,LOCKDOWN,True,2761,2760,1,0,0,0,1,3,3
33.778,1778981757.799664,LOCKDOWN,True,3043,3042,1,0,0,0,1,3,3
34.809,1778981758.830063,LOCKDOWN,True,3161,3160,1,0,0,0,1,3,3
35.83,1778981759.851624,LOCKDOWN,True,3292,3291,1,0,0,0,1,3,3
36.863,1778981760.884149,LOCKDOWN,True,3417,3416,1,0,0,0,1,3,3
37.881,1778981761.902539,LOCKDOWN,True,3585,3584,1,0,0,0,1,3,3
38.915,1778981762.936344,LOCKDOWN,True,3852,3851,1,0,0,0,1,3,3
39.937,1778981763.9586,LOCKDOWN,True,4089,4088,1,0,0,0,1,3,3
40.957,1778981764.978566,LOCKDOWN,True,4365,4364,1,0,0,0,1,3,3
41.976,1778981765.997493,LOCKDOWN,True,4641,4640,1,0,0,0,1,3,3
42.995,1778981767.016675,LOCKDOWN,True,4786,4785,1,0,0,0,1,3,3
44.014,1778981768.0351,LOCKDOWN,True,4953,4952,1,0,0,0,1,3,3
45.033,1778981769.054521,LOCKDOWN,True,5145,5144,1,0,0,0,1,3,3
46.058,1778981770.079175,LOCKDOWN,True,5365,5364,1,0,0,0,1,3,3
47.079,1778981771.100868,LOCKDOWN,True,5617,5616,1,0,0,0,1,3,3
48.112,1778981772.133105,LOCKDOWN,True,5830,5829,1,0,0,0,1,3,3
49.131,1778981773.152738,LOCKDOWN,True,6084,6083,1,0,0,0,1,3,3
50.164,1778981774.185412,LOCKDOWN,True,6200,6199,1,0,0,0,1,3,3
51.183,1778981775.204715,LOCKDOWN,True,6308,6307,1,0,0,0,1,3,3
52.201,1778981776.222207,LOCKDOWN,True,6426,6425,1,0,0,0,1,3,3
53.22,1778981777.24181,LOCKDOWN,True,6536,6535,1,0,0,0,1,3,3
54.238,1778981778.258911,LOCKDOWN,True,6668,6667,1,0,0,0,1,3,3
55.255,1778981779.276265,LOCKDOWN,True,6776,6775,1,0,0,0,1,3,3
56.272,1778981780.293637,LOCKDOWN,True,6920,6919,1,0,0,0,1,3,3
57.305,1778981781.326151,LOCKDOWN,True,7208,7207,1,0,0,0,1,3,3
58.33,1778981782.351627,LOCKDOWN,True,7496,7495,1,0,0,0,1,3,3
59.361,1778981783.382432,LOCKDOWN,True,7784,7783,1,0,0,0,1,3,3
60.379,1778981784.400022,LOCKDOWN,True,7952,7951,1,0,0,0,1,3,3
61.405,1778981785.425924,LOCKDOWN,True,8061,8060,1,0,0,0,1,3,3
62.424,1778981786.445199,LOCKDOWN,True,8300,8299,1,0,0,0,1,3,3
63.445,1778981787.466711,LOCKDOWN,True,8432,8431,1,0,0,0,1,3,3
64.463,1778981788.484574,LOCKDOWN,True,8432,8431,1,0,0,0,1,3,3
65.48,1778981789.501174,LOCKDOWN,True,8432,8431,1,0,0,0,1,3,3
66.499,1778981790.520868,LOCKDOWN,True,8432,8431,1,0,0,0,1,3,3
67.517,1778981791.538663,LOCKDOWN,True,8432,8431,1,0,0,0,1,3,3
68.542,1778981792.5633,LOCKDOWN,True,8432,8431,1,0,0,0,1,3,3
69.559,1778981793.580856,LOCKDOWN,True,8432,8431,1,0,0,0,1,3,3
70.586,1778981794.607354,METERING,False,8432,8431,1,0,0,0,1,2,2
71.607,1778981795.62798,METERING,False,8432,8431,1,0,0,0,1,2,2
72.633,1778981796.654141,METERING,False,8432,8431,1,0,0,0,1,2,2
73.651,1778981797.672459,METERING,False,8432,8431,1,0,0,0,1,2,2
74.669,1778981798.690387,METERING,False,8432,8431,1,0,0,0,1,2,2
75.687,1778981799.708691,METERING,False,8432,8431,1,0,0,0,1,2,2
76.705,1778981800.726198,NORMAL,False,8432,8431,1,0,0,0,1,2,2
77.725,1778981801.746044,NORMAL,False,8432,8431,1,0,0,0,1,2,2
78.751,1778981802.77215,NORMAL,False,8432,8431,1,0,0,0,1,2,2
79.769,1778981803.789985,NORMAL,False,8432,8431,1,0,0,0,1,2,2
80.795,1778981804.815938,NORMAL,False,8432,8431,1,0,0,0,1,2,2
81.813,1778981805.834183,NORMAL,False,8432,8431,1,0,0,0,1,2,2
82.839,1778981806.860213,NORMAL,False,8432,8431,1,0,0,0,1,2,2
83.857,1778981807.878133,NORMAL,False,8432,8431,1,0,0,0,1,2,2
84.874,1778981808.895344,NORMAL,False,8432,8431,1,0,0,0,1,2,2
85.892,1778981809.913448,NORMAL,False,8432,8431,1,0,0,0,1,2,2
86.909,1778981810.930502,NORMAL,False,8432,8431,1,0,0,0,1,2,2
87.926,1778981811.947602,NORMAL,False,8432,8431,1,0,0,0,1,2,2
88.944,1778981812.965532,NORMAL,False,8432,8431,1,0,0,0,1,2,2
89.971,1778981813.992391,NORMAL,False,8432,8431,1,0,0,0,1,2,2
